Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Longest Reception (Advanced),Red Zone Targets,routes_run,yprr,TPRR,Rushing Yards,redzone_touches,goal_line_touches,Games Played (Advanced),Rostered %,Year,Position,posteam,player_id,Games Played (Basic),player_name_std,receiver_player_id,receiving_yards,targets,yac
11.0,Ja'Marr Chase (CIN),262.7,16.4,100.0,145.0,24.5%,105.0,5.0,"1,216",12.2,675,6.8,541.0,5.4,123.0,1.2,6.0,7.0,48.0,14.0,7.0,4.0,3.0,76.0,19.0,145.0,8.386206896551725,1.0,-6.0,21.0,6.0,16.0,99.9%,2023,WR,CIN,00-0036900,16.0,J.Chase,00-0036900,1216.0,145.0,541.0
12.0,Nico Collins (HOU),260.4,17.4,80.0,109.0,19.3%,82.0,2.0,"1,297",16.2,748,9.4,549.0,6.9,258.0,3.2,16.0,8.0,48.0,25.0,7.0,5.0,4.0,75.0,15.0,127.0,11.503937007874017,0.9921259842519684,7.0,19.0,5.0,15.0,99.7%,2023,WR,HOU,00-0036554,15.0,N.Collins,00-0036554,1461.0,126.0,641.0
13.0,Michael Pittman Jr. (IND),250.2,15.6,109.0,156.0,28.6%,113.0,3.0,"1,152",10.6,639,5.9,513.0,4.7,172.0,1.6,3.0,4.0,42.0,10.0,6.0,3.0,1.0,75.0,19.0,,,,0.0,,,16.0,79.6%,2023,WR,,,16.0,M.Jr.,,,,
14.0,Brandon Aiyuk (SF),249.2,15.6,75.0,105.0,22.3%,77.0,2.0,"1,342",17.9,980,13.1,362.0,4.8,96.0,1.3,2.0,7.0,58.0,28.0,10.0,3.0,1.0,76.0,9.0,125.0,11.928,1.0,0.0,12.0,2.0,16.0,39.0%,2023,WR,SF,00-0036261,16.0,B.Aiyuk,00-0036261,1491.0,125.0,389.0
15.0,Deebo Samuel Sr. (WAS),243.7,16.2,60.0,89.0,18.9%,63.0,2.0,892,14.9,365,6.1,527.0,8.8,179.0,3.0,13.0,7.0,32.0,15.0,8.0,6.0,1.0,54.0,17.0,,,,225.0,,,15.0,85.8%,2023,WR,,,15.0,D.Sr.,,,,
16.0,Chris Olave (NO),231.3,14.5,87.0,138.0,23.8%,93.0,6.0,"1,123",12.9,776,8.9,347.0,4.0,66.0,0.8,3.0,5.0,45.0,16.0,5.0,3.0,1.0,51.0,11.0,139.0,8.079136690647482,0.9928057553956836,0.0,13.0,3.0,16.0,86.2%,2023,WR,NO,00-0037239,16.0,C.Olave,00-0037239,1123.0,138.0,347.0
17.0,Adam Thielen (CAR),231.0,13.6,103.0,137.0,25.7%,110.0,7.0,"1,014",9.8,674,6.5,340.0,3.3,76.0,0.7,2.0,4.0,40.0,9.0,3.0,0.0,0.0,32.0,14.0,138.0,7.3478260869565215,0.9927536231884058,6.0,17.0,4.0,17.0,49.2%,2023,WR,CAR,00-0030035,17.0,A.Thielen,00-0030035,1014.0,137.0,340.0
18.0,Calvin Ridley (TEN),229.9,13.5,76.0,136.0,22.4%,82.0,6.0,"1,016",13.4,822,10.8,194.0,2.6,39.0,0.5,1.0,8.0,43.0,17.0,5.0,2.0,1.0,59.0,26.0,137.0,7.416058394160584,0.9927007299270072,23.0,29.0,6.0,17.0,88.8%,2023,WR,JAX,00-0034837,17.0,C.Ridley,00-0034837,1016.0,136.0,194.0
19.0,DeVonta Smith (PHI),227.6,14.2,81.0,112.0,21.3%,87.0,5.0,"1,066",13.2,772,9.5,294.0,3.6,66.0,0.8,4.0,7.0,43.0,14.0,8.0,3.0,2.0,63.0,6.0,125.0,9.712,0.992,0.0,8.0,3.0,16.0,91.8%,2023,WR,PHI,00-0036912,16.0,D.Smith,00-0036912,1214.0,124.0,0.0
20.0,Amari Cooper (FA),227.0,15.1,72.0,128.0,21.4%,79.0,7.0,"1,250",17.4,979,13.6,271.0,3.8,80.0,1.1,2.0,5.0,47.0,21.0,8.0,8.0,5.0,75.0,13.0,135.0,9.696296296296296,0.9851851851851852,0.0,16.0,3.0,15.0,3.8%,2023,WR,CLE,00-0031544,15.0,A.Cooper,00-0031544,1309.0,133.0,278.0
21.0,DK Metcalf (PIT),225.4,14.1,66.0,119.0,21.8%,74.0,7.0,"1,114",16.9,747,11.3,367.0,5.6,120.0,1.8,7.0,8.0,43.0,19.0,11.0,4.0,3.0,73.0,23.0,119.0,9.361344537815128,1.0,0.0,23.0,4.0,16.0,96.8%,2023,WR,SEA,00-0035640,16.0,D.Metcalf,00-0035640,1114.0,119.0,367.0
22.0,DeAndre Hopkins (BAL),223.6,13.2,75.0,137.0,28.7%,80.0,4.0,"1,057",14.1,834,11.1,223.0,3.0,64.0,0.9,4.0,7.0,41.0,15.0,7.0,4.0,1.0,61.0,17.0,137.0,7.7153284671532845,1.0,9.0,20.0,2.0,17.0,6.9%,2023,WR,TEN,00-0030564,17.0,D.Hopkins,00-0030564,1057.0,137.0,223.0
23.0,Jordan Addison (MIN),221.3,13.0,70.0,108.0,17.8%,73.0,3.0,911,13.0,649,9.3,262.0,3.7,98.0,1.4,4.0,10.0,36.0,15.0,6.0,3.0,2.0,62.0,15.0,108.0,8.435185185185185,1.0,2.0,18.0,3.0,17.0,86.3%,2023,WR,MIN,00-0038994,17.0,J.Addison,00-0038994,911.0,108.0,262.0
24.0,Jakobi Meyers (LV),218.6,13.7,71.0,106.0,20.0%,73.0,2.0,807,11.4,565,8.0,242.0,3.4,65.0,0.9,6.0,8.0,38.0,8.0,2.0,0.0,0.0,33.0,15.0,106.0,7.613207547169812,1.0,24.0,19.0,4.0,16.0,85.0%,2023,WR,LV,00-0034960,16.0,J.Meyers,00-0034960,807.0,106.0,242.0
25.0,Jayden Reed (GB),217.2,13.6,64.0,94.0,16.8%,67.0,3.0,793,12.4,458,7.2,335.0,5.2,78.0,1.2,3.0,8.0,29.0,13.0,10.0,3.0,1.0,59.0,14.0,102.0,8.117647058823529,0.9901960784313726,119.0,22.0,6.0,16.0,80.5%,2023,WR,GB,00-0039146,16.0,J.Reed,00-0039146,828.0,101.0,355.0
26.0,Garrett Wilson (NYJ),213.2,12.5,95.0,168.0,29.8%,103.0,7.0,"1,042",11.0,715,7.5,327.0,3.4,146.0,1.5,9.0,3.0,38.0,11.0,7.0,2.0,1.0,68.0,17.0,168.0,6.2023809523809526,1.0,0.0,19.0,2.0,17.0,96.7%,2023,WR,NYJ,00-0037740,17.0,G.Wilson,00-0037740,1042.0,168.0,327.0
27.0,Rashee Rice (KC),212.5,13.3,79.0,102.0,17.0%,87.0,8.0,938,11.9,284,3.6,654.0,8.3,138.0,1.7,3.0,7.0,36.0,10.0,4.0,1.0,1.0,67.0,22.0,135.0,8.88888888888889,1.0,-3.0,29.0,6.0,16.0,93.5%,2023,WR,KC,00-0039067,16.0,R.Rice,00-0039067,1200.0,135.0,849.0
28.0,Terry McLaurin (WAS),209.2,12.3,79.0,132.0,22.0%,84.0,5.0,"1,002",12.7,652,8.3,350.0,4.4,103.0,1.3,4.0,4.0,41.0,15.0,6.0,2.0,0.0,48.0,8.0,132.0,7.590909090909091,1.0,0.0,10.0,1.0,17.0,98.2%,2023,WR,WAS,00-0035659,17.0,T.McLaurin,00-0035659,1002.0,132.0,350.0
29.0,Chris Godwin (TB),209.2,12.3,83.0,130.0,23.6%,88.0,5.0,"1,024",12.3,648,7.8,376.0,4.5,64.0,0.8,2.0,2.0,43.0,14.0,6.0,2.0,0.0,47.0,16.0,144.0,7.701388888888889,0.9930555555555556,38.0,19.0,5.0,17.0,85.4%,2023,WR,TB,00-0033921,17.0,C.Godwin,00-0033921,1109.0,143.0,406.0
30.0,George Pickens (DAL),208.8,12.3,63.0,106.0,21.9%,65.0,2.0,"1,140",18.1,752,11.9,388.0,6.2,115.0,1.8,5.0,5.0,42.0,22.0,11.0,6.0,3.0,86.0,8.0,117.0,10.17094017094017,1.0,18.0,10.0,0.0,17.0,91.6%,2023,WR,PIT,00-0037247,17.0,G.Pickens,00-0037247,1190.0,117.0,390.0
31.0,Zay Flowers (BAL),206.4,12.9,77.0,108.0,22.7%,82.0,4.0,858,11.1,471,6.1,387.0,5.0,76.0,1.0,10.0,5.0,31.0,12.0,5.0,4.0,2.0,75.0,13.0,122.0,8.311475409836065,0.9918032786885246,56.0,19.0,4.0,16.0,93.7%,2023,WR,BAL,00-0039064,16.0,Z.Flowers,00-0039064,1014.0,121.0,435.0
32.0,Tyler Lockett (TEN),202.4,11.9,79.0,122.0,22.3%,84.0,5.0,894,11.3,684,8.7,210.0,2.7,18.0,0.2,1.0,5.0,39.0,9.0,4.0,0.0,0.0,37.0,12.0,124.0,7.209677419354839,0.9838709677419356,0.0,15.0,6.0,17.0,3.9%,2023,WR,SEA,00-0032211,17.0,T.Lockett,00-0032211,894.0,122.0,210.0
33.0,Justin Jefferson (MIN),202.2,20.2,68.0,100.0,16.5%,72.0,1.0,"1,074",15.8,814,12.0,260.0,3.8,101.0,1.5,2.0,5.0,42.0,25.0,7.0,2.0,1.0,52.0,11.0,100.0,10.74,1.0,-12.0,12.0,3.0,10.0,99.9%,2023,WR,MIN,00-0036322,10.0,J.Jefferson,00-0036322,1074.0,100.0,260.0
34.0,Jaylen Waddle (MIA),198.6,14.2,72.0,104.0,18.9%,76.0,4.0,"1,014",14.1,593,8.2,421.0,5.8,93.0,1.3,6.0,4.0,49.0,12.0,6.0,2.0,2.0,60.0,8.0,109.0,9.587155963302752,1.0,12.0,9.0,5.0,14.0,89.7%,2023,WR,MIA,00-0036613,14.0,J.Waddle,00-0036613,1045.0,109.0,421.0
35.0,Courtland Sutton (DEN),190.2,11.9,59.0,90.0,18.9%,65.0,6.0,772,13.1,616,10.4,156.0,2.6,44.0,0.7,0.0,10.0,32.0,14.0,7.0,2.0,0.0,46.0,17.0,91.0,8.483516483516484,0.989010989010989,0.0,19.0,3.0,16.0,92.0%,2023,WR,DEN,00-0034348,16.0,C.Sutton,00-0034348,772.0,90.0,156.0
36.0,Drake London (ATL),174.4,10.9,69.0,110.0,21.7%,73.0,4.0,905,13.1,717,10.4,188.0,2.7,63.0,0.9,2.0,2.0,38.0,17.0,3.0,1.0,0.0,45.0,16.0,112.0,8.080357142857142,0.9821428571428572,0.0,18.0,5.0,16.0,99.2%,2023,WR,ATL,00-0037238,16.0,D.London,00-0037238,905.0,110.0,188.0
37.0,Romeo Doubs (GB),174.4,10.3,59.0,96.0,17.1%,64.0,6.0,674,11.4,540,9.2,134.0,2.3,41.0,0.7,1.0,8.0,31.0,7.0,3.0,0.0,0.0,36.0,18.0,108.0,8.407407407407407,1.0,0.0,22.0,5.0,17.0,3.8%,2023,WR,GB,00-0037816,17.0,R.Doubs,00-0037816,908.0,108.0,210.0
38.0,Brandin Cooks (NO),173.2,10.8,54.0,81.0,13.4%,57.0,3.0,657,12.2,532,9.9,125.0,2.3,42.0,0.8,0.0,8.0,23.0,11.0,5.0,0.0,0.0,37.0,12.0,90.0,7.822222222222222,0.9888888888888888,35.0,16.0,4.0,16.0,1.4%,2023,WR,DAL,00-0031236,16.0,B.Cooks,00-0031236,704.0,89.0,126.0
39.0,Tank Dell (HOU),165.0,15.0,47.0,75.0,13.3%,51.0,4.0,709,15.1,557,11.9,152.0,3.2,25.0,0.5,0.0,7.0,28.0,10.0,3.0,3.0,1.0,68.0,8.0,,,,51.0,1.0,0.0,11.0,1.3%,2023,WR,,00-0038977,11.0,T.Dell,,,,6.0
40.0,Cooper Kupp (SEA),164.4,13.7,59.0,95.0,17.1%,63.0,4.0,737,12.5,415,7.0,322.0,5.5,95.0,1.6,5.0,5.0,24.0,10.0,7.0,2.0,1.0,62.0,18.0,106.0,7.20754716981132,0.981132075471698,-3.0,26.0,7.0,12.0,88.7%,2023,WR,LA,00-0033908,12.0,C.Kupp,00-0033908,764.0,104.0,327.0
41.0,Gabe Davis (FA),161.4,9.5,45.0,81.0,14.9%,48.0,3.0,746,16.6,566,12.6,180.0,4.0,42.0,0.9,2.0,7.0,27.0,12.0,6.0,2.0,1.0,57.0,11.0,82.0,9.097560975609756,0.9878048780487804,-2.0,13.0,4.0,17.0,0.5%,2023,WR,BUF,00-0036196,17.0,G.Davis,00-0036196,746.0,81.0,180.0
42.0,Curtis Samuel (BUF),157.2,9.8,62.0,91.0,15.1%,64.0,2.0,613,9.9,353,5.7,260.0,4.2,63.0,1.0,4.0,4.0,21.0,7.0,4.0,0.0,0.0,37.0,15.0,91.0,6.736263736263736,1.0,39.0,20.0,6.0,16.0,0.4%,2023,WR,WAS,00-0033282,16.0,C.Samuel,00-0033282,613.0,91.0,260.0
43.0,Josh Downs (IND),157.1,9.2,68.0,98.0,17.9%,73.0,5.0,771,11.3,400,5.9,371.0,5.5,66.0,1.0,2.0,2.0,28.0,10.0,5.0,2.0,2.0,59.0,9.0,98.0,7.86734693877551,1.0,0.0,10.0,3.0,17.0,39.5%,2023,WR,IND,00-0038997,17.0,J.Downs,00-0038997,771.0,98.0,371.0
44.0,Rashid Shaheed (NO),155.6,9.7,46.0,75.0,13.0%,48.0,2.0,719,15.6,568,12.3,151.0,3.3,26.0,0.6,3.0,5.0,23.0,12.0,9.0,7.0,3.0,58.0,7.0,75.0,9.586666666666666,1.0,37.0,7.0,1.0,16.0,73.7%,2023,WR,NO,00-0037545,16.0,R.Shaheed,00-0037545,719.0,75.0,151.0
45.0,Diontae Johnson (CLE),152.7,11.7,51.0,87.0,18.0%,54.0,2.0,717,14.1,456,8.9,261.0,5.1,70.0,1.4,4.0,5.0,27.0,10.0,5.0,2.0,1.0,71.0,10.0,94.0,8.063829787234043,1.0,0.0,13.0,5.0,13.0,1.2%,2023,WR,PIT,00-0035216,13.0,D.Johnson,00-0035216,758.0,94.0,272.0
46.0,Darius Slayton (NYG),151.0,8.9,50.0,79.0,16.3%,53.0,3.0,770,15.4,472,9.4,298.0,6.0,79.0,1.6,5.0,4.0,26.0,11.0,6.0,3.0,2.0,80.0,4.0,79.0,9.746835443037977,1.0,0.0,4.0,0.0,17.0,1.4%,2023,WR,NYG,00-0035535,17.0,D.Slayton,00-0035535,770.0,79.0,298.0
47.0,Christian Kirk (HOU),150.3,12.5,57.0,85.0,14.0%,61.0,4.0,787,13.8,540,9.5,247.0,4.3,45.0,0.8,3.0,3.0,29.0,13.0,6.0,3.0,1.0,57.0,5.0,85.0,9.258823529411766,1.0,6.0,6.0,0.0,12.0,10.3%,2023,WR,JAX,00-0034775,12.0,C.Kirk,00-0034775,787.0,85.0,247.0
48.0,Jaxon Smith-Njigba (SEA),149.8,8.8,63.0,93.0,17.0%,72.0,10.0,628,10.0,262,4.2,366.0,5.8,61.0,1.0,3.0,4.0,27.0,7.0,3.0,0.0,0.0,35.0,10.0,93.0,6.752688172043011,1.0,0.0,10.0,0.0,17.0,98.1%,2023,WR,SEA,00-0038543,17.0,J.Smith-Njigba,00-0038543,628.0,93.0,366.0
49.0,Tyler Boyd (FA),145.8,8.6,67.0,98.0,16.6%,72.0,5.0,667,10.0,388,5.8,279.0,4.2,108.0,1.6,2.0,2.0,23.0,6.0,3.0,2.0,1.0,64.0,7.0,98.0,6.8061224489795915,1.0,11.0,9.0,1.0,17.0,0.1%,2023,WR,CIN,00-0033009,17.0,T.Boyd,00-0033009,667.0,98.0,279.0
50.0,Jerry Jeudy (CLE),141.8,8.9,54.0,87.0,18.2%,56.0,2.0,758,14.0,435,8.1,323.0,6.0,80.0,1.5,4.0,2.0,29.0,10.0,6.0,5.0,0.0,47.0,10.0,87.0,8.71264367816092,1.0,0.0,11.0,3.0,16.0,90.3%,2023,WR,DEN,00-0036407,16.0,J.Jeudy,00-0036407,758.0,87.0,323.0
51.0,Tee Higgins (CIN),137.6,11.5,42.0,76.0,12.8%,49.0,7.0,656,15.6,421,10.0,235.0,5.6,24.0,0.6,0.0,5.0,30.0,8.0,3.0,2.0,1.0,80.0,9.0,76.0,8.631578947368421,1.0,0.0,12.0,3.0,12.0,99.3%,2023,WR,CIN,00-0036410,12.0,T.Higgins,00-0036410,656.0,76.0,235.0
52.0,Marquise Brown (KC),134.7,10.4,51.0,101.0,18.7%,55.0,4.0,574,11.3,410,8.0,164.0,3.2,29.0,0.6,2.0,4.0,26.0,8.0,2.0,1.0,0.0,41.0,9.0,104.0,5.519230769230769,0.971153846153846,23.0,12.0,5.0,13.0,56.3%,2023,WR,ARI,00-0035662,13.0,M.Brown,00-0035662,574.0,101.0,164.0
53.0,Wan'Dale Robinson (NYG),133.2,8.9,60.0,78.0,16.1%,63.0,3.0,525,8.8,238,4.0,287.0,4.8,89.0,1.5,5.0,1.0,20.0,7.0,2.0,0.0,0.0,33.0,2.0,78.0,6.730769230769231,1.0,87.0,4.0,0.0,15.0,10.2%,2023,WR,NYG,00-0038117,15.0,W.Robinson,00-0038117,525.0,78.0,287.0
54.0,Elijah Moore (BUF),132.1,8.3,59.0,104.0,17.4%,64.0,5.0,640,10.8,449,7.6,191.0,3.2,42.0,0.7,4.0,2.0,27.0,9.0,3.0,1.0,0.0,42.0,13.0,106.0,6.150943396226415,1.0,11.0,15.0,1.0,16.0,0.5%,2023,WR,CLE,00-0036980,16.0,E.Moore,00-0036980,652.0,106.0,200.0
55.0,Josh Reynolds (NYJ),128.8,8.1,40.0,64.0,11.1%,44.0,4.0,608,15.2,435,10.9,173.0,4.3,54.0,1.4,2.0,5.0,26.0,17.0,1.0,0.0,0.0,33.0,10.0,78.0,9.487179487179487,1.0,0.0,15.0,5.0,16.0,0.5%,2023,WR,DET,00-0033943,16.0,J.Reynolds,00-0033943,740.0,78.0,209.0
56.0,Jahan Dotson (PHI),124.8,7.3,49.0,83.0,13.8%,53.0,5.0,518,10.6,403,8.2,115.0,2.3,22.0,0.4,0.0,4.0,24.0,5.0,1.0,0.0,0.0,33.0,11.0,83.0,6.240963855421687,1.0,0.0,12.0,3.0,17.0,0.5%,2023,WR,WAS,00-0037741,17.0,J.Dotson,00-0037741,518.0,83.0,115.0
57.0,K.J. Osborn (WAS),120.0,8.0,48.0,75.0,12.4%,53.0,5.0,540,11.3,355,7.4,185.0,3.9,35.0,0.7,1.0,3.0,24.0,7.0,3.0,1.0,0.0,47.0,10.0,75.0,7.2,1.0,0.0,11.0,3.0,15.0,0.1%,2023,WR,MIN,00-0036345,15.0,K.Osborn,00-0036345,540.0,75.0,185.0
58.0,Dontayvion Wicks (GB),119.8,8.0,39.0,58.0,10.3%,42.0,3.0,581,14.9,370,9.5,211.0,5.4,102.0,2.6,5.0,4.0,26.0,11.0,3.0,0.0,0.0,35.0,8.0,62.0,9.774193548387096,1.0,1.0,9.0,0.0,15.0,0.6%,2023,WR,GB,00-0038393,15.0,D.Wicks,00-0038393,606.0,62.0,211.0
59.0,DJ Chark Jr. (ATL),115.5,8.3,35.0,66.0,12.4%,38.0,4.0,525,15.0,441,12.6,84.0,2.4,30.0,0.9,1.0,5.0,23.0,9.0,3.0,2.0,0.0,47.0,6.0,,,,0.0,,,14.0,0.1%,2023,WR,,,14.0,D.Jr.,,,,
60.0,Michael Wilson (ARI),114.5,8.8,38.0,58.0,10.7%,38.0,0.0,565,14.9,426,11.2,139.0,3.7,39.0,1.0,3.0,3.0,26.0,7.0,2.0,1.0,1.0,69.0,7.0,,,,0.0,,,13.0,1.7%,2023,WR,,,13.0,M.Wilson,,,,
61.0,Khalil Shakir (BUF),113.1,6.7,39.0,45.0,8.3%,39.0,0.0,611,15.7,329,8.4,282.0,7.2,51.0,1.3,0.0,2.0,25.0,10.0,4.0,2.0,1.0,81.0,2.0,58.0,11.827586206896552,0.9827586206896552,10.0,7.0,1.0,17.0,84.9%,2023,WR,BUF,00-0037261,17.0,K.Shakir,00-0037261,686.0,57.0,335.0
62.0,Tutu Atwell (LAR),112.4,7.0,39.0,67.0,12.1%,43.0,4.0,483,12.4,379,9.7,104.0,2.7,23.0,0.6,0.0,3.0,20.0,8.0,5.0,2.0,0.0,44.0,5.0,69.0,7.550724637681159,0.9855072463768116,31.0,7.0,5.0,16.0,0.8%,2023,WR,LA,00-0036849,16.0,T.Atwell,00-0036849,521.0,68.0,126.0
63.0,Odell Beckham Jr. (FA),107.5,7.7,35.0,64.0,13.4%,38.0,3.0,565,16.1,410,11.7,155.0,4.4,41.0,1.2,0.0,3.0,22.0,10.0,5.0,3.0,1.0,51.0,11.0,,,,0.0,,,14.0,0.2%,2023,WR,,,14.0,O.Jr.,,,,
64.0,DeMario Douglas (NE),107.2,7.7,49.0,79.0,14.6%,50.0,1.0,561,11.4,225,4.6,336.0,6.9,46.0,0.9,1.0,0.0,26.0,6.0,3.0,2.0,0.0,42.0,4.0,79.0,7.10126582278481,1.0,41.0,4.0,2.0,14.0,2.1%,2023,WR,NE,00-0038621,14.0,D.Douglas,00-0038621,561.0,79.0,336.0
65.0,Joshua Palmer (BUF),106.7,9.7,38.0,61.0,9.9%,42.0,3.0,581,15.3,385,10.1,196.0,5.2,22.0,0.6,1.0,2.0,16.0,9.0,4.0,3.0,3.0,79.0,9.0,61.0,9.524590163934429,1.0,6.0,9.0,2.0,11.0,1.7%,2023,WR,LAC,00-0036988,11.0,J.Palmer,00-0036988,581.0,61.0,196.0
66.0,Rondale Moore (MIN),105.0,6.2,40.0,62.0,11.5%,43.0,3.0,352,8.8,136,3.4,216.0,5.4,33.0,0.8,2.0,1.0,13.0,4.0,2.0,1.0,0.0,48.0,5.0,63.0,5.587301587301587,0.984126984126984,178.0,7.0,2.0,17.0,0.2%,2023,WR,ARI,00-0036936,17.0,R.Moore,00-0036936,352.0,62.0,216.0
67.0,Noah Brown (WAS),101.6,10.2,33.0,55.0,9.7%,36.0,3.0,567,17.2,344,10.4,223.0,6.8,59.0,1.8,1.0,2.0,19.0,14.0,6.0,1.0,1.0,75.0,7.0,57.0,9.947368421052632,0.9824561403508772,-1.0,9.0,5.0,10.0,0.6%,2023,WR,HOU,00-0033591,10.0,N.Brown,00-0033591,567.0,56.0,223.0
68.0,Christian Watson (GB),101.3,11.3,28.0,53.0,9.4%,31.0,3.0,422,15.1,317,11.3,105.0,3.8,22.0,0.8,0.0,5.0,14.0,5.0,3.0,2.0,2.0,77.0,13.0,56.0,7.892857142857143,1.0,11.0,14.0,2.0,9.0,1.3%,2023,WR,GB,00-0038124,9.0,C.Watson,00-0038124,442.0,56.0,121.0
