Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Longest Reception (Advanced),Red Zone Targets,routes_run,yprr,TPRR,Rushing Yards,redzone_touches,goal_line_touches,Games Played (Advanced),Rostered %,Year,Position,posteam,player_id,Games Played (Basic),player_name_std,receiver_player_id,receiving_yards,targets,yac
10.0,Amari Cooper (FA),246.5,15.4,79.0,119.0,20.7%,84.0,5.0,"1,189",15.1,911,11.5,278.0,3.5,79.0,1.0,4.0,8.0,46.0,17.0,7.0,6.0,1.0,53.0,9.0,119.0,9.991596638655462,1.0,6.0,9.0,1.0,16.0,3.8%,2019,WR,DAL,00-0031544,16.0,A.Cooper,00-0031544,1189.0,119.0,240.0
11.0,DeVante Parker (FA),246.2,15.4,72.0,128.0,21.1%,79.0,6.0,"1,202",16.7,939,13.0,263.0,3.7,91.0,1.3,2.0,9.0,54.0,21.0,9.0,7.0,2.0,51.0,14.0,128.0,9.390625,1.0,0.0,16.0,1.0,16.0,0.0%,2019,WR,MIA,00-0031547,16.0,D.Parker,00-0031547,1202.0,128.0,263.0
12.0,Jarvis Landry (FA),237.4,14.8,83.0,138.0,26.7%,88.0,5.0,"1,174",14.1,738,8.9,436.0,5.3,185.0,2.2,5.0,6.0,51.0,20.0,6.0,2.0,2.0,65.0,20.0,138.0,8.507246376811594,1.0,10.0,21.0,6.0,16.0,0.1%,2019,WR,CLE,00-0031382,16.0,J.Landry,00-0031382,1174.0,138.0,436.0
13.0,Tyler Lockett (TEN),235.2,14.7,82.0,110.0,22.3%,86.0,2.0,"1,057",12.9,749,9.1,308.0,3.8,63.0,0.8,0.0,8.0,46.0,15.0,7.0,3.0,0.0,44.0,23.0,128.0,9.8046875,1.0,-5.0,28.0,4.0,16.0,3.9%,2019,WR,SEA,00-0032211,16.0,T.Lockett,00-0032211,1255.0,128.0,333.0
14.0,Robert Woods (PIT),232.9,15.5,90.0,139.0,22.7%,95.0,4.0,"1,134",12.6,558,6.2,576.0,6.4,103.0,1.1,3.0,2.0,54.0,14.0,5.0,1.0,0.0,48.0,9.0,139.0,8.158273381294965,1.0,115.0,14.0,2.0,15.0,0.2%,2019,WR,LA,00-0030431,15.0,R.Woods,00-0030431,1134.0,139.0,576.0
15.0,Mike Evans (TB),232.7,17.9,67.0,118.0,19.4%,81.0,7.0,"1,157",17.3,901,13.4,256.0,3.8,107.0,1.6,3.0,8.0,49.0,17.0,7.0,7.0,3.0,67.0,16.0,119.0,9.722689075630251,0.9915966386554622,0.0,19.0,9.0,13.0,97.8%,2019,WR,TB,00-0031408,13.0,M.Evans,00-0031408,1157.0,118.0,261.0
16.0,DJ Moore (CHI),230.5,15.4,87.0,135.0,22.5%,92.0,4.0,"1,175",13.5,791,9.1,384.0,4.4,146.0,1.7,6.0,4.0,48.0,13.0,8.0,4.0,4.0,52.0,12.0,38.0,9.421052631578949,1.0,40.0,8.0,1.0,15.0,95.5%,2019,WR,SEA,00-0033589,15.0,D.Moore,00-0033589,358.0,38.0,170.0
17.0,DJ Chark Jr. (ATL),225.8,15.1,73.0,118.0,21.0%,81.0,4.0,"1,008",13.8,679,9.3,329.0,4.5,123.0,1.7,5.0,8.0,39.0,17.0,10.0,1.0,1.0,69.0,10.0,,,,20.0,,,15.0,0.1%,2019,WR,,,15.0,D.Jr.,,,,
18.0,Tyler Boyd (FA),222.9,13.9,90.0,148.0,25.1%,99.0,5.0,"1,046",11.6,623,6.9,423.0,4.7,114.0,1.3,3.0,5.0,46.0,12.0,4.0,3.0,0.0,47.0,11.0,148.0,7.0675675675675675,1.0,23.0,11.0,4.0,16.0,0.1%,2019,WR,CIN,00-0033009,16.0,T.Boyd,00-0033009,1046.0,148.0,348.0
19.0,Courtland Sutton (DEN),222.4,13.9,72.0,124.0,25.8%,82.0,5.0,"1,112",15.4,760,10.6,352.0,4.9,168.0,2.3,12.0,6.0,42.0,18.0,10.0,6.0,2.0,70.0,18.0,124.0,8.96774193548387,1.0,17.0,21.0,3.0,16.0,92.0%,2019,WR,DEN,00-0034348,16.0,C.Sutton,00-0034348,1112.0,124.0,352.0
20.0,John Brown (FA),219.8,14.7,72.0,115.0,23.7%,80.0,5.0,"1,060",14.7,850,11.8,210.0,2.9,87.0,1.2,4.0,6.0,48.0,17.0,5.0,3.0,1.0,53.0,8.0,123.0,9.024390243902438,1.0,7.0,6.0,1.0,15.0,0.0%,2019,WR,BUF,00-0030300,15.0,J.Brown,00-0031051,1110.0,123.0,59.0
21.0,A.J. Brown (PHI),217.1,13.6,52.0,84.0,19.6%,55.0,2.0,"1,051",20.2,586,11.3,465.0,8.9,248.0,4.8,8.0,8.0,39.0,15.0,11.0,8.0,6.0,91.0,8.0,94.0,11.861702127659576,1.0,60.0,5.0,0.0,16.0,99.8%,2019,WR,TEN,00-0027793,16.0,A.Brown,00-0035676,1115.0,94.0,7.0
22.0,Davante Adams (LAR),212.7,17.7,83.0,127.0,23.4%,90.0,7.0,997,12.0,609,7.3,388.0,4.7,81.0,1.0,3.0,5.0,41.0,12.0,7.0,2.0,1.0,58.0,18.0,151.0,8.57615894039735,0.9867549668874172,0.0,27.0,5.0,12.0,98.5%,2019,WR,GB,00-0031381,12.0,D.Adams,00-0031381,1295.0,149.0,504.0
23.0,Michael Gallup (WAS),212.7,15.2,66.0,113.0,19.6%,78.0,11.0,"1,107",16.8,774,11.7,333.0,5.0,151.0,2.3,7.0,6.0,50.0,18.0,8.0,5.0,1.0,62.0,8.0,113.0,9.79646017699115,1.0,0.0,8.0,1.0,14.0,0.1%,2019,WR,DAL,00-0034764,14.0,M.Gallup,00-0034764,1107.0,113.0,333.0
24.0,Stefon Diggs (NE),212.1,14.1,63.0,94.0,21.3%,70.0,6.0,"1,130",17.9,828,13.1,302.0,4.8,69.0,1.1,2.0,6.0,37.0,20.0,13.0,8.0,4.0,66.0,5.0,103.0,11.669902912621358,0.9902912621359224,61.0,8.0,1.0,15.0,85.9%,2019,WR,MIN,00-0031588,15.0,S.Diggs,00-0031588,1202.0,102.0,330.0
25.0,Odell Beckham Jr. (FA),201.3,12.6,74.0,133.0,25.7%,81.0,7.0,"1,035",14.0,709,9.6,326.0,4.4,47.0,0.6,2.0,4.0,38.0,16.0,8.0,3.0,1.0,89.0,11.0,,,,10.0,,,16.0,0.2%,2019,WR,,,16.0,O.Jr.,,,,
26.0,Jamison Crowder (FA),197.7,12.4,78.0,122.0,24.8%,90.0,8.0,833,10.7,475,6.1,358.0,4.6,117.0,1.5,4.0,6.0,33.0,11.0,3.0,1.0,0.0,41.0,15.0,122.0,6.827868852459017,1.0,4.0,16.0,4.0,16.0,0.0%,2019,WR,NYJ,00-0031941,16.0,J.Crowder,00-0031941,833.0,122.0,353.0
27.0,Calvin Ridley (TEN),197.0,15.2,63.0,93.0,14.2%,67.0,3.0,866,13.7,728,11.6,138.0,2.2,39.0,0.6,2.0,7.0,41.0,12.0,4.0,0.0,0.0,36.0,7.0,95.0,9.115789473684211,0.9789473684210528,34.0,10.0,2.0,13.0,88.8%,2019,WR,ATL,00-0034837,13.0,C.Ridley,00-0034837,866.0,93.0,138.0
28.0,Marvin Jones Jr. (FA),193.9,14.9,62.0,91.0,16.5%,66.0,2.0,779,12.6,673,10.9,106.0,1.7,73.0,1.2,2.0,9.0,35.0,12.0,2.0,1.0,0.0,47.0,14.0,,,,0.0,,,13.0,0.0%,2019,WR,,,13.0,M.Jr.,,,,
29.0,Terry McLaurin (WAS),191.9,13.7,58.0,93.0,20.0%,63.0,4.0,919,15.8,702,12.1,217.0,3.7,111.0,1.9,4.0,7.0,40.0,15.0,6.0,3.0,2.0,75.0,13.0,94.0,9.77659574468085,0.9893617021276596,0.0,14.0,4.0,14.0,98.2%,2019,WR,WAS,00-0035659,14.0,T.McLaurin,00-0035659,919.0,93.0,217.0
30.0,Emmanuel Sanders (FA),190.3,11.2,66.0,97.0,20.2%,68.0,2.0,869,13.2,632,9.6,237.0,3.6,56.0,0.8,2.0,5.0,34.0,11.0,6.0,3.0,2.0,75.0,14.0,106.0,8.867924528301886,0.9777777777777776,0.0,15.0,6.0,17.0,0.0%,2019,WR,DEN,00-0027685,17.0,E.Sanders,00-0027685,940.0,44.0,243.0
31.0,Deebo Samuel Sr. (WAS),189.1,12.6,57.0,81.0,17.3%,66.0,9.0,802,14.1,329,5.8,473.0,8.3,162.0,2.8,7.0,3.0,31.0,17.0,6.0,1.0,0.0,42.0,17.0,,,,159.0,,,15.0,85.8%,2019,WR,,,15.0,D.Sr.,,,,
32.0,Tyreek Hill (MIA),188.3,15.7,58.0,89.0,15.9%,62.0,3.0,860,14.8,585,10.1,275.0,4.7,75.0,1.3,4.0,7.0,33.0,11.0,8.0,6.0,1.0,57.0,7.0,116.0,9.25,1.0,23.0,15.0,2.0,12.0,98.8%,2019,WR,KC,00-0033040,12.0,T.Hill,00-0033040,1073.0,116.0,350.0
33.0,DK Metcalf (PIT),187.1,11.7,58.0,100.0,20.2%,66.0,7.0,900,15.5,627,10.8,273.0,4.7,79.0,1.4,4.0,7.0,34.0,13.0,7.0,4.0,2.0,54.0,17.0,,,,11.0,,,16.0,96.8%,2019,WR,,,16.0,D.Metcalf,,,,
34.0,Cole Beasley (FA),184.8,12.3,67.0,106.0,21.9%,73.0,6.0,778,11.6,448,6.7,330.0,4.9,68.0,1.0,4.0,6.0,30.0,10.0,2.0,1.0,1.0,51.0,8.0,113.0,7.274336283185841,0.9823008849557522,0.0,11.0,4.0,15.0,0.0%,2019,WR,BUF,00-0029000,15.0,C.Beasley,00-0029000,822.0,111.0,361.0
35.0,Larry Fitzgerald (FA),177.4,11.1,75.0,109.0,20.6%,76.0,0.0,804,10.7,461,6.1,343.0,4.6,112.0,1.5,0.0,4.0,33.0,10.0,4.0,4.0,1.0,54.0,14.0,109.0,7.376146788990826,1.0,0.0,14.0,10.0,16.0,0.2%,2019,WR,ARI,00-0022921,16.0,L.Fitzgerald,00-0022921,804.0,109.0,343.0
36.0,Curtis Samuel (BUF),171.7,10.7,54.0,105.0,17.5%,62.0,7.0,627,11.6,474,8.8,153.0,2.8,44.0,0.8,3.0,6.0,30.0,8.0,4.0,1.0,0.0,44.0,14.0,105.0,5.9714285714285715,1.0,130.0,18.0,8.0,16.0,0.4%,2019,WR,CAR,00-0033282,16.0,C.Samuel,00-0033282,627.0,105.0,153.0
37.0,Darius Slayton (NYG),170.0,12.1,48.0,84.0,14.3%,53.0,2.0,740,15.4,551,11.5,189.0,3.9,76.0,1.6,5.0,8.0,28.0,12.0,7.0,3.0,1.0,55.0,6.0,85.0,8.705882352941176,0.9882352941176472,0.0,8.0,3.0,14.0,1.4%,2019,WR,NYG,00-0035535,14.0,D.Slayton,00-0035535,740.0,84.0,192.0
38.0,Christian Kirk (HOU),168.2,12.9,68.0,108.0,20.4%,72.0,4.0,709,10.4,423,6.2,286.0,4.2,60.0,0.9,1.0,3.0,24.0,6.0,4.0,1.0,1.0,69.0,12.0,109.0,6.504587155963303,0.9908256880733946,93.0,14.0,2.0,13.0,10.3%,2019,WR,ARI,00-0034775,13.0,C.Kirk,00-0034775,709.0,108.0,286.0
39.0,Diontae Johnson (CLE),163.1,10.2,59.0,92.0,19.0%,65.0,6.0,680,11.5,375,6.4,305.0,5.2,101.0,1.7,9.0,5.0,26.0,7.0,4.0,2.0,0.0,45.0,7.0,47.0,7.872340425531915,1.0,41.0,23.0,7.0,16.0,1.2%,2019,WR,ARI,00-0032187,16.0,D.Johnson,00-0032187,370.0,47.0,226.0
40.0,Robbie Chosen (FA),162.3,10.1,52.0,96.0,19.5%,59.0,4.0,779,15.0,586,11.3,193.0,3.7,51.0,1.0,1.0,5.0,31.0,13.0,6.0,2.0,1.0,92.0,5.0,,,,4.0,,,16.0,0.0%,2019,WR,,,16.0,R.Chosen,,,,
41.0,Mike Williams (FA),161.3,10.8,49.0,90.0,15.6%,54.0,4.0,"1,001",20.4,814,16.6,187.0,3.8,72.0,1.5,3.0,2.0,41.0,17.0,10.0,8.0,3.0,56.0,15.0,90.0,11.122222222222222,1.0,2.0,4.0,0.0,15.0,2.5%,2019,WR,LAC,00-0031558,15.0,M.Williams,00-0033536,1001.0,90.0,104.0
42.0,Dede Westbrook (FA),156.7,10.4,66.0,101.0,17.9%,72.0,3.0,660,10.0,343,5.2,317.0,4.8,101.0,1.5,3.0,3.0,27.0,10.0,4.0,0.0,0.0,39.0,11.0,103.0,6.407766990291262,0.9805825242718448,27.0,13.0,7.0,15.0,0.0%,2019,WR,JAX,00-0033839,15.0,D.Westbrook,00-0033839,660.0,101.0,311.0
43.0,Chris Conley (FA),156.5,9.8,47.0,90.0,16.0%,59.0,7.0,775,16.5,523,11.1,252.0,5.4,126.0,2.7,5.0,5.0,34.0,13.0,4.0,3.0,1.0,70.0,7.0,93.0,8.333333333333334,0.967741935483871,0.0,11.0,6.0,16.0,0.0%,2019,WR,JAX,00-0032128,16.0,C.Conley,00-0032128,775.0,90.0,240.0
44.0,Randall Cobb (FA),154.9,10.3,55.0,83.0,14.4%,63.0,8.0,828,15.1,499,9.1,329.0,6.0,106.0,1.9,5.0,3.0,35.0,15.0,6.0,2.0,1.0,59.0,8.0,83.0,9.975903614457833,1.0,11.0,8.0,0.0,15.0,0.0%,2019,WR,DAL,00-0028002,15.0,R.Cobb,00-0028002,828.0,83.0,329.0
45.0,Golden Tate (FA),152.2,13.8,49.0,85.0,14.5%,54.0,3.0,676,13.8,392,8.0,284.0,5.8,148.0,3.0,3.0,6.0,24.0,10.0,5.0,3.0,3.0,64.0,8.0,85.0,7.882352941176471,1.0,16.0,9.0,0.0,11.0,0.0%,2019,WR,NYG,00-0027891,11.0,G.Tate,00-0027891,670.0,85.0,278.0
46.0,Marquise Brown (KC),146.4,10.5,46.0,71.0,16.7%,50.0,2.0,584,12.7,358,7.8,226.0,4.9,56.0,1.2,3.0,7.0,17.0,8.0,5.0,4.0,1.0,83.0,12.0,82.0,8.658536585365853,1.0,0.0,16.0,8.0,14.0,56.3%,2019,WR,BAL,00-0031806,14.0,M.Brown,00-0035662,710.0,82.0,7.0
47.0,Tyrell Williams (FA),143.1,10.2,42.0,64.0,13.0%,50.0,5.0,651,15.5,461,11.0,190.0,4.5,64.0,1.5,1.0,6.0,28.0,12.0,4.0,4.0,0.0,46.0,8.0,64.0,10.171875,1.0,0.0,8.0,3.0,14.0,0.0%,2019,WR,LV,00-0032160,14.0,T.Williams,00-0032160,651.0,64.0,190.0
48.0,Sterling Shepard (TB),141.8,14.2,57.0,83.0,14.1%,59.0,1.0,576,10.1,397,7.0,179.0,3.1,73.0,1.3,4.0,3.0,20.0,8.0,1.0,0.0,0.0,36.0,10.0,84.0,6.857142857142857,0.988095238095238,72.0,13.0,1.0,10.0,0.2%,2019,WR,NYG,00-0032385,10.0,S.Shepard,00-0032385,576.0,83.0,179.0
49.0,Danny Amendola (FA),140.6,9.4,62.0,97.0,17.6%,64.0,2.0,678,10.9,471,7.6,207.0,3.3,47.0,0.8,3.0,1.0,29.0,6.0,3.0,2.0,0.0,47.0,9.0,97.0,6.989690721649485,1.0,0.0,9.0,1.0,15.0,0.0%,2019,WR,DET,00-0026035,15.0,D.Amendola,00-0026035,678.0,97.0,207.0
50.0,Sammy Watkins (FA),138.5,9.9,52.0,90.0,16.1%,57.0,4.0,673,12.9,376,7.2,297.0,5.7,72.0,1.4,0.0,3.0,28.0,9.0,4.0,2.0,1.0,68.0,6.0,109.0,8.81651376146789,0.9908256880733946,12.0,7.0,5.0,14.0,0.0%,2019,WR,KC,00-0031325,14.0,S.Watkins,00-0031325,961.0,108.0,377.0
51.0,Breshad Perriman (FA),138.1,9.9,36.0,69.0,11.4%,37.0,0.0,645,17.9,518,14.4,127.0,3.5,35.0,1.0,1.0,6.0,25.0,15.0,7.0,1.0,0.0,44.0,2.0,70.0,9.214285714285714,0.9857142857142858,16.0,3.0,1.0,14.0,0.0%,2019,WR,TB,00-0032054,14.0,B.Perriman,00-0032054,645.0,69.0,127.0
52.0,Zach Pascal (NYG),135.3,8.5,41.0,72.0,14.8%,44.0,3.0,607,14.8,372,9.1,235.0,5.7,58.0,1.4,3.0,5.0,25.0,11.0,3.0,0.0,0.0,37.0,11.0,73.0,8.315068493150685,0.9863013698630136,16.0,13.0,3.0,16.0,0.1%,2019,WR,IND,00-0033251,16.0,Z.Pascal,00-0033251,607.0,72.0,239.0
53.0,William Fuller V (FA),134.0,12.2,49.0,71.0,13.7%,56.0,5.0,670,13.7,451,9.2,219.0,4.5,43.0,0.9,2.0,3.0,20.0,10.0,9.0,4.0,2.0,54.0,6.0,,,,0.0,,,11.0,0.0%,2019,WR,,,11.0,W.V,,,,
54.0,Hunter Renfrow (CAR),133.5,10.3,49.0,71.0,14.5%,53.0,4.0,605,12.3,304,6.2,301.0,6.1,157.0,3.2,5.0,4.0,24.0,7.0,3.0,2.0,2.0,65.0,10.0,72.0,8.402777777777779,0.9861111111111112,0.0,13.0,4.0,13.0,0.5%,2019,WR,LV,00-0034983,13.0,H.Renfrow,00-0034983,605.0,71.0,301.0
55.0,James Washington (FA),133.5,8.9,44.0,80.0,16.5%,50.0,5.0,735,16.7,550,12.5,185.0,4.2,78.0,1.8,1.0,3.0,25.0,13.0,9.0,4.0,1.0,79.0,2.0,80.0,9.1875,1.0,0.0,2.0,1.0,15.0,0.0%,2019,WR,PIT,00-0034676,15.0,J.Washington,00-0034676,735.0,80.0,185.0
56.0,Anthony Miller (BAL),127.5,8.0,52.0,85.0,15.0%,55.0,3.0,656,12.6,439,8.4,217.0,4.2,51.0,1.0,4.0,2.0,27.0,11.0,5.0,0.0,0.0,35.0,10.0,85.0,7.7176470588235295,1.0,-1.0,10.0,2.0,16.0,0.0%,2019,WR,CHI,00-0034353,16.0,A.Miller,00-0034353,656.0,85.0,217.0
57.0,T.Y. Hilton (FA),125.1,12.5,45.0,68.0,13.9%,50.0,3.0,501,11.1,288,6.4,213.0,4.7,90.0,2.0,2.0,5.0,21.0,6.0,2.0,0.0,0.0,35.0,8.0,68.0,7.367647058823529,1.0,0.0,8.0,4.0,10.0,0.1%,2019,WR,IND,00-0029608,10.0,T.Hilton,00-0029608,501.0,68.0,213.0
58.0,Mohamed Sanu Sr. (FA),124.1,8.3,59.0,89.0,13.6%,66.0,6.0,520,8.8,326,5.5,194.0,3.3,74.0,1.3,2.0,2.0,24.0,3.0,0.0,0.0,0.0,28.0,9.0,,,,11.0,,,15.0,0.0%,2019,WR,,,15.0,M.Sr.,,,,
59.0,Alshon Jeffery (FA),122.2,12.2,43.0,73.0,12.1%,49.0,3.0,490,11.4,379,8.8,111.0,2.6,22.0,0.5,0.0,4.0,24.0,6.0,2.0,0.0,0.0,38.0,9.0,74.0,6.621621621621622,0.9864864864864864,2.0,12.0,5.0,10.0,0.0%,2019,WR,PHI,00-0029137,10.0,A.Jeffery,00-0029137,490.0,73.0,116.0
60.0,Kenny Stills (FA),120.1,9.2,40.0,55.0,10.6%,43.0,2.0,561,14.0,417,10.4,144.0,3.6,23.0,0.6,0.0,4.0,24.0,9.0,7.0,2.0,0.0,45.0,4.0,66.0,10.409090909090908,1.0,0.0,4.0,0.0,13.0,0.0%,2019,WR,HOU,00-0030085,13.0,K.Stills,00-0030085,687.0,66.0,187.0
62.0,Brandin Cooks (NO),117.5,8.4,42.0,72.0,11.8%,47.0,4.0,583,13.9,414,9.9,169.0,4.0,38.0,0.9,0.0,2.0,29.0,9.0,1.0,1.0,1.0,57.0,5.0,73.0,7.986301369863014,0.9863013698630136,52.0,6.0,3.0,14.0,1.4%,2019,WR,LA,00-0031236,14.0,B.Cooks,00-0031236,583.0,72.0,169.0
63.0,Corey Davis (FA),115.1,7.7,43.0,69.0,16.1%,48.0,4.0,601,14.0,360,8.4,241.0,5.6,134.0,3.1,8.0,2.0,30.0,10.0,1.0,0.0,0.0,38.0,3.0,81.0,8.25925925925926,1.0,0.0,5.0,1.0,15.0,0.0%,2019,WR,TEN,00-0033871,15.0,C.Davis,00-0033871,669.0,81.0,243.0
64.0,Adam Thielen (CAR),114.4,11.4,30.0,48.0,10.9%,31.0,1.0,418,13.9,301,10.0,117.0,3.9,52.0,1.7,2.0,6.0,17.0,8.0,3.0,1.0,0.0,44.0,6.0,64.0,9.328125,1.0,6.0,8.0,2.0,10.0,49.2%,2019,WR,MIN,00-0030035,10.0,A.Thielen,00-0030035,597.0,64.0,144.0
65.0,JuJu Smith-Schuster (KC),113.2,9.4,42.0,70.0,14.4%,48.0,5.0,552,13.1,323,7.7,229.0,5.5,109.0,2.6,0.0,3.0,20.0,7.0,4.0,2.0,1.0,76.0,6.0,71.0,7.774647887323944,0.9859154929577464,0.0,8.0,1.0,12.0,0.5%,2019,WR,PIT,00-0033857,12.0,J.Smith-Schuster,00-0033857,552.0,70.0,222.0
66.0,Steven Sims Jr. (SEA),109.5,6.8,34.0,56.0,12.1%,38.0,4.0,310,9.1,138,4.1,172.0,5.1,23.0,0.7,1.0,4.0,12.0,2.0,2.0,1.0,1.0,65.0,8.0,,,,85.0,,,16.0,0.0%,2019,WR,,,16.0,S.Jr.,,,,
67.0,Allen Lazard (NYJ),102.8,6.4,35.0,52.0,9.6%,37.0,2.0,477,13.6,346,9.9,131.0,3.7,35.0,1.0,0.0,3.0,20.0,6.0,3.0,1.0,0.0,43.0,3.0,56.0,9.160714285714286,1.0,21.0,4.0,0.0,16.0,0.9%,2019,WR,GB,00-0034521,16.0,A.Lazard,00-0034521,513.0,56.0,141.0
68.0,Auden Tate (FA),101.5,7.8,40.0,80.0,13.6%,43.0,3.0,575,14.4,455,11.4,120.0,3.0,69.0,1.7,3.0,1.0,29.0,8.0,2.0,0.0,0.0,33.0,14.0,80.0,7.1875,1.0,0.0,14.0,4.0,13.0,0.0%,2019,WR,CIN,00-0034686,13.0,A.Tate,00-0034686,575.0,80.0,134.0
69.0,Demarcus Robinson (SF),100.9,6.3,32.0,55.0,9.9%,33.0,1.0,449,14.0,338,10.6,111.0,3.5,38.0,1.2,4.0,4.0,17.0,7.0,3.0,2.0,0.0,44.0,6.0,61.0,7.934426229508197,1.0,0.0,7.0,1.0,16.0,0.5%,2019,WR,KC,00-0032775,16.0,D.Robinson,00-0032775,484.0,61.0,124.0
