Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Longest Reception (Advanced),Red Zone Targets,routes_run,yprr,TPRR,Rushing Yards,redzone_touches,goal_line_touches,Games Played (Advanced),Rostered %,Year,Position,posteam,player_id,Games Played (Basic),player_name_std,receiver_player_id,receiving_yards,targets,yac
Overall fantasy ranking for the player,Player name,Total fantasy points scored,Average fantasy points per game,Receptions (advanced tracking),Targets (advanced tracking),Target share percentage,Catchable targets,Number of drops,Receiving yards (advanced tracking),Yards per reception (advanced),Yards before catch,Yards before catch per reception,Yards after catch (YAC),Yards after catch per reception,Yards after contact,Yards after contact per reception,Broken tackles,Receiving touchdowns (basic),Receptions of 10+ yards,Receptions of 20+ yards,Receptions of 30+ yards,Receptions of 40+ yards,Receptions of 50+ yards,Longest reception (advanced),Red zone targets,Routes run,Yards per route run (YPRR),Targets per route run (TPRR),Rushing yards,Red zone touches,Goal line touches,Games played (advanced tracking),Rostered percentage,Season year,Player position,Posteam,Unique player identifier,Games played (basic),Player name (standardized),Receiver player ID,Receiving yards (raw),Targets (raw),Yards after catch (raw)
1.0,Antonio Brown (FA),307.3,20.5,106.0,154.0,26.1%,210.0,3.0,"1,284",12.1,850,8.0,434.0,4.1,48.0,0.5,3.0,12.0,53.0,16.0,6.0,3.0,1.0,51.0,6.0,186.0,8.564516129032258,0.9838709677419356,9.0,22.0,9.0,15.0,0.8%,2016,WR,PIT,00-0027793,15.0,A.Brown,00-0027793,1593.0,183.0,597.0
2.0,Jordy Nelson (FA),304.7,19.0,97.0,152.0,24.8%,191.0,2.0,"1,257",13.0,896,9.2,361.0,3.7,77.0,0.8,1.0,14.0,47.0,12.0,7.0,4.0,2.0,60.0,20.0,164.0,8.152439024390244,1.0,0.0,34.0,10.0,16.0,0.1%,2016,WR,GB,00-0026176,16.0,J.Nelson,00-0026176,1337.0,164.0,371.0
3.0,Mike Evans (TB),304.1,19.0,96.0,173.0,30.3%,197.0,5.0,"1,321",13.8,"1,142",11.9,179.0,1.9,65.0,0.7,1.0,12.0,71.0,10.0,5.0,1.0,0.0,45.0,13.0,175.0,7.548571428571429,0.9885714285714284,0.0,21.0,8.0,16.0,97.8%,2016,WR,TB,00-0031408,16.0,M.Evans,00-0031408,1321.0,173.0,179.0
4.0,Odell Beckham Jr. (FA),296.6,18.5,101.0,169.0,28.3%,214.0,10.0,"1,367",13.5,833,8.2,534.0,5.3,177.0,1.8,9.0,10.0,52.0,11.0,9.0,6.0,3.0,75.0,12.0,,,,9.0,,,16.0,0.2%,2016,WR,,,16.0,O.Jr.,,,,
5.0,T.Y. Hilton (FA),273.8,17.1,91.0,155.0,27.1%,185.0,10.0,"1,448",15.9,"1,106",12.2,342.0,3.8,98.0,1.1,0.0,6.0,56.0,14.0,14.0,2.0,2.0,63.0,4.0,157.0,9.222929936305732,0.9872611464968152,0.0,16.0,7.0,16.0,0.1%,2016,WR,IND,00-0029608,16.0,T.Hilton,00-0029608,1448.0,155.0,342.0
6.0,Julio Jones (FA),259.9,18.6,83.0,129.0,24.3%,176.0,6.0,"1,409",17.0,"1,013",12.2,396.0,4.8,186.0,2.2,7.0,6.0,60.0,20.0,7.0,5.0,3.0,75.0,2.0,154.0,11.318181818181818,0.9935064935064936,0.0,15.0,7.0,14.0,0.1%,2016,WR,ATL,00-0027944,14.0,J.Jones,00-0027944,1743.0,153.0,511.0
7.0,Michael Thomas (FA),255.7,17.0,92.0,121.0,18.2%,187.0,4.0,"1,137",12.4,654,7.1,483.0,5.3,163.0,1.8,10.0,9.0,48.0,15.0,3.0,1.0,0.0,46.0,12.0,121.0,9.396694214876034,1.0,0.0,19.0,7.0,15.0,0.0%,2016,WR,NO,00-0032765,15.0,M.Thomas,00-0032765,1137.0,121.0,483.0
8.0,Doug Baldwin (FA),253.6,15.9,94.0,125.0,22.8%,186.0,5.0,"1,128",12.0,656,7.0,472.0,5.0,116.0,1.2,3.0,7.0,38.0,6.0,10.0,5.0,2.0,59.0,8.0,147.0,8.92517006802721,0.9931972789115646,2.0,23.0,4.0,16.0,0.0%,2016,WR,SEA,00-0028434,16.0,D.Baldwin,00-0028434,1312.0,146.0,536.0
9.0,Davante Adams (LAR),246.7,15.4,75.0,121.0,19.7%,155.0,8.0,997,13.3,611,8.1,386.0,5.1,165.0,2.2,7.0,12.0,37.0,10.0,7.0,4.0,2.0,66.0,8.0,148.0,8.202702702702704,0.9864864864864864,0.0,29.0,10.0,16.0,98.5%,2016,WR,GB,00-0031381,16.0,D.Adams,00-0031381,1214.0,146.0,469.0
10.0,Brandin Cooks (NO),246.3,15.4,78.0,117.0,17.6%,156.0,2.0,"1,173",15.0,789,10.1,384.0,4.9,23.0,0.3,1.0,8.0,38.0,4.0,11.0,6.0,3.0,98.0,11.0,117.0,10.025641025641026,1.0,30.0,14.0,3.0,16.0,1.4%,2016,WR,NO,00-0031236,16.0,B.Cooks,00-0031236,1173.0,117.0,384.0
11.0,Larry Fitzgerald (FA),243.8,15.2,107.0,150.0,23.6%,215.0,5.0,"1,023",9.6,665,6.2,358.0,3.3,138.0,1.3,4.0,6.0,47.0,7.0,1.0,0.0,0.0,32.0,14.0,150.0,6.82,1.0,5.0,20.0,9.0,16.0,0.2%,2016,WR,ARI,00-0022921,16.0,L.Fitzgerald,00-0022921,1023.0,150.0,358.0
12.0,Michael Crabtree (FA),239.3,15.0,89.0,145.0,24.6%,187.0,12.0,"1,003",11.3,751,8.4,252.0,2.8,143.0,1.6,2.0,8.0,41.0,5.0,5.0,3.0,1.0,56.0,9.0,154.0,6.7272727272727275,0.987012987012987,0.0,24.0,8.0,16.0,0.0%,2016,WR,LV,00-0026986,16.0,M.Crabtree,00-0026986,1036.0,152.0,267.0
13.0,Amari Cooper (FA),232.3,14.5,83.0,132.0,22.4%,168.0,6.0,"1,153",13.9,717,8.6,436.0,5.3,134.0,1.6,0.0,5.0,44.0,11.0,10.0,2.0,1.0,64.0,5.0,145.0,8.020689655172413,0.9793103448275862,0.0,16.0,9.0,16.0,3.8%,2016,WR,LV,00-0031544,16.0,A.Cooper,00-0031544,1163.0,142.0,438.0
14.0,Jarvis Landry (FA),231.3,14.5,94.0,131.0,28.1%,181.0,6.0,"1,136",12.1,520,5.5,616.0,6.6,337.0,3.6,7.0,4.0,45.0,9.0,7.0,3.0,2.0,71.0,4.0,147.0,8.421768707482993,0.9863945578231292,17.0,12.0,2.0,16.0,0.1%,2016,WR,MIA,00-0031382,16.0,J.Landry,00-0031382,1238.0,145.0,664.0
15.0,Julian Edelman (FA),230.3,14.4,98.0,159.0,29.1%,198.0,8.0,"1,106",11.3,612,6.2,494.0,5.0,210.0,2.1,9.0,3.0,41.0,6.0,5.0,1.0,1.0,77.0,7.0,196.0,7.387755102040816,0.9948979591836736,57.0,20.0,6.0,16.0,0.2%,2016,WR,NE,00-0027150,16.0,J.Edelman,00-0027150,1448.0,195.0,612.0
16.0,Demaryius Thomas (FA),226.3,14.1,90.0,144.0,25.9%,193.0,9.0,"1,083",12.0,761,8.5,322.0,3.6,101.0,1.1,3.0,5.0,47.0,5.0,5.0,3.0,1.0,55.0,9.0,145.0,7.468965517241379,0.993103448275862,0.0,22.0,9.0,16.0,0.1%,2016,WR,DEN,00-0027874,16.0,D.Thomas,00-0027874,1083.0,144.0,322.0
17.0,Golden Tate (FA),223.1,13.9,91.0,135.0,23.3%,171.0,6.0,"1,077",11.8,458,5.0,619.0,6.8,229.0,2.5,8.0,4.0,41.0,7.0,6.0,4.0,3.0,67.0,6.0,141.0,7.815602836879433,0.9929078014184396,4.0,20.0,3.0,16.0,0.0%,2016,WR,DET,00-0027891,16.0,G.Tate,00-0027891,1102.0,140.0,627.0
18.0,Tyrell Williams (FA),216.9,13.6,69.0,119.0,21.1%,140.0,7.0,"1,059",15.3,626,9.1,433.0,6.3,94.0,1.4,4.0,7.0,40.0,10.0,9.0,6.0,2.0,51.0,6.0,67.0,9.880597014925373,1.0,0.0,6.0,2.0,16.0,0.0%,2016,WR,DAL,00-0030542,16.0,T.Williams,00-0030542,662.0,67.0,183.0
19.0,Terrelle Pryor Sr. (FA),213.4,13.3,77.0,140.0,25.1%,156.0,8.0,"1,007",13.1,781,10.1,226.0,2.9,96.0,1.2,1.0,4.0,40.0,5.0,6.0,4.0,1.0,54.0,8.0,,,,21.0,,,16.0,0.0%,2016,WR,,,16.0,T.Sr.,,,,
20.0,Emmanuel Sanders (FA),212.6,13.3,79.0,137.0,24.6%,155.0,2.0,"1,032",13.1,780,9.9,252.0,3.2,104.0,1.3,3.0,5.0,42.0,7.0,5.0,2.0,1.0,64.0,6.0,137.0,7.532846715328467,1.0,4.0,22.0,7.0,16.0,0.0%,2016,WR,DEN,00-0027685,16.0,E.Sanders,00-0027685,1032.0,137.0,252.0
21.0,Rishard Matthews (FA),211.5,13.2,65.0,108.0,22.0%,136.0,4.0,945,14.5,742,11.4,203.0,3.1,58.0,0.9,1.0,9.0,37.0,9.0,7.0,4.0,2.0,60.0,10.0,109.0,8.669724770642201,0.9908256880733946,0.0,16.0,6.0,16.0,0.0%,2016,WR,TEN,00-0029580,16.0,R.Matthews,00-0029580,945.0,108.0,203.0
22.0,Mike Wallace (FA),202.8,12.7,72.0,116.0,17.4%,150.0,6.0,"1,017",14.1,590,8.2,427.0,5.9,167.0,2.3,3.0,4.0,38.0,4.0,6.0,5.0,5.0,95.0,2.0,117.0,8.692307692307692,0.9914529914529916,31.0,11.0,2.0,16.0,0.0%,2016,WR,BAL,00-0026901,16.0,M.Wallace,00-0026901,1017.0,116.0,427.0
23.0,Pierre Garcon (FA),201.1,12.6,79.0,114.0,19.2%,160.0,1.0,"1,041",13.2,699,8.8,342.0,4.3,135.0,1.7,3.0,3.0,42.0,12.0,3.0,3.0,1.0,70.0,5.0,114.0,9.13157894736842,1.0,0.0,14.0,3.0,16.0,0.0%,2016,WR,WAS,00-0026345,16.0,P.Garcon,00-0026345,1041.0,114.0,342.0
24.0,Allen Robinson II (FA),199.3,12.5,73.0,151.0,24.2%,162.0,10.0,883,12.1,673,9.2,210.0,2.9,76.0,1.0,3.0,6.0,38.0,8.0,3.0,1.0,0.0,42.0,11.0,,,,0.0,,,16.0,0.0%,2016,WR,,,16.0,A.II,,,,
25.0,Tyreek Hill (MIA),199.0,12.4,61.0,83.0,15.5%,115.0,4.0,593,9.7,325,5.3,268.0,4.4,94.0,1.5,6.0,6.0,21.0,3.0,5.0,2.0,0.0,49.0,6.0,89.0,7.033707865168539,1.0,267.0,20.0,3.0,16.0,98.8%,2016,WR,KC,00-0033040,16.0,T.Hill,00-0033040,626.0,89.0,293.0
26.0,DeAndre Hopkins (BAL),197.4,12.3,78.0,151.0,26.2%,168.0,6.0,954,12.2,675,8.7,279.0,3.6,99.0,1.3,4.0,4.0,41.0,7.0,3.0,2.0,1.0,51.0,3.0,169.0,6.42603550295858,1.0,0.0,12.0,6.0,16.0,6.9%,2016,WR,HOU,00-0030564,16.0,D.Hopkins,00-0030564,1086.0,169.0,311.0
27.0,Kelvin Benjamin (FA),197.1,12.3,63.0,118.0,21.3%,129.0,5.0,941,14.9,703,11.2,238.0,3.8,124.0,2.0,5.0,7.0,46.0,7.0,3.0,3.0,1.0,50.0,10.0,118.0,7.97457627118644,1.0,0.0,15.0,3.0,16.0,0.1%,2016,WR,CAR,00-0031359,16.0,K.Benjamin,00-0031359,941.0,118.0,238.0
28.0,Kenny Britt (FA),196.2,13.1,68.0,111.0,20.9%,141.0,4.0,"1,002",14.7,707,10.4,295.0,4.3,128.0,1.9,6.0,5.0,38.0,8.0,7.0,4.0,1.0,66.0,8.0,111.0,9.027027027027026,1.0,0.0,12.0,3.0,15.0,0.0%,2016,WR,LA,00-0027006,15.0,K.Britt,00-0027006,1002.0,111.0,295.0
29.0,Adam Thielen (CAR),195.2,12.2,69.0,92.0,15.7%,140.0,1.0,967,14.0,668,9.7,299.0,4.3,92.0,1.3,5.0,5.0,39.0,11.0,5.0,2.0,1.0,71.0,5.0,92.0,10.51086956521739,1.0,15.0,11.0,2.0,16.0,49.2%,2016,WR,MIN,00-0030035,16.0,A.Thielen,00-0030035,967.0,92.0,299.0
30.0,Stefon Diggs (NE),193.3,14.9,84.0,112.0,19.1%,161.0,2.0,903,10.8,584,7.0,319.0,3.8,101.0,1.2,6.0,3.0,33.0,5.0,5.0,3.0,0.0,46.0,5.0,112.0,8.0625,1.0,10.0,13.0,2.0,13.0,85.9%,2016,WR,MIN,00-0031588,13.0,S.Diggs,00-0031588,903.0,112.0,319.0
31.0,Jamison Crowder (FA),191.5,12.0,67.0,99.0,16.7%,136.0,6.0,847,12.6,470,7.0,377.0,5.6,129.0,1.9,1.0,7.0,31.0,5.0,6.0,3.0,2.0,55.0,4.0,99.0,8.555555555555555,1.0,-2.0,17.0,5.0,16.0,0.0%,2016,WR,WAS,00-0031941,16.0,J.Crowder,00-0031941,847.0,99.0,377.0
32.0,Willie Snead IV (FA),191.5,12.8,72.0,104.0,15.7%,142.0,4.0,895,12.4,508,7.1,387.0,5.4,125.0,1.7,5.0,4.0,37.0,9.0,3.0,2.0,0.0,49.0,5.0,,,,0.0,,,15.0,0.0%,2016,WR,,,15.0,W.IV,,,,
33.0,Cole Beasley (FA),189.0,11.8,75.0,98.0,20.5%,149.0,4.0,833,11.1,406,5.4,427.0,5.7,54.0,0.7,4.0,5.0,37.0,4.0,2.0,1.0,0.0,47.0,6.0,104.0,8.442307692307692,1.0,7.0,9.0,3.0,16.0,0.0%,2016,WR,DAL,00-0029000,16.0,C.Beasley,00-0029000,878.0,104.0,455.0
34.0,A.J. Green (FA),186.4,18.6,66.0,100.0,18.5%,136.0,5.0,964,14.6,706,10.7,258.0,3.9,77.0,1.2,1.0,4.0,37.0,8.0,7.0,6.0,2.0,54.0,3.0,100.0,9.64,1.0,0.0,10.0,1.0,10.0,0.1%,2016,WR,CIN,00-0027942,10.0,A.Green,00-0027942,964.0,100.0,258.0
35.0,Brandon LaFell (FA),186.0,11.6,64.0,107.0,19.7%,129.0,6.0,862,13.5,518,8.1,344.0,5.4,98.0,1.5,1.0,6.0,34.0,7.0,4.0,4.0,1.0,86.0,6.0,107.0,8.05607476635514,1.0,-2.0,17.0,3.0,16.0,0.0%,2016,WR,CIN,00-0027681,16.0,B.LaFell,00-0027681,862.0,107.0,344.0
