Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Longest Reception (Advanced),Red Zone Targets,routes_run,yprr,TPRR,Rushing Yards,redzone_touches,goal_line_touches,Games Played (Advanced),Rostered %,Year,Position,posteam,player_id,Games Played (Basic),player_name_std,receiver_player_id,receiving_yards,targets,yac
36.0,Sterling Shepard (TB),184.4,11.5,65.0,105.0,17.6%,132.0,4.0,683,10.5,426,6.6,257.0,4.0,123.0,1.9,4.0,8.0,35.0,3.0,3.0,0.0,0.0,32.0,6.0,114.0,6.543859649122807,1.0,31.0,16.0,2.0,16.0,0.2%,2016,WR,NYG,00-0032385,16.0,S.Shepard,00-0032385,746.0,114.0,259.0
37.0,Steve Smith (FA),183.9,13.1,70.0,101.0,15.2%,142.0,4.0,799,11.4,518,7.4,281.0,4.0,167.0,2.4,6.0,5.0,27.0,7.0,5.0,2.0,1.0,52.0,6.0,99.0,7.727272727272728,0.9696969696969696,0.0,15.0,5.0,14.0,0.0%,2016,WR,BAL,00-0020337,14.0,S.Smith,00-0020337,765.0,96.0,261.0
38.0,DeSean Jackson (FA),180.5,12.0,56.0,100.0,16.9%,119.0,6.0,"1,005",17.9,724,12.9,281.0,5.0,69.0,1.2,1.0,4.0,33.0,9.0,10.0,5.0,4.0,80.0,4.0,100.0,10.05,1.0,0.0,11.0,3.0,15.0,0.1%,2016,WR,WAS,00-0026189,15.0,D.Jackson,00-0026189,1005.0,100.0,281.0
39.0,Dez Bryant (FA),180.0,13.8,50.0,96.0,20.0%,107.0,3.0,796,15.9,656,13.1,140.0,2.8,54.0,1.1,4.0,8.0,35.0,7.0,3.0,3.0,3.0,56.0,7.0,110.0,8.436363636363636,0.9818181818181818,0.0,17.0,6.0,13.0,0.1%,2016,WR,DAL,00-0027902,13.0,D.Bryant,00-0027902,928.0,108.0,188.0
40.0,Cameron Meredith (FA),179.5,12.8,66.0,97.0,17.6%,138.0,7.0,888,13.5,579,8.8,309.0,4.7,150.0,2.3,3.0,4.0,39.0,6.0,7.0,1.0,1.0,50.0,2.0,97.0,9.154639175257731,1.0,6.0,14.0,3.0,14.0,0.0%,2016,WR,CHI,00-0031912,14.0,C.Meredith,00-0031912,888.0,97.0,309.0
41.0,Anquan Boldin (FA),173.4,10.8,67.0,95.0,16.4%,132.0,2.0,584,8.7,353,5.3,231.0,3.4,103.0,1.5,2.0,8.0,21.0,4.0,1.0,0.0,0.0,35.0,15.0,101.0,6.01980198019802,1.0,0.0,23.0,9.0,16.0,0.1%,2016,WR,DET,00-0022084,16.0,A.Boldin,00-0022084,608.0,101.0,253.0
42.0,Marqise Lee (FA),172.4,10.8,63.0,105.0,16.9%,131.0,4.0,851,13.5,513,8.1,338.0,5.4,122.0,1.9,4.0,3.0,39.0,9.0,4.0,1.0,1.0,51.0,2.0,105.0,8.104761904761904,1.0,35.0,9.0,1.0,16.0,0.0%,2016,WR,JAX,00-0031431,16.0,M.Lee,00-0031431,851.0,105.0,338.0
43.0,Marvin Jones Jr. (FA),172.3,11.5,55.0,103.0,17.8%,111.0,8.0,930,16.9,693,12.6,237.0,4.3,147.0,2.7,1.0,4.0,34.0,7.0,9.0,4.0,2.0,73.0,6.0,,,,3.0,,,15.0,0.0%,2016,WR,,,15.0,M.Jr.,,,,
44.0,Jordan Matthews (FA),171.4,12.2,73.0,117.0,0%,0.0,0.0,804,159.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,54.0,6.0,119.0,6.756302521008403,0.9831932773109244,0.0,14.0,5.0,14.0,0.0%,2016,WR,PHI,00-0031299,14.0,J.Matthews,00-0031299,804.0,117.0,243.0
45.0,Quincy Enunwa (FA),168.9,10.6,58.0,105.0,19.2%,123.0,7.0,857,14.8,505,8.7,352.0,6.1,128.0,2.2,6.0,4.0,34.0,8.0,6.0,4.0,3.0,69.0,7.0,105.0,8.161904761904761,1.0,12.0,15.0,5.0,16.0,0.0%,2016,WR,NYJ,00-0031023,16.0,Q.Enunwa,00-0031023,857.0,105.0,352.0
46.0,Kenny Stills (FA),168.6,10.5,42.0,81.0,17.3%,85.0,3.0,726,17.3,533,12.7,193.0,4.6,17.0,0.4,0.0,9.0,26.0,5.0,5.0,4.0,3.0,74.0,2.0,86.0,9.395348837209305,1.0,0.0,6.0,0.0,16.0,0.0%,2016,WR,MIA,00-0030085,16.0,K.Stills,00-0030085,808.0,86.0,199.0
47.0,Dontrelle Inman (FA),163.0,10.2,58.0,97.0,17.2%,117.0,2.0,810,14.0,596,10.3,214.0,3.7,74.0,1.3,4.0,4.0,35.0,6.0,4.0,2.0,2.0,57.0,2.0,97.0,8.350515463917526,1.0,0.0,7.0,1.0,16.0,0.0%,2016,WR,LAC,00-0028411,16.0,D.Inman,00-0028411,810.0,97.0,214.0
48.0,Ted Ginn Jr. (FA),159.0,9.9,54.0,95.0,17.2%,113.0,5.0,752,13.9,570,10.6,182.0,3.4,18.0,0.3,1.0,4.0,27.0,2.0,7.0,4.0,3.0,88.0,0.0,,,,98.0,,,16.0,0.0%,2016,WR,,,16.0,T.Jr.,,,,
49.0,Brandon Marshall (FA),155.8,10.4,59.0,128.0,23.4%,126.0,6.0,788,13.4,612,10.4,176.0,3.0,73.0,1.2,0.0,3.0,38.0,6.0,4.0,1.0,0.0,41.0,9.0,128.0,6.15625,1.0,0.0,21.0,6.0,15.0,0.1%,2016,WR,NYJ,00-0024334,15.0,B.Marshall,00-0024334,788.0,128.0,176.0
50.0,DeVante Parker (FA),154.4,10.3,56.0,87.0,18.6%,109.0,2.0,744,13.3,508,9.1,236.0,4.2,105.0,1.9,2.0,4.0,29.0,5.0,4.0,4.0,3.0,56.0,4.0,94.0,8.5,0.9893617021276596,0.0,11.0,1.0,15.0,0.0%,2016,WR,MIA,00-0031547,15.0,D.Parker,00-0031547,799.0,93.0,248.0
51.0,Mohamed Sanu Sr. (FA),148.8,9.9,59.0,81.0,15.3%,123.0,4.0,653,11.1,366,6.2,287.0,4.9,81.0,1.4,1.0,4.0,28.0,5.0,1.0,1.0,1.0,59.0,5.0,,,,5.0,,,15.0,0.0%,2016,WR,,,15.0,M.Sr.,,,,
52.0,Randall Cobb (FA),148.3,11.4,60.0,84.0,13.7%,117.0,2.0,610,10.2,246,4.1,364.0,6.1,138.0,2.3,8.0,4.0,25.0,4.0,3.0,1.0,0.0,47.0,6.0,108.0,8.055555555555555,1.0,33.0,21.0,3.0,13.0,0.0%,2016,WR,GB,00-0028002,13.0,R.Cobb,00-0028002,870.0,108.0,448.0
53.0,Tavon Austin (FA),146.8,9.8,58.0,106.0,20.0%,117.0,8.0,509,8.8,237,4.1,272.0,4.7,101.0,1.7,3.0,3.0,19.0,4.0,2.0,1.0,0.0,43.0,5.0,106.0,4.80188679245283,1.0,159.0,14.0,0.0,15.0,0.1%,2016,WR,LA,00-0030525,15.0,T.Austin,00-0030525,509.0,106.0,272.0
54.0,Jeremy Kerley (FA),146.7,9.2,64.0,115.0,23.6%,134.0,3.0,667,10.4,460,7.2,207.0,3.2,30.0,0.5,1.0,3.0,25.0,7.0,1.0,0.0,0.0,33.0,4.0,115.0,5.8,1.0,0.0,7.0,0.0,16.0,0.0%,2016,WR,SF,00-0028091,16.0,J.Kerley,00-0028091,667.0,115.0,207.0
55.0,Alshon Jeffery (FA),146.1,12.2,52.0,94.0,17.1%,115.0,5.0,821,15.8,622,12.0,199.0,3.8,75.0,1.4,3.0,2.0,38.0,7.0,5.0,2.0,1.0,54.0,4.0,94.0,8.73404255319149,1.0,0.0,12.0,1.0,12.0,0.0%,2016,WR,CHI,00-0029137,12.0,A.Jeffery,00-0029137,821.0,94.0,199.0
56.0,Taylor Gabriel (FA),140.0,10.8,35.0,50.0,9.4%,68.0,0.0,579,16.5,295,8.4,284.0,8.1,38.0,1.1,3.0,6.0,19.0,3.0,5.0,3.0,2.0,76.0,3.0,64.0,11.71875,1.0,51.0,7.0,1.0,13.0,0.1%,2016,WR,ATL,00-0031228,13.0,T.Gabriel,00-0031228,750.0,64.0,346.0
58.0,Adam Humphries (FA),133.0,8.9,55.0,83.0,14.5%,100.0,4.0,622,11.3,240,4.4,382.0,6.9,119.0,2.2,3.0,2.0,24.0,4.0,3.0,2.0,0.0,42.0,6.0,84.0,7.404761904761905,0.988095238095238,18.0,11.0,2.0,15.0,0.0%,2016,WR,TB,00-0032009,15.0,A.Humphries,00-0032009,622.0,83.0,382.0
59.0,Travis Benjamin (FA),132.4,9.5,47.0,75.0,13.3%,96.0,5.0,677,14.4,431,9.2,246.0,5.2,48.0,1.0,2.0,4.0,23.0,4.0,6.0,6.0,2.0,54.0,3.0,75.0,9.026666666666667,1.0,-3.0,7.0,0.0,14.0,0.0%,2016,WR,LAC,00-0029269,14.0,T.Benjamin,00-0029269,677.0,75.0,246.0
60.0,Chris Hogan (FA),128.9,8.6,38.0,58.0,10.6%,80.0,4.0,680,17.9,439,11.6,241.0,6.3,53.0,1.4,1.0,4.0,24.0,5.0,6.0,4.0,3.0,79.0,5.0,81.0,12.493827160493828,1.0,9.0,14.0,4.0,15.0,0.0%,2016,WR,NE,00-0028237,15.0,C.Hogan,00-0028237,1012.0,81.0,308.0
61.0,Eli Rogers (FA),126.0,9.7,48.0,66.0,11.2%,98.0,2.0,594,12.4,390,8.1,204.0,4.3,22.0,0.5,0.0,3.0,22.0,7.0,4.0,0.0,0.0,39.0,3.0,84.0,8.404761904761905,1.0,6.0,9.0,4.0,13.0,0.0%,2016,WR,PIT,00-0031782,13.0,E.Rogers,00-0031782,706.0,84.0,250.0
63.0,Tyler Lockett (TEN),124.1,8.3,41.0,66.0,12.0%,83.0,2.0,597,14.6,381,9.3,216.0,5.3,35.0,0.9,0.0,1.0,19.0,3.0,6.0,3.0,2.0,57.0,1.0,66.0,9.045454545454543,1.0,114.0,6.0,1.0,15.0,3.9%,2016,WR,SEA,00-0032211,15.0,T.Lockett,00-0032211,597.0,66.0,216.0
64.0,Tyler Boyd (FA),124.1,7.8,54.0,81.0,14.9%,109.0,4.0,603,11.2,402,7.4,201.0,3.7,66.0,1.2,1.0,1.0,23.0,8.0,1.0,0.0,0.0,30.0,6.0,81.0,7.444444444444445,1.0,58.0,10.0,2.0,16.0,0.1%,2016,WR,CIN,00-0033009,16.0,T.Boyd,00-0033009,603.0,81.0,201.0
65.0,William Fuller V (FA),122.2,8.7,47.0,92.0,15.9%,99.0,5.0,635,13.5,397,8.4,238.0,5.1,78.0,1.7,2.0,2.0,26.0,8.0,3.0,1.0,1.0,53.0,4.0,,,,-3.0,,,14.0,0.0%,2016,WR,,,14.0,W.V,,,,
66.0,Robert Woods (PIT),118.9,9.1,51.0,76.0,16.6%,103.0,2.0,613,12.0,489,9.6,124.0,2.4,49.0,1.0,0.0,1.0,26.0,9.0,1.0,0.0,0.0,34.0,5.0,76.0,8.06578947368421,1.0,6.0,8.0,2.0,13.0,0.2%,2016,WR,BUF,00-0030431,13.0,R.Woods,00-0030431,613.0,76.0,124.0
67.0,Michael Floyd (FA),115.8,7.7,37.0,76.0,11.9%,81.0,5.0,488,13.2,419,11.3,69.0,1.9,17.0,0.5,2.0,5.0,24.0,2.0,2.0,0.0,0.0,39.0,7.0,80.0,6.2125,0.9859154929577464,0.0,15.0,5.0,15.0,0.0%,2016,WR,ARI,00-0029638,15.0,M.Floyd,00-0029638,497.0,70.0,79.0
68.0,Brian Quick (FA),115.4,7.2,41.0,77.0,14.5%,87.0,3.0,564,13.8,387,9.4,177.0,4.3,97.0,2.4,3.0,3.0,20.0,3.0,4.0,3.0,1.0,65.0,4.0,77.0,7.324675324675325,1.0,0.0,8.0,2.0,16.0,0.0%,2016,WR,LA,00-0029640,16.0,B.Quick,00-0029640,564.0,77.0,177.0
69.0,Robbie Chosen (FA),114.9,7.2,42.0,78.0,14.3%,91.0,4.0,587,14.0,456,10.9,131.0,3.1,28.0,0.7,0.0,2.0,17.0,6.0,4.0,4.0,1.0,52.0,2.0,,,,42.0,,,16.0,0.0%,2016,WR,,,16.0,R.Chosen,,,,
70.0,Seth Roberts (FA),111.7,7.0,38.0,77.0,13.1%,88.0,13.0,397,10.4,202,5.3,195.0,5.1,115.0,3.0,4.0,5.0,18.0,4.0,1.0,1.0,0.0,41.0,8.0,86.0,4.627906976744186,0.9767441860465116,0.0,23.0,6.0,16.0,0.0%,2016,WR,LV,00-0031166,16.0,S.Roberts,00-0031166,398.0,84.0,198.0
