Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Longest Reception (Advanced),Red Zone Targets,routes_run,yprr,TPRR,Rushing Yards,redzone_touches,goal_line_touches,Games Played (Advanced),Rostered %,Year,Position,posteam,player_id,Games Played (Basic),player_name_std,receiver_player_id,receiving_yards,targets,yac
49.0,Nate Washington (FA),136.8,9.8,47.0,94.0,15.3%,106.0,12.0,658,14.0,496,10.6,162.0,3.4,29.0,0.6,0.0,4.0,24.0,4.0,5.0,3.0,0.0,49.0,13.0,100.0,6.61,1.0,0.0,13.0,4.0,14.0,0.0%,2015,WR,HOU,00-0023367,14.0,N.Washington,00-0023367,661.0,100.0,162.0
50.0,Rishard Matthews (FA),133.6,12.1,43.0,61.0,10.5%,90.0,6.0,662,15.4,426,9.9,236.0,5.5,106.0,2.5,1.0,4.0,26.0,6.0,4.0,4.0,1.0,53.0,1.0,61.0,10.852459016393444,1.0,4.0,1.0,1.0,11.0,0.0%,2015,WR,MIA,00-0029580,11.0,R.Matthews,00-0029580,662.0,61.0,236.0
51.0,Jamison Crowder (FA),133.6,8.4,59.0,78.0,14.1%,117.0,6.0,604,10.2,266,4.5,338.0,5.7,37.0,0.6,0.0,2.0,28.0,5.0,2.0,1.0,0.0,44.0,11.0,84.0,7.369047619047619,0.9761904761904762,2.0,15.0,7.0,16.0,0.0%,2015,WR,WAS,00-0031941,16.0,J.Crowder,00-0031941,619.0,82.0,339.0
52.0,Cole Beasley (FA),131.6,8.2,52.0,75.0,14.5%,102.0,5.0,536,10.3,212,4.1,324.0,6.2,57.0,1.1,3.0,5.0,21.0,6.0,1.0,0.0,0.0,30.0,17.0,75.0,7.1466666666666665,1.0,0.0,18.0,4.0,16.0,0.0%,2015,WR,DAL,00-0029000,16.0,C.Beasley,00-0029000,536.0,75.0,324.0
53.0,Steve Smith (FA),131.0,18.7,46.0,73.0,10.9%,95.0,6.0,670,14.6,414,9.0,256.0,5.6,150.0,3.3,7.0,3.0,26.0,9.0,4.0,2.0,1.0,50.0,9.0,73.0,9.178082191780822,1.0,0.0,9.0,1.0,7.0,0.0%,2015,WR,BAL,00-0020337,7.0,S.Smith,00-0020337,670.0,73.0,256.0
54.0,Torrey Smith (FA),125.3,7.8,33.0,62.0,11.8%,70.0,7.0,663,20.1,445,13.5,218.0,6.6,73.0,2.2,0.0,4.0,23.0,2.0,6.0,5.0,3.0,76.0,6.0,63.0,10.523809523809524,0.984126984126984,0.0,8.0,1.0,16.0,0.0%,2015,WR,SF,00-0027996,16.0,T.Smith,00-0027996,663.0,62.0,218.0
55.0,Kenny Britt (FA),122.1,7.6,36.0,72.0,15.4%,75.0,6.0,681,18.9,563,15.6,118.0,3.3,45.0,1.3,4.0,3.0,27.0,5.0,6.0,5.0,3.0,60.0,3.0,72.0,9.458333333333334,1.0,0.0,4.0,0.0,16.0,0.0%,2015,WR,LA,00-0027006,16.0,K.Britt,00-0027006,681.0,72.0,118.0
56.0,Marques Colston (FA),121.0,9.3,45.0,67.0,10.1%,97.0,7.0,520,11.6,328,7.3,192.0,4.3,57.0,1.3,3.0,4.0,23.0,5.0,1.0,1.0,1.0,53.0,7.0,68.0,7.647058823529412,0.9852941176470588,0.0,9.0,4.0,13.0,0.0%,2015,WR,NO,00-0024466,13.0,M.Colston,00-0024466,520.0,67.0,192.0
57.0,Robert Woods (PIT),118.2,8.4,47.0,80.0,17.3%,97.0,5.0,552,11.7,397,8.4,155.0,3.3,18.0,0.4,1.0,3.0,24.0,2.0,3.0,0.0,0.0,37.0,7.0,80.0,6.9,1.0,0.0,7.0,2.0,14.0,0.2%,2015,WR,BUF,00-0030431,14.0,R.Woods,00-0030431,552.0,80.0,155.0
58.0,Andre Johnson (FA),115.3,7.2,41.0,77.0,12.7%,86.0,4.0,503,12.3,356,8.7,147.0,3.6,26.0,0.6,0.0,4.0,24.0,5.0,2.0,0.0,0.0,35.0,11.0,78.0,6.448717948717949,0.9871794871794872,0.0,12.0,3.0,16.0,0.0%,2015,WR,IND,00-0022044,16.0,A.Johnson,00-0022044,503.0,77.0,147.0
59.0,Dorial Green-Beckham (FA),112.9,7.1,32.0,67.0,12.3%,72.0,6.0,549,17.2,405,12.7,144.0,4.5,96.0,3.0,1.0,4.0,27.0,7.0,3.0,1.0,0.0,47.0,9.0,68.0,8.073529411764707,0.9852941176470588,0.0,10.0,5.0,16.0,0.4%,2015,WR,TEN,00-0032218,16.0,D.Green-Beckham,00-0032218,549.0,67.0,144.0
60.0,Steve Johnson (FA),112.7,11.3,45.0,65.0,9.9%,86.0,4.0,497,11.0,232,5.2,265.0,5.9,96.0,2.1,0.0,3.0,21.0,5.0,2.0,0.0,0.0,34.0,10.0,65.0,7.6461538461538465,1.0,0.0,10.0,1.0,10.0,0.0%,2015,WR,LAC,00-0026364,10.0,S.Johnson,00-0026364,497.0,65.0,265.0
61.0,Seth Roberts (FA),112.0,7.0,32.0,55.0,9.2%,69.0,6.0,480,15.0,350,10.9,130.0,4.1,41.0,1.3,1.0,5.0,20.0,1.0,6.0,1.0,0.0,43.0,9.0,56.0,8.571428571428571,0.9821428571428572,0.0,11.0,1.0,16.0,0.0%,2015,WR,LV,00-0031166,16.0,S.Roberts,00-0031166,480.0,55.0,134.0
62.0,Brian Hartline (FA),110.3,9.2,46.0,77.0,12.8%,92.0,8.0,523,11.4,357,7.8,166.0,3.6,47.0,1.0,1.0,2.0,25.0,2.0,2.0,1.0,0.0,41.0,12.0,77.0,6.792207792207792,1.0,0.0,13.0,3.0,12.0,0.0%,2015,WR,CLE,00-0027077,12.0,B.Hartline,00-0027077,523.0,77.0,166.0
63.0,Cecil Shorts (FA),109.9,10.0,42.0,75.0,12.2%,87.0,5.0,484,11.5,274,6.5,210.0,5.0,49.0,1.2,1.0,2.0,25.0,2.0,3.0,1.0,0.0,42.0,7.0,45.0,6.644444444444445,1.0,47.0,6.0,0.0,11.0,0.0%,2015,WR,HOU,00-0028052,11.0,C.Shorts,00-0028052,299.0,45.0,122.0
64.0,Vincent Jackson (FA),107.3,10.7,33.0,62.0,11.8%,71.0,2.0,543,16.5,445,13.5,98.0,3.0,63.0,1.9,1.0,3.0,27.0,12.0,1.0,0.0,0.0,36.0,13.0,63.0,8.619047619047619,0.984126984126984,0.0,14.0,4.0,10.0,0.0%,2015,WR,TB,00-0023496,10.0,V.Jackson,00-0023496,543.0,62.0,103.0
65.0,Jerricho Cotchery (FA),107.1,7.7,39.0,54.0,10.9%,75.0,1.0,485,12.4,289,7.4,196.0,5.0,67.0,1.7,3.0,3.0,24.0,4.0,2.0,1.0,1.0,59.0,10.0,65.0,8.323076923076924,1.0,16.0,10.0,1.0,14.0,0.0%,2015,WR,CAR,00-0022811,14.0,J.Cotchery,00-0022811,541.0,65.0,222.0
66.0,Devin Funchess (FA),106.3,6.6,31.0,63.0,12.8%,69.0,8.0,473,15.3,361,11.6,112.0,3.6,34.0,1.1,2.0,5.0,22.0,2.0,3.0,2.0,1.0,52.0,11.0,72.0,7.583333333333333,1.0,0.0,13.0,5.0,16.0,0.0%,2015,WR,CAR,00-0032055,16.0,D.Funchess,00-0032055,546.0,72.0,119.0
67.0,Davante Adams (LAR),106.3,8.2,50.0,94.0,16.6%,106.0,10.0,483,9.7,347,6.9,136.0,2.7,56.0,1.1,3.0,1.0,16.0,4.0,2.0,1.0,0.0,40.0,11.0,100.0,5.43,0.98,0.0,16.0,4.0,13.0,98.5%,2015,WR,GB,00-0031381,13.0,D.Adams,00-0031381,543.0,98.0,170.0
68.0,DeSean Jackson (FA),104.8,11.6,30.0,49.0,8.8%,56.0,0.0,528,17.6,370,12.3,158.0,5.3,43.0,1.4,0.0,4.0,14.0,6.0,4.0,4.0,3.0,77.0,4.0,54.0,10.092592592592592,1.0,0.0,5.0,0.0,9.0,0.1%,2015,WR,WAS,00-0026189,9.0,D.Jackson,00-0026189,545.0,54.0,170.0
69.0,Corey Brown (FA),103.5,7.4,31.0,54.0,10.9%,62.0,3.0,447,14.4,366,11.8,81.0,2.6,22.0,0.7,2.0,4.0,19.0,7.0,2.0,0.0,0.0,39.0,6.0,73.0,9.068493150684931,1.0,38.0,9.0,1.0,14.0,0.2%,2015,WR,CAR,00-0031118,14.0,C.Brown,00-0031118,662.0,73.0,171.0
