Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Longest Reception (Advanced),Red Zone Targets,routes_run,yprr,TPRR,Rushing Yards,redzone_touches,goal_line_touches,Games Played (Advanced),Rostered %,Year,Position,posteam,player_id,Games Played (Basic),player_name_std,receiver_player_id,receiving_yards,targets,yac
14.0,Mike Evans (TB),240.4,17.2,74.0,110.0,19.5%,78.0,4.0,"1,004",13.6,778,10.5,226.0,3.1,106.0,1.4,2.0,11.0,46.0,15.0,4.0,1.0,1.0,57.0,15.0,117.0,9.367521367521368,1.0,0.0,16.0,8.0,14.0,97.8%,2024,WR,TB,00-0031408,14.0,M.Evans,00-0031408,1096.0,117.0,255.0
15.0,Courtland Sutton (DEN),240.3,14.1,81.0,135.0,24.6%,90.0,9.0,"1,081",13.3,902,11.1,179.0,2.2,38.0,0.5,1.0,8.0,44.0,17.0,6.0,1.0,0.0,47.0,21.0,144.0,8.027777777777779,1.0,0.0,23.0,1.0,17.0,92.0%,2024,WR,DEN,00-0034348,17.0,C.Sutton,00-0034348,1156.0,144.0,191.0
16.0,DJ Moore (CHI),238.1,14.0,98.0,140.0,26.6%,101.0,3.0,966,9.9,378,3.9,588.0,6.0,137.0,1.4,5.0,6.0,40.0,11.0,6.0,1.0,0.0,44.0,21.0,57.0,6.157894736842105,1.0,75.0,12.0,3.0,17.0,95.5%,2024,WR,CAR,00-0033589,17.0,D.Moore,00-0033589,351.0,57.0,60.0
17.0,Tee Higgins (CIN),222.1,18.5,73.0,109.0,17.4%,76.0,3.0,911,12.5,683,9.4,228.0,3.1,119.0,1.6,7.0,10.0,40.0,12.0,4.0,1.0,0.0,42.0,24.0,110.0,8.281818181818181,0.990909090909091,0.0,25.0,11.0,12.0,99.3%,2024,WR,CIN,00-0036410,12.0,T.Higgins,00-0036410,911.0,109.0,228.0
18.0,Tyreek Hill (MIA),218.2,12.8,81.0,123.0,21.7%,83.0,2.0,959,11.8,667,8.2,292.0,3.6,60.0,0.7,1.0,6.0,44.0,13.0,3.0,1.0,1.0,80.0,18.0,123.0,7.796747967479675,0.991869918699187,53.0,20.0,5.0,17.0,98.8%,2024,WR,MIA,00-0033040,17.0,T.Hill,00-0033040,959.0,122.0,292.0
19.0,Jakobi Meyers (LV),218.0,14.5,87.0,129.0,21.8%,88.0,1.0,"1,027",11.8,734,8.4,293.0,3.4,85.0,1.0,4.0,4.0,43.0,16.0,2.0,1.0,0.0,43.0,14.0,130.0,7.9,0.9923076923076924,23.0,16.0,4.0,15.0,85.0%,2024,WR,LV,00-0034960,15.0,J.Meyers,00-0034960,1027.0,129.0,293.0
21.0,Jordan Addison (MIN),212.5,14.2,63.0,99.0,19.1%,65.0,2.0,875,13.9,662,10.5,213.0,3.4,81.0,1.3,3.0,9.0,31.0,13.0,6.0,6.0,2.0,69.0,17.0,108.0,8.37037037037037,0.9907407407407408,20.0,20.0,5.0,15.0,86.3%,2024,WR,MIN,00-0038994,15.0,J.Addison,00-0038994,904.0,107.0,213.0
22.0,Jameson Williams (DET),212.2,14.1,58.0,91.0,17.4%,61.0,3.0,"1,001",17.3,504,8.7,497.0,8.6,40.0,0.7,2.0,7.0,32.0,17.0,8.0,6.0,5.0,82.0,10.0,72.0,5.0,1.0,61.0,32.0,10.0,15.0,89.7%,2024,WR,DEN,00-0036997,15.0,J.Williams,00-0036997,360.0,72.0,408.0
23.0,Nico Collins (HOU),210.6,17.6,68.0,99.0,18.1%,71.0,3.0,"1,006",14.8,641,9.4,365.0,5.4,120.0,1.8,2.0,7.0,41.0,14.0,8.0,4.0,3.0,67.0,13.0,115.0,10.513043478260869,1.0,0.0,15.0,7.0,12.0,99.7%,2024,WR,HOU,00-0036554,12.0,N.Collins,00-0036554,1209.0,115.0,432.0
24.0,Jauan Jennings (SF),210.5,14.0,77.0,113.0,22.0%,82.0,5.0,975,12.7,737,9.6,238.0,3.1,112.0,1.5,5.0,6.0,44.0,12.0,7.0,1.0,0.0,45.0,15.0,113.0,8.628318584070797,1.0,0.0,15.0,4.0,15.0,84.5%,2024,WR,SF,00-0036259,15.0,J.Jennings,00-0036259,975.0,113.0,238.0
25.0,Zay Flowers (BAL),209.5,12.3,74.0,116.0,25.4%,80.0,6.0,"1,059",14.3,596,8.1,463.0,6.3,130.0,1.8,7.0,4.0,45.0,19.0,4.0,4.0,1.0,53.0,7.0,117.0,9.051282051282053,0.9914529914529916,56.0,10.0,1.0,17.0,93.7%,2024,WR,BAL,00-0039064,17.0,Z.Flowers,00-0039064,1059.0,116.0,463.0
26.0,Puka Nacua (LAR),206.6,18.8,79.0,106.0,19.6%,80.0,1.0,990,12.5,472,6.0,518.0,6.6,178.0,2.3,10.0,3.0,44.0,11.0,2.0,1.0,1.0,51.0,12.0,130.0,8.7,0.9923076923076924,46.0,21.0,3.0,11.0,99.8%,2024,WR,LA,00-0039075,11.0,P.Nacua,00-0039075,1131.0,129.0,577.0
27.0,DeVonta Smith (PHI),199.4,15.3,68.0,89.0,21.3%,70.0,2.0,833,12.3,534,7.9,299.0,4.4,58.0,0.9,0.0,8.0,29.0,14.0,4.0,4.0,0.0,49.0,11.0,107.0,9.5607476635514,0.9906542056074766,1.0,15.0,3.0,13.0,91.8%,2024,WR,PHI,00-0036912,13.0,D.Smith,00-0036912,1023.0,106.0,364.0
28.0,Calvin Ridley (TEN),199.2,11.7,64.0,120.0,23.7%,70.0,6.0,"1,017",15.9,786,12.3,231.0,3.6,87.0,1.4,4.0,4.0,40.0,19.0,9.0,4.0,1.0,63.0,7.0,120.0,8.475,1.0,55.0,10.0,3.0,17.0,88.8%,2024,WR,TEN,00-0034837,17.0,C.Ridley,00-0034837,1017.0,120.0,231.0
29.0,Jayden Reed (GB),197.0,11.6,55.0,75.0,16.2%,64.0,9.0,857,15.6,477,8.7,380.0,6.9,84.0,1.5,3.0,6.0,24.0,15.0,11.0,5.0,3.0,70.0,10.0,80.0,11.2875,0.9875,163.0,15.0,4.0,17.0,80.5%,2024,WR,GB,00-0039146,17.0,J.Reed,00-0039146,903.0,79.0,400.0
30.0,Marvin Harrison Jr. (ARI),196.5,11.6,62.0,116.0,22.2%,67.0,5.0,885,14.3,737,11.9,148.0,2.4,52.0,0.8,0.0,8.0,41.0,14.0,2.0,1.0,1.0,60.0,13.0,,,,0.0,,,17.0,96.7%,2024,WR,,,17.0,M.Jr.,,,,
31.0,Darnell Mooney (ATL),193.2,12.1,64.0,106.0,19.7%,71.0,6.0,992,15.4,722,11.1,276.0,4.2,83.0,1.3,6.0,5.0,44.0,21.0,6.0,2.0,0.0,49.0,6.0,106.0,9.358490566037736,1.0,0.0,6.0,2.0,16.0,69.2%,2024,WR,ATL,00-0036309,16.0,D.Mooney,00-0036309,992.0,106.0,275.0
32.0,DK Metcalf (PIT),191.2,12.7,66.0,108.0,19.0%,70.0,4.0,992,15.0,729,11.0,263.0,4.0,85.0,1.3,3.0,5.0,42.0,20.0,6.0,2.0,2.0,71.0,7.0,109.0,9.10091743119266,0.9908256880733946,0.0,10.0,5.0,15.0,96.8%,2024,WR,SEA,00-0035640,15.0,D.Metcalf,00-0035640,992.0,108.0,263.0
33.0,Xavier Worthy (KC),187.2,11.0,59.0,98.0,17.1%,66.0,7.0,638,10.8,231,3.9,407.0,6.9,92.0,1.6,0.0,6.0,27.0,4.0,3.0,1.0,1.0,54.0,17.0,120.0,7.708333333333333,0.9916666666666668,104.0,33.0,4.0,17.0,96.8%,2024,WR,KC,00-0039894,17.0,X.Worthy,00-0039894,925.0,119.0,519.0
34.0,Keenan Allen (FA),185.4,12.4,70.0,121.0,23.0%,75.0,6.0,744,10.6,504,7.2,240.0,3.4,52.0,0.7,1.0,7.0,31.0,9.0,3.0,2.0,0.0,45.0,15.0,123.0,6.048780487804878,0.983739837398374,0.0,17.0,5.0,15.0,6.8%,2024,WR,CHI,00-0030279,15.0,K.Allen,00-0030279,744.0,121.0,240.0
35.0,Josh Downs (IND),183.5,13.1,72.0,107.0,21.7%,77.0,5.0,803,11.2,407,5.7,396.0,5.5,103.0,1.4,3.0,5.0,35.0,10.0,3.0,1.0,1.0,69.0,12.0,107.0,7.504672897196261,1.0,12.0,14.0,2.0,14.0,39.5%,2024,WR,IND,00-0038997,14.0,J.Downs,00-0038997,803.0,107.0,396.0
36.0,Wan'Dale Robinson (NYG),182.7,10.7,93.0,140.0,25.3%,99.0,6.0,699,7.5,338,3.6,361.0,3.9,138.0,1.5,9.0,3.0,21.0,4.0,1.0,0.0,0.0,35.0,17.0,140.0,4.992857142857143,1.0,18.0,18.0,2.0,17.0,10.2%,2024,WR,NYG,00-0038117,17.0,W.Robinson,00-0038117,699.0,140.0,361.0
37.0,Khalil Shakir (BUF),182.5,12.2,76.0,100.0,20.2%,77.0,1.0,821,10.8,224,2.9,597.0,7.9,195.0,2.6,6.0,4.0,33.0,9.0,5.0,2.0,2.0,52.0,8.0,120.0,8.291666666666666,1.0,4.0,10.0,1.0,15.0,84.9%,2024,WR,BUF,00-0037261,15.0,K.Shakir,00-0037261,995.0,120.0,696.0
38.0,Cooper Kupp (SEA),175.0,14.6,67.0,100.0,18.5%,69.0,2.0,710,10.6,441,6.6,269.0,4.0,65.0,1.0,2.0,6.0,21.0,10.0,2.0,1.0,1.0,69.0,10.0,108.0,7.407407407407407,1.0,10.0,13.0,2.0,12.0,88.7%,2024,WR,LA,00-0033908,12.0,C.Kupp,00-0033908,800.0,108.0,280.0
39.0,Quentin Johnston (LAC),174.7,11.6,55.0,91.0,18.5%,62.0,7.0,711,12.9,405,7.4,306.0,5.6,90.0,1.6,8.0,8.0,23.0,12.0,3.0,1.0,1.0,66.0,11.0,96.0,7.40625,1.0,6.0,12.0,2.0,15.0,8.1%,2024,WR,LAC,00-0038544,15.0,Q.Johnston,00-0038544,711.0,96.0,306.0
40.0,Rashod Bateman (BAL),174.6,10.3,45.0,72.0,15.8%,49.0,4.0,756,16.8,572,12.7,184.0,4.1,35.0,0.8,0.0,9.0,31.0,11.0,5.0,4.0,1.0,59.0,8.0,79.0,10.708860759493673,1.0,0.0,11.0,2.0,17.0,11.7%,2024,WR,BAL,00-0036550,17.0,R.Bateman,00-0036550,846.0,79.0,197.0
42.0,George Pickens (DAL),164.4,11.7,59.0,103.0,22.4%,66.0,6.0,900,15.3,685,11.6,215.0,3.6,98.0,1.7,4.0,3.0,31.0,17.0,13.0,4.0,0.0,44.0,16.0,108.0,9.13888888888889,1.0,-6.0,16.0,5.0,14.0,91.6%,2024,WR,PIT,00-0037247,14.0,G.Pickens,00-0037247,987.0,108.0,236.0
43.0,Alec Pierce (IND),161.4,10.1,37.0,69.0,14.0%,40.0,3.0,824,22.3,706,19.1,118.0,3.2,28.0,0.8,0.0,7.0,30.0,13.0,10.0,7.0,3.0,65.0,6.0,69.0,11.942028985507246,1.0,0.0,6.0,2.0,16.0,1.0%,2024,WR,IND,00-0037664,16.0,A.Pierce,00-0037664,824.0,69.0,118.0
44.0,Deebo Samuel Sr. (WAS),153.6,10.2,51.0,81.0,15.8%,58.0,6.0,670,12.9,249,4.8,422.0,8.1,210.0,4.0,8.0,3.0,26.0,10.0,4.0,3.0,2.0,76.0,13.0,,,,136.0,,,15.0,85.8%,2024,WR,,,15.0,D.Sr.,,,,
45.0,Jalen Tolbert (DAL),152.0,8.9,49.0,79.0,12.7%,53.0,3.0,610,12.4,444,9.1,166.0,3.4,37.0,0.8,0.0,7.0,22.0,8.0,5.0,1.0,0.0,48.0,13.0,79.0,7.7215189873417724,1.0,0.0,13.0,4.0,17.0,0.8%,2024,WR,DAL,00-0037666,17.0,J.Tolbert,00-0037666,610.0,79.0,166.0
46.0,Jaylen Waddle (MIA),149.6,9.4,58.0,83.0,14.6%,66.0,8.0,744,12.8,508,8.8,236.0,4.1,47.0,0.8,0.0,2.0,39.0,12.0,2.0,1.0,1.0,63.0,10.0,85.0,9.023529411764706,0.976470588235294,12.0,15.0,3.0,16.0,89.7%,2024,WR,MIA,00-0036613,16.0,J.Waddle,00-0036613,767.0,83.0,259.0
47.0,DeMario Douglas (NE),147.7,8.7,66.0,87.0,17.4%,74.0,7.0,621,9.3,259,3.9,362.0,5.4,87.0,1.3,2.0,3.0,23.0,8.0,2.0,0.0,0.0,36.0,5.0,87.0,7.137931034482759,1.0,16.0,6.0,2.0,17.0,2.1%,2024,WR,NE,00-0038621,17.0,D.Douglas,00-0038621,621.0,87.0,359.0
48.0,DeAndre Hopkins (BAL),147.0,9.2,56.0,80.0,15.8%,58.0,2.0,610,10.9,501,8.9,109.0,1.9,39.0,0.7,3.0,5.0,25.0,6.0,4.0,0.0,0.0,35.0,11.0,89.0,7.269662921348314,0.9852941176470588,0.0,14.0,7.0,16.0,6.9%,2024,WR,KC,00-0030564,16.0,D.Hopkins,00-0030564,647.0,67.0,121.0
49.0,Rome Odunze (CHI),144.9,8.5,54.0,101.0,19.2%,60.0,6.0,734,13.6,481,8.9,253.0,4.7,63.0,1.2,4.0,3.0,35.0,8.0,3.0,2.0,0.0,47.0,17.0,101.0,7.267326732673268,1.0,15.0,17.0,3.0,17.0,87.1%,2024,WR,CHI,00-0039919,17.0,R.Odunze,00-0039919,734.0,101.0,253.0
50.0,Ray-Ray McCloud III (ATL),140.5,8.3,62.0,87.0,16.1%,65.0,3.0,686,11.1,351,5.7,335.0,5.4,125.0,2.0,1.0,1.0,27.0,8.0,2.0,2.0,1.0,60.0,5.0,,,,79.0,,,17.0,1.1%,2024,WR,,,17.0,R.III,,,,
51.0,Tank Dell (HOU),140.0,10.0,51.0,81.0,14.8%,57.0,6.0,667,13.1,503,9.9,164.0,3.2,44.0,0.9,3.0,3.0,30.0,9.0,4.0,1.0,1.0,50.0,8.0,81.0,8.234567901234568,1.0,43.0,10.0,1.0,14.0,1.3%,2024,WR,HOU,00-0038977,14.0,T.Dell,00-0038977,667.0,81.0,164.0
52.0,Adam Thielen (CAR),139.5,14.0,48.0,62.0,12.0%,50.0,2.0,615,12.8,463,9.6,152.0,3.2,35.0,0.7,1.0,5.0,24.0,9.0,5.0,1.0,0.0,40.0,7.0,62.0,9.919354838709678,1.0,0.0,8.0,0.0,10.0,49.2%,2024,WR,CAR,00-0030035,10.0,A.Thielen,00-0030035,615.0,62.0,152.0
53.0,Chris Godwin (TB),137.8,19.7,50.0,62.0,11.0%,52.0,2.0,576,11.5,226,4.5,350.0,7.0,128.0,2.6,4.0,5.0,23.0,7.0,2.0,2.0,1.0,55.0,6.0,62.0,9.290322580645162,1.0,2.0,7.0,3.0,7.0,85.4%,2024,WR,TB,00-0033921,7.0,C.Godwin,00-0033921,576.0,62.0,350.0
54.0,Nick Westbrook-Ikhine (MIA),135.7,9.7,32.0,60.0,11.8%,36.0,4.0,497,15.5,373,11.7,124.0,3.9,29.0,0.9,2.0,9.0,19.0,4.0,3.0,1.0,1.0,98.0,9.0,60.0,8.283333333333333,1.0,0.0,10.0,3.0,14.0,1.2%,2024,WR,TEN,00-0036182,14.0,N.Westbrook-Ikhine,00-0036182,497.0,60.0,124.0
55.0,Jalen McMillan (TB),135.4,10.4,37.0,58.0,10.3%,41.0,4.0,461,12.5,328,8.9,133.0,3.6,25.0,0.7,1.0,8.0,21.0,8.0,3.0,0.0,0.0,33.0,8.0,62.0,8.096774193548388,1.0,43.0,9.0,1.0,13.0,15.9%,2024,WR,TB,00-0039855,13.0,J.McMillan,00-0039855,502.0,62.0,144.0
56.0,Romeo Doubs (GB),132.1,10.2,46.0,72.0,15.5%,53.0,7.0,601,13.1,466,10.1,135.0,2.9,46.0,1.0,4.0,4.0,29.0,8.0,1.0,0.0,0.0,39.0,9.0,75.0,8.186666666666667,0.9866666666666668,0.0,12.0,2.0,13.0,3.8%,2024,WR,GB,00-0037816,13.0,R.Doubs,00-0037816,614.0,74.0,137.0
58.0,Tre Tucker (LV),129.3,7.6,47.0,81.0,13.7%,49.0,2.0,539,11.5,331,7.0,208.0,4.4,57.0,1.2,3.0,3.0,21.0,6.0,2.0,2.0,2.0,58.0,5.0,81.0,6.654320987654321,1.0,44.0,8.0,1.0,17.0,0.6%,2024,WR,LV,00-0038563,17.0,T.Tucker,00-0038563,539.0,81.0,208.0
59.0,Allen Lazard (NYJ),126.0,10.5,37.0,60.0,10.2%,43.0,6.0,530,14.3,375,10.1,155.0,4.2,70.0,1.9,0.0,6.0,22.0,8.0,3.0,2.0,1.0,52.0,12.0,61.0,8.688524590163935,1.0,0.0,12.0,2.0,12.0,0.9%,2024,WR,NYJ,00-0034521,12.0,A.Lazard,00-0034521,530.0,61.0,155.0
60.0,Xavier Legette (CAR),125.1,7.8,49.0,84.0,16.2%,57.0,7.0,497,10.1,385,7.9,112.0,2.3,43.0,0.9,2.0,4.0,20.0,7.0,3.0,0.0,0.0,35.0,12.0,85.0,5.847058823529411,0.9882352941176472,24.0,13.0,3.0,16.0,41.1%,2024,WR,CAR,00-0039342,16.0,X.Legette,00-0039342,497.0,84.0,112.0
61.0,Michael Wilson (ARI),124.5,7.8,47.0,71.0,13.6%,50.0,3.0,548,11.7,418,8.9,130.0,2.8,49.0,1.0,1.0,4.0,21.0,10.0,4.0,1.0,0.0,41.0,7.0,,,,7.0,,,16.0,1.7%,2024,WR,,,16.0,M.Wilson,,,,
62.0,Demarcus Robinson (SF),123.5,7.3,31.0,64.0,11.8%,32.0,1.0,505,16.3,434,14.0,71.0,2.3,20.0,0.6,1.0,7.0,21.0,9.0,5.0,2.0,0.0,46.0,11.0,75.0,8.026666666666667,0.9733333333333334,0.0,15.0,9.0,17.0,0.5%,2024,WR,LA,00-0032775,17.0,D.Robinson,00-0032775,602.0,73.0,79.0
63.0,Amari Cooper (FA),122.7,9.4,44.0,85.0,13.4%,56.0,12.0,547,12.4,436,9.9,111.0,2.5,35.0,0.8,1.0,4.0,24.0,8.0,2.0,0.0,0.0,30.0,5.0,93.0,6.32258064516129,1.0,0.0,6.0,0.0,13.0,3.8%,2024,WR,BUF,00-0031544,13.0,A.Cooper,00-0031544,588.0,40.0,134.0
64.0,Kayshon Boutte (NE),121.9,8.1,43.0,68.0,13.6%,47.0,4.0,589,13.7,439,10.2,150.0,3.5,43.0,1.0,1.0,3.0,21.0,11.0,5.0,2.0,0.0,48.0,3.0,69.0,8.53623188405797,0.9855072463768116,0.0,5.0,3.0,15.0,0.4%,2024,WR,NE,00-0038608,15.0,K.Boutte,00-0038608,589.0,68.0,150.0
65.0,Stefon Diggs (NE),121.9,15.2,47.0,64.0,11.7%,50.0,3.0,496,10.6,311,6.6,185.0,3.9,54.0,1.1,3.0,3.0,23.0,5.0,1.0,1.0,0.0,49.0,5.0,64.0,7.75,1.0,8.0,6.0,1.0,8.0,85.9%,2024,WR,HOU,00-0031588,8.0,S.Diggs,00-0031588,496.0,64.0,185.0
66.0,Tyler Lockett (TEN),121.0,7.1,49.0,74.0,13.0%,53.0,4.0,600,12.2,466,9.5,134.0,2.7,34.0,0.7,1.0,2.0,25.0,7.0,3.0,0.0,0.0,37.0,9.0,74.0,8.108108108108109,1.0,0.0,10.0,3.0,17.0,3.9%,2024,WR,SEA,00-0032211,17.0,T.Lockett,00-0032211,600.0,74.0,134.0
67.0,Elijah Moore (BUF),120.9,7.1,61.0,102.0,16.1%,65.0,5.0,538,8.8,405,6.6,133.0,2.2,36.0,0.6,1.0,1.0,19.0,5.0,2.0,1.0,0.0,44.0,6.0,102.0,5.2745098039215685,1.0,1.0,7.0,1.0,17.0,0.5%,2024,WR,CLE,00-0036980,17.0,E.Moore,00-0036980,538.0,102.0,133.0
68.0,Andrei Iosivas (CIN),119.9,7.1,36.0,61.0,9.7%,41.0,5.0,479,13.3,412,11.4,67.0,1.9,18.0,0.5,0.0,6.0,21.0,7.0,2.0,0.0,0.0,39.0,10.0,61.0,7.852459016393443,1.0,0.0,10.0,5.0,17.0,0.9%,2024,WR,CIN,00-0038619,17.0,A.Iosivas,00-0038619,479.0,61.0,67.0
69.0,Calvin Austin III (PIT),118.8,7.0,36.0,58.0,12.6%,39.0,3.0,548,15.2,396,11.0,152.0,4.2,27.0,0.8,1.0,4.0,19.0,10.0,5.0,3.0,1.0,55.0,4.0,,,,0.0,,,17.0,1.4%,2024,WR,,,17.0,C.III,,,,
70.0,Olamide Zaccheaus (CHI),112.4,6.6,45.0,64.0,12.7%,50.0,5.0,506,11.2,222,4.9,284.0,6.3,87.0,1.9,7.0,3.0,21.0,5.0,2.0,2.0,0.0,49.0,8.0,75.0,7.346666666666667,0.9866666666666668,8.0,11.0,2.0,17.0,0.2%,2024,WR,WAS,00-0035208,17.0,O.Zaccheaus,00-0035208,551.0,74.0,320.0
