player_id,full_name,position,date,category,week,season,season_type,sport,player,team_x,game_id,company,opponent,team_y,age,status,stat_adp_dd_ppr
3916,David Watford,WR,,proj,0,2026,regular,nfl,"{'fantasy_positions': ['WR'], 'first_name': 'David', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Watford', 'metadata': {'channel_id': '1116852915210813440'}, 'news_updated': None, 'position': 'WR', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 6}",,,rotowire,,,28.0,Active,1000.0
5530,Evan Berry,WR,,proj,0,2026,regular,nfl,"{'fantasy_positions': ['WR'], 'first_name': 'Evan', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Berry', 'metadata': {'channel_id': '1116853117078470656'}, 'news_updated': 1535493306660, 'position': 'WR', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",,,rotowire,,,26.0,Active,1000.0
11445,Taylor Grimes,WR,,proj,0,2026,regular,nfl,"{'fantasy_positions': ['WR'], 'first_name': 'Taylor', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Grimes', 'metadata': {'channel_id': '1116852690060574720'}, 'news_updated': 1693323303780, 'position': 'WR', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 1}",,,rotowire,,,23.0,Active,1000.0
5619,Dalyn Dawkins,RB,,proj,0,2026,regular,nfl,"{'fantasy_positions': ['RB'], 'first_name': 'Dalyn', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Dawkins', 'metadata': {'channel_id': '1116853133012631552'}, 'news_updated': 1608771051119, 'position': 'RB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",,,rotowire,,,27.0,Active,1000.0
5122,Boston Scott,RB,,proj,0,2026,regular,nfl,"{'fantasy_positions': ['RB'], 'first_name': 'Boston', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Scott', 'metadata': {'channel_id': '1113708703757922304', 'rookie_year': '2018'}, 'news_updated': 1756849804639, 'position': 'RB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 6}",,,rotowire,,,29.0,Active,1000.0
11629,Devontez Walker,WR,,proj,0,2026,regular,nfl,"{'fantasy_positions': ['WR'], 'first_name': 'Devontez', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Walker', 'metadata': {'channel_id': '1113708871093874688', 'genius_id': '1463963', 'rookie_year': '2024'}, 'news_updated': 1768233635418, 'position': 'WR', 'team': 'BAL', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 2}",BAL,,rotowire,,BAL,24.0,Active,1000.0
13295,Behren Morton,QB,,proj,0,2026,regular,nfl,"{'fantasy_positions': ['QB'], 'first_name': 'Behren', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Morton', 'metadata': {'source_id': '85fd5db1-16a4-472a-b65e-3d0b51b41ae8'}, 'news_updated': None, 'position': 'QB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 0}",,,rotowire,,,,Active,1000.0
2320,Melvin Gordon,RB,,proj,0,2026,regular,nfl,"{'fantasy_positions': ['RB'], 'first_name': 'Melvin', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Gordon', 'metadata': {'channel_id': '1116852793395642368', 'rookie_year': '2015'}, 'news_updated': 1705709157893, 'position': 'RB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 9}",,,rotowire,,,30.0,Active,1000.0
1895,AJ McCarron,QB,,proj,0,2026,regular,nfl,"{'fantasy_positions': ['QB'], 'first_name': 'AJ', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'McCarron', 'metadata': {'channel_id': '1116852767063801856', 'rookie_year': '2014'}, 'news_updated': 1707938117372, 'position': 'QB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 10}",,,rotowire,,,33.0,Active,1000.0
11906,Ty James,WR,,proj,0,2026,regular,nfl,"{'fantasy_positions': ['WR'], 'first_name': 'Ty', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'James', 'metadata': {'channel_id': '1113708707906088960', 'rookie_year': '2024'}, 'news_updated': 1724094948013, 'position': 'WR', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 1}",,,rotowire,,,23.0,Active,1000.0
