Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Red Zone Targets,routes_run,yprr,TPRR,Fumbles Lost,redzone_touches,goal_line_touches,Games Played (Advanced),Year,Position,posteam,player_id,player_name,targets,yac
"Overall fantasy ranking for the player","Player name","Total fantasy points scored","Average fantasy points per game","Receptions (advanced tracking)","Targets (advanced tracking)","Target share percentage","Catchable targets","Number of drops","Receiving yards (advanced tracking)","Yards per reception (advanced)","Yards before catch","Yards before catch per reception","Yards after catch (YAC)","Yards after catch per reception","Yards after contact","Yards after contact per reception","Broken tackles","Receiving touchdowns (basic)","Receptions of 10+ yards","Receptions of 20+ yards","Receptions of 30+ yards","Receptions of 40+ yards","Receptions of 50+ yards","Red zone targets","Routes run","Yards per route run (YPRR)","Targets per route run (TPRR)","Fumbles lost","Red zone touches","Goal line touches","Games played (advanced tracking)","Season year","Player position","Posteam","Unique player identifier","Player display name","Targets (raw count)","Yards after catch (raw count)"
1.0,Mark Andrews (BAL),301.1,17.7,107.0,153.0,25.8%,110.0,3.0,"1,361",12.7,903.0,8.4,458.0,4.3,187.0,1.7,4.0,9.0,61.0,20.0,5.0,2.0,0.0,20.0,158.0,8.613924050632912,0.9683544303797468,0.0,28.0,7.0,17.0,2021,TE,BAL,00-0034753,M.Andrews,153.0,450.0
2.0,Travis Kelce (KC),262.8,16.4,92.0,134.0,21.0%,102.0,10.0,"1,125",12.2,561.0,6.1,564.0,6.1,248.0,2.7,8.0,9.0,50.0,13.0,4.0,2.0,1.0,16.0,161.0,8.84472049689441,1.0,1.0,23.0,8.0,16.0,2021,TE,KC,00-0030506,T.Kelce,161.0,700.0
3.0,Dalton Schultz (HOU),208.8,12.3,78.0,104.0,16.3%,82.0,4.0,808,10.4,460.0,5.9,348.0,4.5,109.0,1.4,3.0,8.0,38.0,6.0,2.0,0.0,0.0,14.0,114.0,7.868421052631579,0.9824561403508772,0.0,16.0,5.0,17.0,2021,TE,DAL,00-0034383,D.Schultz,112.0,372.0
4.0,George Kittle (SF),198.0,14.1,71.0,94.0,18.8%,76.0,2.0,910,12.8,460.0,6.5,450.0,6.3,179.0,2.5,8.0,6.0,38.0,13.0,3.0,1.0,0.0,9.0,108.0,9.425925925925926,1.0,1.0,11.0,1.0,14.0,2021,TE,SF,00-0033288,G.Kittle,108.0,489.0
5.0,Zach Ertz (WAS),180.7,10.6,74.0,112.0,23.9%,82.0,6.0,763,10.3,423.0,5.7,340.0,4.6,74.0,1.0,2.0,5.0,33.0,7.0,1.0,1.0,0.0,20.0,117.0,6.700854700854701,0.9883720930232558,0.0,22.0,9.0,17.0,2021,TE,ARI,00-0030061,Z.Ertz,85.0,352.0
6.0,Kyle Pitts Sr. (ATL),176.6,10.4,68.0,110.0,19.9%,77.0,6.0,"1,026",15.1,713.0,10.5,313.0,4.6,137.0,2.0,3.0,1.0,41.0,16.0,6.0,2.0,1.0,14.0,,,,0.0,,,17.0,2021,TE,,,,,
7.0,Rob Gronkowski (FA),171.2,14.3,55.0,88.0,12.3%,62.0,5.0,802,14.6,452.0,8.2,350.0,6.4,147.0,2.7,9.0,6.0,35.0,16.0,3.0,1.0,0.0,10.0,106.0,8.660377358490566,1.0,0.0,14.0,5.0,12.0,2021,TE,TB,00-0027656,R.Gronkowski,106.0,419.0
8.0,Dallas Goedert (PHI),165.0,11.0,56.0,76.0,16.2%,63.0,5.0,830,14.8,444.0,7.9,386.0,6.9,101.0,1.8,9.0,4.0,39.0,14.0,3.0,1.0,0.0,6.0,89.0,10.359550561797754,0.9887640449438202,0.0,8.0,2.0,15.0,2021,TE,PHI,00-0034351,D.Goedert,88.0,420.0
9.0,Mike Gesicki (CIN),165.0,9.7,73.0,112.0,18.7%,79.0,3.0,780,10.7,559.0,7.7,221.0,3.0,69.0,0.9,1.0,2.0,29.0,12.0,2.0,1.0,0.0,9.0,113.0,6.902654867256637,0.991150442477876,0.0,12.0,3.0,17.0,2021,TE,MIA,00-0034829,M.Gesicki,112.0,221.0
10.0,Hunter Henry (NE),164.3,10.3,50.0,75.0,14.3%,50.0,0.0,603,12.1,459.0,9.2,144.0,2.9,41.0,0.8,1.0,9.0,25.0,8.0,4.0,0.0,0.0,17.0,79.0,8.012658227848101,1.0,0.0,19.0,6.0,16.0,2021,TE,NE,00-0033090,H.Henry,79.0,151.0
11.0,Dawson Knox (BUF),164.1,10.9,49.0,71.0,11.4%,53.0,4.0,587,12.0,310.0,6.3,277.0,5.7,63.0,1.3,3.0,9.0,24.0,8.0,3.0,2.0,1.0,18.0,80.0,8.5625,1.0,0.0,21.0,4.0,15.0,2021,TE,BUF,00-0035689,D.Knox,80.0,296.0
12.0,Noah Fant (CIN),159.0,9.9,68.0,90.0,17.4%,71.0,2.0,670,9.9,361.0,5.3,309.0,4.5,53.0,0.8,1.0,4.0,25.0,7.0,2.0,0.0,0.0,12.0,91.0,7.362637362637362,0.989010989010989,0.0,17.0,4.0,16.0,2021,TE,DEN,00-0035644,N.Fant,90.0,319.0
13.0,Pat Freiermuth (PIT),151.7,9.5,60.0,79.0,12.1%,62.0,2.0,497,8.3,250.0,4.2,247.0,4.1,117.0,2.0,8.0,7.0,21.0,2.0,0.0,0.0,0.0,20.0,85.0,6.141176470588236,0.9882352941176472,1.0,21.0,7.0,16.0,2021,TE,PIT,00-0036894,P.Freiermuth,84.0,268.0
14.0,Tyler Higbee (LAR),147.0,9.8,61.0,85.0,14.1%,64.0,3.0,560,9.2,279.0,4.6,281.0,4.6,78.0,1.3,1.0,5.0,24.0,3.0,1.0,0.0,0.0,18.0,99.0,6.818181818181818,1.0,0.0,21.0,5.0,15.0,2021,TE,LA,00-0033110,T.Higbee,99.0,320.0
15.0,T.J. Hockenson (MIN),145.3,12.1,61.0,84.0,14.8%,62.0,1.0,583,9.6,384.0,6.3,199.0,3.3,56.0,0.9,4.0,4.0,24.0,8.0,1.0,0.0,0.0,9.0,86.0,6.77906976744186,0.9767441860465116,0.0,12.0,2.0,12.0,2021,TE,DET,00-0035229,T.Hockenson,84.0,199.0
