Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Red Zone Targets,routes_run,yprr,TPRR,Fumbles Lost,redzone_touches,goal_line_touches,Games Played (Advanced),Year,Position,posteam,player_id,player_name,targets,yac
10.0,Vance McDonald (FA),133.0,8.9,50.0,72.0,10.7%,54.0,4.0,610,12.2,223.0,4.5,387.0,7.7,195.0,3.9,10.0,4.0,25.0,6.0,3.0,2.0,1.0,5.0,72.0,8.472222222222221,1.0,1.0,10.0,3.0,15.0,2018,TE,PIT,00-0030470,V.McDonald,72.0,387.0
11.0,Rob Gronkowski (FA),131.2,10.1,47.0,72.0,12.9%,49.0,3.0,682,14.5,500.0,10.6,182.0,3.9,80.0,1.7,1.0,3.0,31.0,8.0,4.0,1.0,0.0,2.0,91.0,9.593406593406591,1.0,1.0,9.0,1.0,13.0,2018,TE,NE,00-0027656,R.Gronkowski,91.0,264.0
12.0,Jimmy Graham (FA),130.6,8.2,55.0,89.0,14.5%,60.0,3.0,636,11.6,375.0,6.8,261.0,4.7,58.0,1.1,2.0,2.0,29.0,7.0,2.0,1.0,1.0,5.0,89.0,7.146067415730337,1.0,0.0,9.0,4.0,16.0,2018,TE,GB,00-0027696,J.Graham,89.0,261.0
13.0,Evan Engram (DEN),126.3,11.5,45.0,64.0,11.1%,48.0,3.0,577,12.8,189.0,4.2,388.0,8.6,109.0,2.4,1.0,3.0,18.0,8.0,6.0,2.0,2.0,5.0,65.0,8.876923076923077,0.9846153846153848,0.0,9.0,3.0,11.0,2018,TE,NYG,00-0033881,E.Engram,64.0,388.0
14.0,O.J. Howard (FA),120.5,12.1,34.0,48.0,7.8%,35.0,1.0,565,16.6,356.0,10.5,209.0,6.1,98.0,2.9,1.0,5.0,25.0,11.0,3.0,1.0,1.0,3.0,48.0,11.770833333333334,1.0,0.0,7.0,2.0,10.0,2018,TE,TB,00-0033879,O.Howard,48.0,209.0
15.0,Jordan Reed (FA),119.8,9.2,54.0,84.0,17.2%,59.0,3.0,558,10.3,327.0,6.1,231.0,4.3,48.0,0.9,4.0,2.0,20.0,7.0,1.0,0.0,0.0,5.0,84.0,6.642857142857143,1.0,1.0,7.0,1.0,13.0,2018,TE,WAS,00-0030472,J.Reed,84.0,231.0
16.0,Chris Herndon IV (FA),113.2,7.1,39.0,56.0,11.1%,41.0,1.0,502,12.9,325.0,8.3,177.0,4.5,52.0,1.3,1.0,4.0,24.0,9.0,1.0,0.0,0.0,7.0,,,,0.0,,,16.0,2018,TE,,,,,
17.0,Mark Andrews (BAL),107.2,6.7,34.0,50.0,9.3%,37.0,3.0,552,16.2,359.0,10.6,193.0,5.7,67.0,2.0,1.0,3.0,22.0,8.0,3.0,2.0,2.0,3.0,57.0,10.228070175438596,1.0,0.0,9.0,1.0,16.0,2018,TE,BAL,00-0034753,M.Andrews,57.0,203.0
18.0,C.J. Uzomah (FA),104.9,6.6,43.0,64.0,12.1%,45.0,2.0,439,10.2,237.0,5.5,202.0,4.7,47.0,1.1,4.0,3.0,17.0,6.0,0.0,0.0,0.0,3.0,64.0,6.859375,1.0,0.0,6.0,2.0,16.0,2018,TE,CIN,00-0032134,C.Uzomah,64.0,195.0
19.0,Cameron Brate (FA),92.9,5.8,30.0,49.0,7.9%,34.0,3.0,289,9.6,238.0,7.9,51.0,1.7,14.0,0.5,1.0,6.0,13.0,2.0,0.0,0.0,0.0,7.0,49.0,5.8979591836734695,1.0,1.0,12.0,3.0,16.0,2018,TE,TB,00-0031273,C.Brate,49.0,51.0
20.0,Dallas Goedert (PHI),90.4,5.7,33.0,44.0,7.4%,34.0,1.0,334,10.1,173.0,5.2,161.0,4.9,51.0,1.5,2.0,4.0,14.0,5.0,1.0,0.0,0.0,5.0,48.0,7.375,1.0,0.0,8.0,2.0,16.0,2018,TE,PHI,00-0034351,D.Goedert,48.0,180.0
21.0,Benjamin Watson (FA),87.0,5.4,35.0,46.0,9.0%,39.0,3.0,400,11.4,313.0,8.9,87.0,2.5,34.0,1.0,1.0,2.0,15.0,6.0,1.0,0.0,0.0,8.0,47.0,8.76595744680851,1.0,0.0,9.0,4.0,16.0,2018,TE,NO,00-0022943,B.Watson,47.0,94.0
22.0,Gerald Everett (FA),86.6,5.4,33.0,50.0,9.2%,33.0,0.0,320,9.7,176.0,5.3,144.0,4.4,45.0,1.4,2.0,3.0,12.0,4.0,1.0,1.0,0.0,7.0,58.0,6.379310344827586,0.9827586206896552,0.0,13.0,2.0,16.0,2018,TE,LA,00-0033895,G.Everett,57.0,169.0
23.0,Jesse James (FA),84.3,5.3,30.0,39.0,5.8%,33.0,3.0,423,14.1,238.0,7.9,185.0,6.2,27.0,0.9,0.0,2.0,13.0,8.0,4.0,2.0,1.0,2.0,40.0,10.575,0.975,0.0,6.0,2.0,16.0,2018,TE,PIT,00-0032135,J.James,39.0,185.0
24.0,Ian Thomas (LV),81.3,5.1,36.0,49.0,9.0%,39.0,3.0,333,9.3,175.0,4.9,158.0,4.4,29.0,0.8,2.0,2.0,11.0,4.0,1.0,0.0,0.0,4.0,49.0,6.795918367346939,1.0,0.0,7.0,1.0,16.0,2018,TE,CAR,00-0034365,I.Thomas,49.0,158.0
25.0,Greg Olsen (FA),80.1,8.9,27.0,38.0,7.0%,30.0,1.0,291,10.8,207.0,7.7,84.0,3.1,1.0,0.0,1.0,4.0,15.0,2.0,0.0,0.0,0.0,4.0,38.0,7.657894736842105,1.0,0.0,6.0,3.0,9.0,2018,TE,CAR,00-0025418,G.Olsen,38.0,84.0
