Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Red Zone Targets,routes_run,yprr,TPRR,Fumbles Lost,redzone_touches,goal_line_touches,Games Played (Advanced),Year,Position,posteam,player_id,player_name,targets,yac
10.0,Dalton Schultz (HOU),150.5,10.0,59.0,88.0,15.5%,62.0,3.0,635,10.8,376.0,6.4,259.0,4.4,100.0,1.7,8.0,5.0,26.0,7.0,1.0,0.0,0.0,13.0,98.0,7.295918367346939,0.9897959183673468,1.0,15.0,3.0,15.0,2023,TE,HOU,00-0034383,D.Schultz,97.0,263.0
11.0,Dalton Kincaid (BUF),150.3,9.4,73.0,91.0,16.7%,78.0,4.0,673,9.2,358.0,4.9,315.0,4.3,66.0,0.9,3.0,2.0,23.0,5.0,1.0,1.0,1.0,9.0,102.0,7.617647058823529,1.0,1.0,9.0,2.0,16.0,2023,TE,BUF,00-0038933,D.Kincaid,102.0,358.0
12.0,Taysom Hill (NO),143.5,9.0,33.0,40.0,6.9%,35.0,1.0,291,8.8,158.0,4.8,133.0,4.0,42.0,1.3,3.0,2.0,10.0,2.0,1.0,0.0,0.0,4.0,180.0,10.338888888888889,0.9944444444444444,1.0,27.0,10.0,16.0,2023,TE,MIA,00-0033040,T.Hill,179.0,683.0
13.0,Kyle Pitts Sr. (ATL),137.3,8.1,53.0,90.0,17.7%,57.0,4.0,667,12.6,533.0,10.1,134.0,2.5,30.0,0.6,0.0,3.0,32.0,7.0,3.0,0.0,0.0,5.0,,,,0.0,,,17.0,2023,TE,,,,,
14.0,Dallas Goedert (PHI),136.3,9.7,59.0,83.0,15.8%,61.0,2.0,592,10.0,273.0,4.6,319.0,5.4,101.0,1.7,2.0,3.0,24.0,6.0,1.0,1.0,0.0,10.0,89.0,6.887640449438202,1.0,0.0,12.0,2.0,14.0,2023,TE,PHI,00-0034351,D.Goedert,89.0,326.0
15.0,Mark Andrews (BAL),135.4,13.5,45.0,61.0,12.8%,50.0,3.0,544,12.1,327.0,7.3,217.0,4.8,92.0,2.0,4.0,6.0,23.0,8.0,3.0,0.0,0.0,14.0,63.0,8.873015873015873,1.0,0.0,15.0,5.0,10.0,2023,TE,BAL,00-0034753,M.Andrews,63.0,217.0
16.0,Logan Thomas (FA),126.8,7.9,55.0,78.0,13.0%,57.0,2.0,496,9.0,267.0,4.9,229.0,4.2,58.0,1.1,1.0,4.0,17.0,3.0,0.0,0.0,0.0,9.0,79.0,6.2784810126582276,0.9873417721518988,2.0,10.0,6.0,16.0,2023,TE,WAS,00-0031260,L.Thomas,78.0,229.0
17.0,Jonnu Smith (PIT),124.2,7.3,50.0,70.0,13.8%,54.0,4.0,582,11.6,225.0,4.5,357.0,7.1,118.0,2.4,6.0,3.0,25.0,4.0,3.0,2.0,2.0,9.0,70.0,8.314285714285715,1.0,1.0,10.0,5.0,17.0,2023,TE,ATL,00-0033858,J.Smith,70.0,357.0
18.0,Tyler Conklin (LAC),123.1,7.2,61.0,87.0,15.5%,63.0,2.0,621,10.2,375.0,6.1,246.0,4.0,83.0,1.4,2.0,0.0,21.0,7.0,2.0,0.0,0.0,9.0,87.0,7.137931034482759,1.0,0.0,9.0,1.0,17.0,2023,TE,NYJ,00-0034270,T.Conklin,87.0,246.0
19.0,Hunter Henry (NE),119.9,8.6,42.0,61.0,11.3%,45.0,3.0,419,10.0,341.0,8.1,78.0,1.9,35.0,0.8,2.0,6.0,16.0,2.0,0.0,0.0,0.0,6.0,61.0,6.868852459016393,1.0,0.0,6.0,1.0,14.0,2023,TE,NE,00-0033090,H.Henry,61.0,78.0
20.0,Cade Otton (TB),116.5,6.9,47.0,67.0,12.2%,50.0,3.0,455,9.7,232.0,4.9,223.0,4.7,53.0,1.1,4.0,4.0,15.0,6.0,0.0,0.0,0.0,10.0,87.0,6.9655172413793105,0.9885057471264368,1.0,15.0,4.0,17.0,2023,TE,TB,00-0038129,C.Otton,86.0,299.0
21.0,Chig Okonkwo (TEN),113.4,6.7,54.0,77.0,16.1%,61.0,6.0,528,9.8,268.0,5.0,260.0,4.8,76.0,1.4,5.0,1.0,25.0,6.0,1.0,0.0,0.0,6.0,77.0,6.857142857142857,1.0,0.0,6.0,1.0,17.0,2023,TE,TEN,00-0037809,C.Okonkwo,77.0,260.0
22.0,Darren Waller (MIA),113.2,9.4,52.0,74.0,15.3%,55.0,3.0,552,10.6,341.0,6.6,211.0,4.1,45.0,0.9,0.0,1.0,21.0,8.0,0.0,0.0,0.0,4.0,74.0,7.45945945945946,1.0,0.0,4.0,1.0,12.0,2023,TE,NYG,00-0031610,D.Waller,74.0,211.0
23.0,Gerald Everett (FA),111.1,7.4,51.0,70.0,11.4%,53.0,2.0,411,8.1,136.0,2.7,275.0,5.4,119.0,2.3,9.0,3.0,16.0,4.0,1.0,0.0,0.0,10.0,70.0,5.871428571428571,1.0,0.0,11.0,3.0,15.0,2023,TE,LAC,00-0033895,G.Everett,70.0,275.0
24.0,Tyler Higbee (LAR),108.5,7.2,47.0,70.0,12.6%,55.0,7.0,495,10.5,249.0,5.3,246.0,5.2,56.0,1.2,2.0,2.0,20.0,6.0,2.0,0.0,0.0,5.0,71.0,6.971830985915493,1.0,0.0,5.0,1.0,15.0,2023,TE,LA,00-0033110,T.Higbee,71.0,246.0
25.0,Isaiah Likely (BAL),101.1,5.9,30.0,40.0,8.4%,33.0,3.0,411,13.7,195.0,6.5,216.0,7.2,106.0,3.5,6.0,5.0,16.0,6.0,3.0,1.0,1.0,7.0,46.0,10.021739130434783,1.0,0.0,9.0,0.0,17.0,2023,TE,BAL,00-0037838,I.Likely,46.0,239.0
