Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Red Zone Targets,routes_run,yprr,TPRR,Fumbles Lost,redzone_touches,goal_line_touches,Games Played (Advanced),Year,Position,posteam,player_id,player_name,targets,yac
10.0,Tucker Kraft (GB),163.3,9.6,50.0,70.0,15.1%,55.0,5.0,707,14.1,251.0,5.0,456.0,9.1,198.0,4.0,9.0,7.0,27.0,11.0,4.0,2.0,2.0,15.0,76.0,9.644736842105264,0.986842105263158,1.0,18.0,3.0,17.0,2024,TE,GB,00-0038996,T.Kraft,75.0,477.0
11.0,David Njoku (CLE),148.5,13.5,64.0,97.0,15.3%,70.0,7.0,505,7.9,254.0,4.0,251.0,3.9,71.0,1.1,4.0,5.0,17.0,4.0,0.0,0.0,0.0,12.0,99.0,5.101010101010101,0.9797979797979798,0.0,16.0,7.0,11.0,2024,TE,CLE,00-0033885,D.Njoku,97.0,251.0
12.0,Hunter Henry (NE),145.4,9.1,66.0,97.0,19.4%,68.0,2.0,674,10.2,406.0,6.2,268.0,4.1,97.0,1.5,2.0,2.0,31.0,4.0,3.0,0.0,0.0,16.0,97.0,6.948453608247423,1.0,0.0,18.0,3.0,16.0,2024,TE,NE,00-0033090,H.Henry,97.0,268.0
13.0,Mike Gesicki (CIN),141.5,8.3,65.0,83.0,13.2%,71.0,5.0,665,10.2,420.0,6.5,245.0,3.8,55.0,0.8,0.0,2.0,29.0,5.0,2.0,1.0,0.0,10.0,83.0,8.012048192771084,1.0,1.0,10.0,3.0,17.0,2024,TE,CIN,00-0034829,M.Gesicki,83.0,245.0
14.0,Cade Otton (TB),140.6,10.0,59.0,87.0,15.5%,67.0,8.0,600,10.2,289.0,4.9,311.0,5.3,145.0,2.5,6.0,4.0,22.0,7.0,2.0,1.0,0.0,14.0,89.0,7.101123595505618,1.0,1.0,16.0,6.0,14.0,2024,TE,TB,00-0038129,C.Otton,89.0,330.0
15.0,Kyle Pitts Sr. (ATL),131.2,7.7,47.0,74.0,13.7%,51.0,4.0,602,12.8,330.0,7.0,272.0,5.8,121.0,2.6,4.0,4.0,21.0,7.0,5.0,3.0,2.0,13.0,,,,0.0,,,17.0,2024,TE,,,,,
16.0,Isaiah Likely (BAL),123.7,7.7,42.0,58.0,12.7%,43.0,2.0,477,11.4,221.0,5.3,256.0,6.1,76.0,1.8,3.0,6.0,18.0,4.0,2.0,2.0,0.0,13.0,68.0,8.867647058823529,0.9852941176470588,1.0,14.0,3.0,16.0,2024,TE,BAL,00-0037838,I.Likely,67.0,297.0
17.0,Juwan Johnson (NO),122.8,7.2,50.0,66.0,12.8%,53.0,3.0,548,11.0,336.0,6.7,212.0,4.2,49.0,1.0,3.0,3.0,26.0,8.0,1.0,0.0,0.0,6.0,68.0,8.058823529411764,0.9705882352941176,0.0,1.0,0.0,17.0,2024,TE,NO,00-0026300,J.Johnson,66.0,212.0
18.0,Tyler Conklin (LAC),121.9,7.6,51.0,72.0,12.2%,52.0,1.0,449,8.8,187.0,3.7,262.0,5.1,76.0,1.5,0.0,4.0,21.0,7.0,0.0,0.0,0.0,8.0,73.0,6.1506849315068495,0.9863013698630136,0.0,10.0,6.0,16.0,2024,TE,NYJ,00-0034270,T.Conklin,72.0,262.0
19.0,Cole Kmet (CHI),120.4,7.1,47.0,55.0,10.4%,48.0,1.0,474,10.1,293.0,6.2,181.0,3.9,47.0,1.0,1.0,4.0,19.0,7.0,1.0,0.0,0.0,8.0,59.0,8.033898305084746,0.9322033898305084,0.0,12.0,6.0,17.0,2024,TE,CHI,00-0036290,C.Kmet,55.0,181.0
20.0,Dalton Schultz (HOU),118.2,7.0,53.0,85.0,15.5%,57.0,4.0,532,10.0,318.0,6.0,214.0,4.0,62.0,1.2,0.0,2.0,20.0,5.0,1.0,0.0,0.0,7.0,93.0,6.645161290322581,1.0,0.0,8.0,0.0,17.0,2024,TE,HOU,00-0034383,D.Schultz,93.0,237.0
21.0,Chig Okonkwo (TEN),113.6,6.7,52.0,70.0,13.8%,55.0,3.0,479,9.2,230.0,4.4,249.0,4.8,113.0,2.2,5.0,2.0,15.0,4.0,1.0,1.0,1.0,5.0,71.0,6.802816901408451,0.9859154929577464,1.0,6.0,2.0,17.0,2024,TE,TEN,00-0037809,C.Okonkwo,70.0,253.0
22.0,Noah Gray (KC),113.3,6.7,40.0,49.0,8.6%,42.0,2.0,437,10.9,227.0,5.7,210.0,5.3,39.0,1.0,0.0,5.0,21.0,6.0,1.0,0.0,0.0,8.0,53.0,8.528301886792454,1.0,0.0,10.0,2.0,17.0,2024,TE,KC,00-0036637,N.Gray,53.0,214.0
23.0,Will Dissly (LAC),110.1,7.3,50.0,64.0,13.0%,54.0,4.0,481,9.6,178.0,3.6,303.0,6.1,100.0,2.0,4.0,2.0,20.0,5.0,0.0,0.0,0.0,8.0,69.0,7.202898550724638,1.0,0.0,8.0,1.0,15.0,2024,TE,LAC,00-0034159,W.Dissly,69.0,317.0
24.0,Austin Hooper (NE),108.6,6.4,45.0,59.0,11.8%,47.0,1.0,476,10.6,251.0,5.6,225.0,5.0,70.0,1.6,3.0,3.0,17.0,5.0,1.0,0.0,0.0,8.0,59.0,8.067796610169491,1.0,1.0,9.0,1.0,17.0,2024,TE,NE,00-0032392,A.Hooper,59.0,225.0
25.0,Jake Ferguson (DAL),104.4,7.5,59.0,86.0,13.8%,62.0,3.0,494,8.4,185.0,3.1,309.0,5.2,119.0,2.0,6.0,0.0,18.0,6.0,0.0,0.0,0.0,4.0,86.0,5.744186046511628,1.0,2.0,6.0,1.0,14.0,2024,TE,DAL,00-0038041,J.Ferguson,86.0,309.0
