Position,Num_Original_Features,Num_PCA_Components,R2,RMSE,CV_R2

QB,5,4,0.9660075907464234,10.694145547445508,0.16560494479214966

RB,3,2,0.13470479432975335,20.883269545160285,nan

WR,5,3,0.49872584501392425,32.816132401992064,-63439.46299029596

TE,5,3,0.9668926172999015,7.214489674185947,-78.07131555865031
