Rank,Player,Fantasy Points,Fantasy Points/Game,Fumbles Lost,Games Played (Advanced),Position,player_id,Year,Yards/Attempt (Basic),Rushing TD (Basic),Yards/Reception (Basic),Receiving TD (Basic),Rostered %,Rushing Attempts (Advanced),Rushing Yards (Advanced),Yards Before Contact,Yards Before Contact/Attempt,Yards After Contact,Yards After Contact/Attempt,Broken Tackles,Tackles for Loss,Tackles for Loss Yards,Longest TD Run,Runs 10+ Yards,Runs 20+ Yards (Advanced),Runs 30+ Yards,Runs 40+ Yards,Runs 50+ Yards,Receptions (Advanced),Targets (Advanced),Red Zone Targets,Yards After Contact (Advanced),yac,redzone_touches,goal_line_touches,relevent_snaps_played
10.0,Antonio Gibson (NE),229.1,14.3,4.0,16.0,RB,00-0036328,2021,4.0,7.0,7.0,3.0,0.9%,258.0,"1,037",534.0,2.1,503.0,1.9,19.0,21.0,-55.0,18.0,24.0,4.0,0.0,0.0,0.0,42.0,52.0,6.0,131.0,333.0,55.0,21.0,310.0
11.0,Aaron Jones Sr. (MIN),229.0,15.3,1.0,15.0,RB,,2021,4.7,4.0,7.5,6.0,89.3%,171.0,799,409.0,2.4,390.0,2.3,12.0,15.0,-32.0,3.0,16.0,5.0,1.0,1.0,1.0,52.0,65.0,15.0,90.0,,,,236.0
12.0,Josh Jacobs (GB),226.0,15.1,2.0,15.0,RB,00-0035700,2021,4.0,9.0,6.4,0.0,99.7%,217.0,872,430.0,2.0,442.0,2.0,20.0,16.0,-33.0,15.0,21.0,2.0,0.0,0.0,0.0,54.0,64.0,5.0,93.0,437.0,46.0,13.0,281.0
13.0,Nick Chubb (HOU),215.3,15.4,1.0,14.0,RB,00-0034791,2021,5.5,8.0,8.7,1.0,28.7%,228.0,"1,259",567.0,2.5,692.0,3.0,23.0,20.0,-43.0,70.0,41.0,12.0,4.0,2.0,2.0,20.0,25.0,1.0,52.0,183.0,42.0,12.0,253.0
14.0,Damien Harris (FA),210.1,14.0,2.0,15.0,RB,00-0030155,2021,4.6,15.0,7.3,0.0,0.1%,202.0,929,469.0,2.3,461.0,2.3,15.0,19.0,-45.0,64.0,23.0,8.0,4.0,1.0,1.0,18.0,20.0,2.0,19.0,13.0,1.0,1.0,222.0
15.0,D'Andre Swift (CHI),208.9,16.1,1.0,13.0,RB,00-0036275,2021,4.1,5.0,7.3,2.0,90.8%,151.0,617,385.0,2.5,232.0,1.5,9.0,16.0,-44.0,57.0,21.0,3.0,2.0,1.0,1.0,62.0,78.0,8.0,122.0,500.0,31.0,7.0,229.0
16.0,Dalvin Cook (FA),206.3,15.9,2.0,13.0,RB,00-0033893,2021,4.7,6.0,6.6,0.0,0.1%,249.0,"1,159",671.0,2.7,488.0,2.0,16.0,35.0,-75.0,29.0,36.0,9.0,3.0,1.0,1.0,34.0,49.0,1.0,53.0,278.0,50.0,17.0,298.0
17.0,Javonte Williams (DAL),204.9,12.1,1.0,17.0,RB,00-0032975,2021,4.4,4.0,7.3,3.0,84.2%,203.0,903,443.0,2.2,460.0,2.3,31.0,21.0,-49.0,9.0,25.0,6.0,4.0,1.0,0.0,43.0,53.0,7.0,91.0,36.0,4.0,2.0,256.0
18.0,Devin Singletary (NYG),197.8,11.6,0.0,17.0,RB,00-0035250,2021,4.6,7.0,5.7,1.0,1.0%,188.0,870,429.0,2.3,441.0,2.3,13.0,12.0,-23.0,46.0,20.0,6.0,2.0,2.0,0.0,40.0,50.0,6.0,69.0,300.0,55.0,14.0,238.0
19.0,David Montgomery (DET),196.0,14.0,1.0,14.0,RB,00-0035045,2021,3.8,7.0,7.2,0.0,93.9%,225.0,849,431.0,1.9,418.0,1.9,16.0,25.0,-42.0,9.0,21.0,5.0,1.0,1.0,0.0,42.0,51.0,7.0,52.0,15.0,1.0,0.0,276.0
20.0,Darrel Williams (FA),196.0,11.5,0.0,17.0,RB,00-0030874,2021,3.9,6.0,9.6,2.0,0.0%,144.0,558,342.0,2.4,216.0,1.5,4.0,12.0,-17.0,3.0,13.0,1.0,0.0,0.0,0.0,47.0,57.0,10.0,81.0,109.0,9.0,4.0,201.0
22.0,Derrick Henry (BAL),193.3,24.2,0.0,8.0,RB,00-0032764,2021,4.3,10.0,8.6,0.0,99.8%,219.0,937,450.0,2.1,487.0,2.2,10.0,21.0,-39.0,76.0,20.0,3.0,2.0,2.0,2.0,18.0,20.0,2.0,26.0,160.0,40.0,12.0,239.0
23.0,A.J. Dillon (PHI),185.6,10.9,1.0,17.0,RB,00-0036265,2021,4.3,5.0,9.2,2.0,0.6%,187.0,803,396.0,2.1,407.0,2.2,17.0,8.0,-13.0,7.0,9.0,2.0,1.0,0.0,0.0,34.0,37.0,5.0,111.0,310.0,48.0,12.0,224.0
24.0,James Robinson (FA),173.9,12.4,2.0,14.0,RB,00-0035831,2021,4.7,8.0,7.2,0.0,0.0%,164.0,767,450.0,2.7,317.0,1.9,11.0,12.0,-19.0,6.0,19.0,4.0,1.0,1.0,1.0,31.0,46.0,2.0,55.0,230.0,26.0,10.0,210.0
25.0,Myles Gaskin (FA),173.6,10.2,1.0,17.0,RB,00-0035311,2021,3.5,3.0,4.8,4.0,0.0%,173.0,612,364.0,2.1,248.0,1.4,7.0,16.0,-29.0,6.0,12.0,2.0,1.0,0.0,0.0,49.0,63.0,9.0,66.0,250.0,41.0,10.0,236.0
26.0,Elijah Mitchell (KC),165.0,13.8,0.0,12.0,RB,00-0036567,2021,4.7,5.0,7.2,1.0,0.6%,207.0,963,446.0,2.2,517.0,2.5,17.0,20.0,-41.0,38.0,29.0,6.0,3.0,0.0,0.0,19.0,20.0,1.0,52.0,208.0,27.0,6.0,227.0
28.0,Tony Pollard (TEN),162.6,10.8,0.0,15.0,RB,00-0035261,2021,5.5,2.0,8.6,0.0,87.2%,130.0,719,398.0,3.1,321.0,2.5,7.0,4.0,-12.0,58.0,17.0,4.0,2.0,1.0,1.0,39.0,46.0,7.0,101.0,355.0,25.0,3.0,176.0
29.0,Michael Carter (ARI),154.4,11.0,1.0,14.0,RB,00-0036924,2021,4.3,4.0,9.0,0.0,0.1%,147.0,639,294.0,2.0,345.0,2.3,13.0,15.0,-35.0,8.0,13.0,3.0,3.0,1.0,1.0,36.0,55.0,2.0,103.0,7.0,6.0,2.0,202.0
30.0,Saquon Barkley (PHI),148.6,10.6,1.0,14.0,RB,00-0034844,2021,3.7,2.0,6.4,2.0,99.9%,162.0,593,314.0,1.9,279.0,1.7,4.0,19.0,-41.0,6.0,9.0,3.0,2.0,1.0,0.0,41.0,57.0,3.0,54.0,298.0,15.0,3.0,219.0
31.0,Devonta Freeman (FA),146.6,9.2,0.0,16.0,RB,00-0031285,2021,4.3,5.0,5.6,1.0,0.0%,133.0,576,371.0,2.8,205.0,1.5,3.0,16.0,-37.0,9.0,11.0,4.0,2.0,0.0,0.0,34.0,42.0,8.0,45.0,183.0,27.0,8.0,175.0
32.0,Sony Michel (FA),146.3,8.6,1.0,17.0,RB,00-0034845,2021,4.1,4.0,6.1,1.0,0.0%,208.0,845,445.0,2.1,400.0,1.9,16.0,13.0,-27.0,5.0,21.0,2.0,1.0,0.0,0.0,21.0,33.0,2.0,52.0,141.0,54.0,9.0,241.0
33.0,Devontae Booker (FA),144.1,9.0,0.0,16.0,RB,00-0032972,2021,4.1,2.0,6.7,1.0,0.0%,145.0,593,362.0,2.5,231.0,1.6,2.0,15.0,-30.0,19.0,14.0,3.0,1.0,0.0,0.0,40.0,45.0,2.0,78.0,297.0,18.0,6.0,190.0
34.0,Chase Edmonds (FA),143.3,11.9,1.0,12.0,RB,00-0034681,2021,5.1,2.0,7.2,0.0,0.0%,116.0,592,414.0,3.6,178.0,1.5,5.0,4.0,-11.0,11.0,18.0,3.0,2.0,2.0,1.0,43.0,53.0,6.0,61.0,324.0,27.0,5.0,169.0
35.0,Mike Davis (FA),138.2,8.1,3.0,17.0,RB,00-0032063,2021,3.6,3.0,5.9,1.0,0.0%,138.0,503,272.0,2.0,231.0,1.7,9.0,11.0,-24.0,17.0,11.0,0.0,0.0,0.0,0.0,44.0,58.0,5.0,95.0,306.0,26.0,6.0,196.0
36.0,Chuba Hubbard (CAR),137.6,8.6,1.0,16.0,RB,00-0036555,2021,3.6,5.0,7.0,1.0,95.4%,172.0,612,292.0,1.7,325.0,1.9,9.0,24.0,-48.0,21.0,13.0,3.0,0.0,0.0,0.0,25.0,37.0,3.0,29.0,172.0,27.0,7.0,209.0
37.0,J.D. McKissic (FA),127.9,11.6,0.0,11.0,RB,00-0032602,2021,4.4,2.0,9.2,2.0,0.0%,48.0,212,123.0,2.6,89.0,1.9,1.0,3.0,-4.0,10.0,6.0,0.0,0.0,0.0,0.0,43.0,53.0,3.0,39.0,380.0,11.0,6.0,101.0
38.0,Christian McCaffrey (SF),127.5,18.2,0.0,7.0,RB,00-0033280,2021,4.5,1.0,9.3,1.0,99.8%,99.0,442,226.0,2.3,225.0,2.3,12.0,8.0,-18.0,11.0,16.0,0.0,0.0,0.0,0.0,37.0,41.0,2.0,99.0,258.0,22.0,3.0,140.0
39.0,Alexander Mattison (MIA),125.9,7.9,1.0,16.0,RB,00-0034972,2021,3.7,3.0,7.1,1.0,0.7%,134.0,491,226.0,1.7,265.0,2.0,14.0,16.0,-33.0,8.0,10.0,2.0,1.0,1.0,0.0,32.0,39.0,7.0,62.0,238.0,40.0,5.0,173.0
40.0,Brandon Bolden (FA),124.1,7.8,0.0,16.0,RB,00-0029239,2021,5.1,1.0,9.9,2.0,0.0%,44.0,226,103.0,2.3,123.0,2.8,2.0,7.0,-8.0,15.0,10.0,2.0,0.0,0.0,0.0,41.0,49.0,9.0,109.0,431.0,19.0,3.0,93.0
41.0,Kenneth Gainwell (PIT),123.4,7.7,1.0,16.0,RB,00-0036919,2021,4.3,5.0,7.7,1.0,0.5%,68.0,291,193.0,2.8,98.0,1.4,6.0,5.0,-11.0,18.0,7.0,0.0,0.0,0.0,0.0,33.0,50.0,9.0,53.0,282.0,24.0,4.0,118.0
42.0,Rashaad Penny (FA),121.7,12.2,0.0,10.0,RB,00-0034750,2021,6.3,6.0,8.0,0.0,0.0%,119.0,749,376.0,3.2,373.0,3.1,10.0,10.0,-18.0,62.0,19.0,11.0,6.0,2.0,1.0,6.0,8.0,1.0,29.0,62.0,20.0,4.0,127.0
44.0,Miles Sanders (DAL),117.2,9.8,1.0,12.0,RB,00-0035243,2021,5.5,0.0,6.1,0.0,1.6%,137.0,754,471.0,3.4,283.0,2.1,12.0,11.0,-27.0,0.0,20.0,7.0,2.0,0.0,0.0,26.0,34.0,3.0,67.0,235.0,25.0,7.0,171.0
45.0,Ty Johnson (BUF),117.0,7.8,1.0,15.0,RB,00-0035537,2021,3.9,2.0,10.9,2.0,0.6%,61.0,238,174.0,2.9,64.0,1.0,3.0,5.0,-8.0,1.0,7.0,2.0,0.0,0.0,0.0,34.0,55.0,4.0,108.0,9.0,16.0,6.0,116.0
46.0,Clyde Edwards-Helaire (NO),116.5,11.7,2.0,10.0,RB,00-0036360,2021,4.3,4.0,6.2,2.0,0.4%,119.0,517,309.0,2.6,208.0,1.7,7.0,8.0,-15.0,6.0,9.0,0.0,0.0,0.0,0.0,19.0,23.0,3.0,34.0,181.0,21.0,7.0,142.0
47.0,Rhamondre Stevenson (NE),114.9,9.6,1.0,12.0,RB,00-0036875,2021,4.6,5.0,8.8,0.0,83.7%,133.0,606,250.0,1.9,356.0,2.7,16.0,16.0,-27.0,6.0,20.0,1.0,0.0,0.0,0.0,14.0,18.0,2.0,45.0,179.0,29.0,8.0,151.0
49.0,Kareem Hunt (KC),110.0,13.8,0.0,8.0,RB,00-0033923,2021,4.9,5.0,7.9,0.0,20.6%,78.0,386,165.0,2.1,221.0,2.8,9.0,8.0,-18.0,29.0,12.0,2.0,1.0,0.0,0.0,22.0,27.0,4.0,16.0,172.0,22.0,5.0,105.0
51.0,Zack Moss (FA),105.2,8.1,1.0,13.0,RB,00-0036251,2021,3.6,4.0,8.6,1.0,1.6%,96.0,345,143.0,1.5,202.0,2.1,14.0,9.0,-18.0,7.0,5.0,0.0,0.0,0.0,0.0,23.0,32.0,4.0,58.0,200.0,33.0,7.0,128.0
52.0,Rex Burkhead (FA),104.3,7.0,0.0,15.0,RB,00-0030288,2021,3.5,3.0,7.4,0.0,0.0%,122.0,427,210.0,1.7,217.0,1.8,2.0,16.0,-27.0,25.0,7.0,2.0,1.0,0.0,0.0,25.0,32.0,3.0,40.0,141.0,20.0,8.0,154.0
53.0,D'Ernest Johnson (FA),104.1,8.0,0.0,13.0,RB,00-0032187,2021,5.3,3.0,7.2,0.0,0.0%,100.0,534,299.0,3.0,235.0,2.4,10.0,7.0,-15.0,10.0,16.0,4.0,1.0,0.0,0.0,19.0,25.0,1.0,47.0,191.0,14.0,1.0,125.0
54.0,Latavius Murray (FA),103.6,7.4,0.0,14.0,RB,00-0030513,2021,4.2,6.0,7.5,0.0,0.0%,119.0,501,290.0,2.4,211.0,1.8,10.0,9.0,-18.0,46.0,9.0,3.0,1.0,1.0,0.0,10.0,13.0,3.0,20.0,71.0,26.0,7.0,132.0
55.0,Kenyan Drake (FA),102.5,8.5,0.0,12.0,RB,00-0033118,2021,4.0,2.0,9.7,1.0,0.0%,63.0,254,147.0,2.3,107.0,1.7,4.0,4.0,-9.0,18.0,5.0,1.0,0.0,0.0,0.0,30.0,40.0,5.0,66.0,259.0,18.0,1.0,103.0
56.0,Boston Scott (FA),98.6,9.0,1.0,11.0,RB,00-0034414,2021,4.3,7.0,6.4,0.0,0.0%,87.0,373,209.0,2.4,164.0,1.9,4.0,3.0,-5.0,3.0,7.0,2.0,0.0,0.0,0.0,13.0,16.0,1.0,11.0,100.0,21.0,13.0,103.0
57.0,D'Onta Foreman (FA),93.9,10.4,1.0,9.0,RB,00-0033925,2021,4.3,3.0,13.7,0.0,0.0%,133.0,566,264.0,2.0,299.0,2.2,11.0,12.0,-21.0,21.0,11.0,4.0,2.0,0.0,0.0,9.0,11.0,2.0,22.0,124.0,24.0,6.0,144.0
58.0,Ameer Abdullah (SF),89.5,5.3,0.0,17.0,RB,00-0032104,2021,3.3,0.0,7.6,1.0,0.1%,51.0,166,85.0,1.7,81.0,1.6,3.0,8.0,-23.0,0.0,3.0,0.0,0.0,0.0,0.0,38.0,53.0,6.0,67.0,294.0,14.0,1.0,104.0
59.0,Justin Jackson (FA),86.2,6.2,1.0,14.0,RB,00-0034440,2021,5.4,2.0,8.1,0.0,0.0%,68.0,364,257.0,3.8,107.0,1.6,0.0,5.0,-10.0,17.0,7.0,2.0,1.0,1.0,1.0,22.0,25.0,3.0,54.0,165.0,26.0,3.0,93.0
60.0,Samaje Perine (CIN),83.2,5.5,0.0,15.0,RB,00-0033526,2021,4.5,1.0,7.3,1.0,0.5%,55.0,246,116.0,2.1,130.0,2.4,2.0,7.0,-14.0,46.0,7.0,2.0,1.0,1.0,0.0,27.0,31.0,5.0,41.0,257.0,8.0,1.0,86.0
63.0,Khalil Herbert (IND),78.9,4.9,0.0,16.0,RB,00-0036906,2021,4.2,2.0,6.9,0.0,0.3%,103.0,433,246.0,2.4,187.0,1.8,9.0,6.0,-14.0,20.0,9.0,4.0,0.0,0.0,0.0,14.0,16.0,2.0,27.0,101.0,14.0,3.0,119.0
64.0,Kyle Juszczyk (SF),73.8,4.9,0.0,15.0,RB,00-0029892,2021,2.8,1.0,9.9,1.0,0.5%,8.0,22,14.0,1.8,8.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,38.0,5.0,52.0,157.0,8.0,1.0,46.0
65.0,Jeremy McNichols (WAS),73.6,5.7,0.0,13.0,RB,00-0033955,2021,3.8,0.0,8.6,1.0,0.2%,41.0,156,96.0,2.3,60.0,1.5,1.0,3.0,-9.0,0.0,5.0,0.0,0.0,0.0,0.0,28.0,38.0,5.0,66.0,255.0,12.0,1.0,79.0
66.0,Dontrell Hilliard (FA),72.7,9.1,1.0,8.0,RB,00-0034253,2021,6.3,2.0,4.6,0.0,0.0%,56.0,350,214.0,3.8,136.0,2.4,4.0,6.0,-10.0,68.0,11.0,2.0,2.0,1.0,1.0,19.0,26.0,5.0,20.0,112.0,9.0,1.0,82.0
67.0,Alex Collins (FA),68.8,6.3,1.0,11.0,RB,00-0032426,2021,3.8,2.0,9.7,0.0,0.0%,108.0,411,238.0,2.2,173.0,1.6,6.0,13.0,-22.0,14.0,9.0,2.0,0.0,0.0,0.0,9.0,10.0,0.0,14.0,96.0,13.0,4.0,118.0
68.0,Jordan Howard (FA),62.5,8.9,0.0,7.0,RB,00-0032780,2021,4.7,3.0,9.5,0.0,0.0%,86.0,406,208.0,2.4,198.0,2.3,7.0,3.0,-9.0,4.0,9.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,3.0,25.0,25.0,8.0,91.0
69.0,Travis Homer (CHI),61.8,4.4,0.0,14.0,RB,00-0035594,2021,8.4,1.0,10.1,0.0,0.1%,21.0,177,121.0,5.8,56.0,2.7,2.0,1.0,-5.0,73.0,4.0,2.0,1.0,1.0,1.0,16.0,20.0,3.0,58.0,128.0,6.0,1.0,41.0
