Rank,Player,Fantasy Points,Fantasy Points/Game,Fumbles Lost,Games Played (Advanced),Position,player_id,Year,Yards/Attempt (Basic),Rushing TD (Basic),Yards/Reception (Basic),Receiving TD (Basic),Rostered %,Rushing Attempts (Advanced),Rushing Yards (Advanced),Yards Before Contact,Yards Before Contact/Attempt,Yards After Contact,Yards After Contact/Attempt,Broken Tackles,Tackles for Loss,Tackles for Loss Yards,Longest TD Run,Runs 10+ Yards,Runs 20+ Yards (Advanced),Runs 30+ Yards,Runs 40+ Yards,Runs 50+ Yards,Receptions (Advanced),Targets (Advanced),Red Zone Targets,Yards After Contact (Advanced),yac,redzone_touches,goal_line_touches,relevent_snaps_played
10.0,Chase Brown (CIN),255.0,15.9,1.0,16.0,RB,00-0038597,2024,4.3,7.0,6.7,4.0,96.8%,229.0,990,599,2.6,391.0,1.7,23.0,19.0,-40.0,30.0,23.0,8.0,2.0,1.0,0.0,54.0,65.0,12.0,102.0,326.0,60.0,17.0,294.0
11.0,James Conner (ARI),253.8,15.9,1.0,16.0,RB,00-0033553,2024,4.6,8.0,8.8,1.0,95.0%,236.0,"1,094",528,2.2,566.0,2.4,24.0,21.0,-52.0,6.0,34.0,6.0,2.0,2.0,1.0,47.0,55.0,5.0,204.0,483.0,59.0,16.0,291.0
12.0,Jonathan Taylor (IND),244.7,17.5,1.0,14.0,RB,00-0036096,2024,4.7,11.0,7.6,1.0,99.7%,303.0,"1,431",859,2.8,572.0,1.9,15.0,29.0,-55.0,70.0,31.0,11.0,4.0,4.0,3.0,18.0,31.0,3.0,58.0,1.0,2.0,0.0,334.0
13.0,Bucky Irving (TB),244.4,14.4,1.0,17.0,RB,00-0039361,2024,5.4,8.0,8.3,0.0,99.4%,207.0,"1,122",563,2.7,556.0,2.7,12.0,16.0,-36.0,12.0,27.0,8.0,7.0,3.0,2.0,47.0,52.0,8.0,178.0,540.0,52.0,16.0,259.0
14.0,Aaron Jones Sr. (MIN),241.6,14.2,3.0,17.0,RB,,2024,4.5,5.0,8.0,2.0,89.3%,255.0,"1,138",614,2.4,524.0,2.1,11.0,21.0,-36.0,34.0,25.0,3.0,3.0,1.0,0.0,51.0,62.0,17.0,82.0,,,,317.0
15.0,Chuba Hubbard (CAR),241.6,16.1,3.0,15.0,RB,00-0036555,2024,4.8,10.0,4.0,1.0,95.4%,250.0,"1,195",656,2.6,539.0,2.2,14.0,15.0,-28.0,38.0,26.0,8.0,2.0,0.0,0.0,43.0,54.0,11.0,43.0,245.0,57.0,22.0,304.0
16.0,Breece Hall (NYJ),240.9,15.1,2.0,16.0,RB,00-0038120,2024,4.2,5.0,8.5,3.0,96.5%,209.0,876,432,2.1,444.0,2.1,7.0,21.0,-53.0,18.0,26.0,3.0,2.0,1.0,0.0,57.0,76.0,8.0,189.0,496.0,35.0,12.0,285.0
17.0,Joe Mixon (HOU),240.5,17.2,0.0,14.0,RB,00-0033897,2024,4.1,11.0,8.6,1.0,97.1%,245.0,"1,016",540,2.2,468.0,1.9,19.0,36.0,-81.0,45.0,28.0,8.0,4.0,2.0,1.0,36.0,52.0,7.0,110.0,384.0,74.0,18.0,297.0
18.0,David Montgomery (DET),221.7,15.8,1.0,14.0,RB,00-0035685,2024,4.2,12.0,9.5,0.0,93.9%,185.0,775,347,1.9,428.0,2.3,19.0,13.0,-19.0,16.0,17.0,1.0,0.0,0.0,0.0,36.0,38.0,3.0,132.0,365.0,55.0,19.0,223.0
19.0,D'Andre Swift (CHI),214.5,12.6,0.0,17.0,RB,00-0036275,2024,3.8,6.0,9.2,0.0,90.8%,253.0,959,511,2.0,448.0,1.8,7.0,31.0,-78.0,56.0,18.0,5.0,3.0,1.0,1.0,42.0,52.0,0.0,100.0,405.0,32.0,11.0,305.0
20.0,Najee Harris (LAC),204.6,12.0,0.0,17.0,RB,00-0036893,2024,4.0,6.0,7.9,0.0,66.8%,263.0,"1,043",502,1.9,541.0,2.1,22.0,22.0,-49.0,36.0,29.0,9.0,2.0,0.0,0.0,36.0,48.0,4.0,93.0,378.0,55.0,12.0,311.0
21.0,Tony Pollard (TEN),200.7,12.5,2.0,16.0,RB,00-0035261,2024,4.2,5.0,5.8,0.0,87.2%,260.0,"1,079",520,2.0,559.0,2.2,22.0,25.0,-61.0,26.0,30.0,6.0,2.0,1.0,0.0,41.0,57.0,3.0,60.0,221.0,37.0,6.0,317.0
22.0,Rachaad White (TB),199.6,12.5,3.0,16.0,RB,00-0037256,2024,4.3,3.0,7.7,6.0,74.8%,144.0,613,231,1.6,382.0,2.7,9.0,17.0,-36.0,7.0,12.0,2.0,2.0,1.0,1.0,51.0,57.0,10.0,125.0,526.0,32.0,10.0,201.0
23.0,Rico Dowdle (CAR),197.8,12.4,2.0,16.0,RB,00-0036139,2024,4.6,2.0,6.4,3.0,3.6%,235.0,"1,079",570,2.4,509.0,2.2,11.0,19.0,-39.0,4.0,26.0,2.0,0.0,0.0,0.0,39.0,49.0,5.0,71.0,272.0,33.0,8.0,284.0
24.0,J.K. Dobbins (DEN),191.8,14.8,0.0,13.0,RB,00-0036158,2024,4.6,9.0,4.8,0.0,64.7%,195.0,905,416,2.1,489.0,2.5,24.0,18.0,-33.0,43.0,27.0,6.0,4.0,3.0,1.0,32.0,38.0,5.0,28.0,194.0,37.0,9.0,233.0
25.0,Zach Charbonnet (SEA),186.9,11.0,0.0,17.0,RB,00-0039165,2024,4.2,8.0,8.1,1.0,72.1%,135.0,569,270,2.0,304.0,2.2,12.0,15.0,-17.0,51.0,16.0,3.0,1.0,1.0,1.0,42.0,52.0,1.0,76.0,329.0,25.0,13.0,187.0
28.0,Rhamondre Stevenson (NE),175.9,11.7,3.0,15.0,RB,00-0036875,2024,3.9,7.0,5.1,1.0,83.7%,207.0,801,370,1.8,431.0,2.1,14.0,20.0,-51.0,33.0,22.0,2.0,2.0,0.0,0.0,33.0,41.0,9.0,58.0,233.0,54.0,15.0,248.0
30.0,Javonte Williams (DAL),157.9,9.3,2.0,17.0,RB,00-0036997,2024,3.7,4.0,6.7,0.0,84.2%,139.0,513,258,1.9,255.0,1.8,4.0,17.0,-36.0,14.0,13.0,1.0,0.0,0.0,0.0,52.0,70.0,4.0,93.0,408.0,32.0,10.0,209.0
31.0,Kareem Hunt (KC),155.4,12.0,0.0,13.0,RB,00-0033923,2024,3.6,7.0,7.7,0.0,20.6%,200.0,728,399,2.0,329.0,1.6,7.0,11.0,-16.0,6.0,11.0,1.0,0.0,0.0,0.0,23.0,32.0,10.0,88.0,231.0,57.0,20.0,232.0
32.0,Alexander Mattison (MIA),137.4,9.8,1.0,14.0,RB,00-0034972,2024,3.2,4.0,8.2,1.0,0.7%,132.0,420,209,1.6,211.0,1.6,7.0,17.0,-30.0,3.0,7.0,1.0,0.0,0.0,0.0,36.0,48.0,1.0,105.0,314.0,27.0,13.0,180.0
33.0,Jerome Ford (CLE),134.0,9.6,0.0,14.0,RB,00-0037267,2024,5.4,3.0,6.1,0.0,44.4%,104.0,565,345,3.3,220.0,2.1,5.0,11.0,-26.0,62.0,13.0,5.0,4.0,2.0,2.0,37.0,43.0,1.0,71.0,294.0,11.0,3.0,147.0
34.0,Austin Ekeler (WAS),132.3,11.0,0.0,12.0,RB,00-0033699,2024,4.8,4.0,10.5,0.0,79.1%,77.0,367,231,3.0,136.0,1.8,3.0,6.0,-8.0,24.0,7.0,4.0,1.0,1.0,1.0,35.0,41.0,3.0,145.0,514.0,29.0,6.0,118.0
36.0,Tank Bigsby (JAC),129.0,8.1,1.0,16.0,RB,00-0038555,2024,4.6,7.0,7.7,0.0,72.2%,168.0,766,295,1.8,471.0,2.8,14.0,12.0,-18.0,65.0,20.0,4.0,2.0,2.0,2.0,7.0,12.0,0.0,10.0,64.0,35.0,11.0,180.0
37.0,Justice Hill (BAL),127.1,8.5,0.0,15.0,RB,00-0034975,2024,4.9,1.0,9.1,3.0,5.2%,47.0,228,90,1.9,138.0,2.9,6.0,5.0,-10.0,51.0,6.0,2.0,1.0,1.0,1.0,42.0,51.0,8.0,95.0,468.0,16.0,2.0,98.0
38.0,Ameer Abdullah (SF),125.2,8.3,1.0,15.0,RB,00-0032104,2024,4.7,2.0,6.5,3.0,0.1%,66.0,311,183,2.8,128.0,1.9,5.0,3.0,-7.0,7.0,8.0,1.0,1.0,1.0,0.0,40.0,47.0,6.0,69.0,252.0,19.0,6.0,113.0
39.0,Jaylen Warren (PIT),124.1,8.3,1.0,15.0,RB,00-0037228,2024,4.3,1.0,8.2,0.0,83.0%,120.0,511,279,2.3,232.0,1.9,10.0,12.0,-21.0,3.0,14.0,1.0,0.0,0.0,0.0,38.0,47.0,6.0,83.0,343.0,24.0,4.0,167.0
40.0,Ray Davis (BUF),116.1,6.8,0.0,17.0,RB,00-0039875,2024,3.9,3.0,11.1,3.0,17.2%,113.0,442,217,1.9,225.0,2.0,6.0,11.0,-21.0,16.0,11.0,2.0,0.0,0.0,0.0,17.0,19.0,2.0,16.0,164.0,22.0,6.0,132.0
41.0,Jordan Mason (MIN),115.0,9.6,1.0,12.0,RB,00-0037525,2024,5.2,3.0,8.3,0.0,61.9%,153.0,789,440,2.9,349.0,2.3,13.0,15.0,-31.0,10.0,23.0,9.0,2.0,0.0,0.0,11.0,14.0,2.0,26.0,58.0,37.0,9.0,167.0
42.0,Tyjae Spears (TEN),113.6,9.5,0.0,12.0,RB,00-0039032,2024,3.7,4.0,7.5,1.0,70.6%,84.0,312,128,1.5,184.0,2.2,13.0,11.0,-24.0,11.0,9.0,1.0,0.0,0.0,0.0,30.0,35.0,2.0,97.0,255.0,15.0,4.0,119.0
43.0,Tyler Allgeier (ATL),106.2,6.2,0.0,17.0,RB,00-0037263,2024,4.7,3.0,6.8,0.0,34.8%,137.0,644,288,2.1,356.0,2.6,7.0,11.0,-18.0,6.0,18.0,4.0,0.0,0.0,0.0,13.0,13.0,0.0,35.0,93.0,27.0,7.0,150.0
44.0,Antonio Gibson (NE),103.4,6.1,0.0,17.0,RB,00-0036328,2024,4.5,1.0,9.0,0.0,0.9%,120.0,538,215,1.8,323.0,2.7,12.0,15.0,-28.0,11.0,14.0,4.0,1.0,1.0,0.0,23.0,29.0,2.0,41.0,212.0,17.0,3.0,149.0
45.0,Jaleel McLaughlin (DEN),97.2,6.1,1.0,16.0,RB,00-0038794,2024,4.4,1.0,3.2,2.0,2.6%,113.0,496,302,2.7,194.0,1.7,8.0,14.0,-38.0,1.0,16.0,1.0,0.0,0.0,0.0,24.0,27.0,3.0,24.0,169.0,19.0,4.0,140.0
46.0,Devin Singletary (NYG),96.6,6.0,2.0,16.0,RB,00-0035250,2024,3.9,4.0,5.7,0.0,1.0%,113.0,437,206,1.8,231.0,2.0,10.0,6.0,-17.0,7.0,10.0,2.0,1.0,1.0,0.0,21.0,24.0,0.0,29.0,178.0,11.0,5.0,137.0
48.0,Isaac Guerendo (SF),94.2,5.9,1.0,16.0,RB,00-0039363,2024,5.0,4.0,10.1,0.0,40.3%,84.0,420,180,2.1,240.0,2.9,3.0,6.0,-7.0,15.0,9.0,2.0,2.0,1.0,1.0,15.0,16.0,0.0,25.0,107.0,14.0,5.0,100.0
49.0,Cam Akers (NO),93.2,5.8,1.0,16.0,RB,00-0036414,2024,4.3,2.0,4.9,3.0,0.2%,104.0,444,226,2.2,218.0,2.1,7.0,19.0,-37.0,15.0,16.0,2.0,1.0,1.0,1.0,14.0,18.0,4.0,19.0,83.0,17.0,5.0,122.0
50.0,Ty Johnson (BUF),91.7,5.4,0.0,17.0,RB,00-0036427,2024,5.2,1.0,15.8,3.0,0.6%,41.0,213,106,2.6,107.0,2.6,2.0,5.0,-7.0,3.0,7.0,0.0,0.0,0.0,0.0,18.0,25.0,6.0,31.0,183.0,10.0,2.0,66.0
51.0,Braelon Allen (NYJ),85.2,5.0,0.0,17.0,RB,00-0039794,2024,3.6,2.0,7.8,1.0,3.9%,92.0,334,143,1.6,191.0,2.1,4.0,7.0,-9.0,20.0,5.0,1.0,0.0,0.0,0.0,19.0,27.0,1.0,49.0,163.0,12.0,2.0,119.0
52.0,Zack Moss (FA),81.9,9.1,1.0,9.0,RB,00-0036251,2024,3.3,2.0,8.1,1.0,1.6%,74.0,242,166,2.2,76.0,1.0,4.0,6.0,-11.0,5.0,5.0,0.0,0.0,0.0,0.0,23.0,27.0,3.0,34.0,194.0,19.0,9.0,101.0
53.0,Samaje Perine (CIN),81.4,4.8,0.0,17.0,RB,00-0033526,2024,4.6,1.0,11.5,1.0,0.5%,20.0,92,54,2.7,38.0,1.9,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,28.0,35.0,3.0,77.0,305.0,6.0,2.0,55.0
54.0,Roschon Johnson (CHI),77.4,6.0,0.0,13.0,RB,00-0039021,2024,2.7,6.0,6.5,0.0,11.7%,55.0,150,80,1.5,70.0,1.3,0.0,4.0,-10.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,2.0,34.0,96.0,16.0,9.0,75.0
55.0,Miles Sanders (DAL),77.3,7.0,0.0,11.0,RB,00-0035243,2024,3.7,2.0,6.2,1.0,1.6%,55.0,205,124,2.3,81.0,1.5,2.0,6.0,-14.0,1.0,3.0,1.0,0.0,0.0,0.0,24.0,30.0,2.0,25.0,150.0,11.0,2.0,85.0
56.0,Raheem Mostert (LV),70.9,5.5,2.0,13.0,RB,00-0031687,2024,3.3,2.0,8.5,0.0,2.9%,85.0,278,143,1.7,135.0,1.6,1.0,14.0,-27.0,6.0,9.0,1.0,0.0,0.0,0.0,19.0,23.0,2.0,27.0,146.0,18.0,5.0,108.0
57.0,Sean Tucker (TB),68.7,4.0,0.0,17.0,RB,00-0038951,2024,6.2,2.0,12.1,1.0,0.6%,50.0,308,179,3.6,129.0,2.6,5.0,1.0,-1.0,5.0,9.0,2.0,2.0,0.0,0.0,9.0,12.0,0.0,32.0,105.0,5.0,3.0,62.0
58.0,Gus Edwards (FA),64.1,5.8,0.0,11.0,RB,00-0034184,2024,3.6,4.0,2.0,0.0,0.1%,101.0,365,125,1.2,240.0,2.4,9.0,6.0,-17.0,5.0,6.0,1.0,1.0,1.0,0.0,3.0,5.0,0.0,2.0,11.0,21.0,7.0,106.0
59.0,Jeremy McNichols (WAS),63.8,3.8,0.0,17.0,RB,00-0033955,2024,4.7,4.0,3.0,0.0,0.2%,55.0,261,97,1.8,164.0,3.0,7.0,6.0,-13.0,27.0,6.0,2.0,0.0,0.0,0.0,9.0,12.0,2.0,3.0,33.0,17.0,4.0,67.0
60.0,Nick Chubb (HOU),63.3,7.9,1.0,8.0,RB,00-0034791,2024,3.3,3.0,6.2,1.0,28.7%,102.0,332,170,1.7,162.0,1.6,4.0,11.0,-17.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,11.0,1.0,4.0,31.0,19.0,7.0,113.0
61.0,Kenneth Gainwell (PIT),62.6,3.7,0.0,17.0,RB,00-0036919,2024,3.9,1.0,7.3,0.0,0.5%,75.0,290,162,2.2,128.0,1.7,3.0,6.0,-11.0,13.0,11.0,1.0,0.0,0.0,0.0,16.0,22.0,3.0,38.0,142.0,28.0,3.0,97.0
62.0,Kyle Juszczyk (SF),57.6,3.4,1.0,17.0,RB,00-0029892,2024,5.2,1.0,10.5,2.0,0.5%,5.0,26,9,1.8,17.0,3.4,1.0,1.0,-1.0,6.0,1.0,0.0,0.0,0.0,0.0,19.0,31.0,2.0,28.0,93.0,5.0,2.0,36.0
63.0,Ezekiel Elliott (FA),57.5,3.8,1.0,15.0,RB,00-0033045,2024,3.1,3.0,5.8,0.0,0.1%,74.0,226,115,1.6,111.0,1.5,2.0,6.0,-12.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,15.0,2.0,19.0,97.0,16.0,5.0,89.0
64.0,Isiah Pacheco (KC),56.9,8.1,0.0,7.0,RB,00-0037197,2024,3.7,1.0,6.6,0.0,88.9%,83.0,310,181,2.2,129.0,1.6,0.0,5.0,-10.0,1.0,3.0,1.0,1.0,0.0,0.0,12.0,16.0,1.0,15.0,138.0,15.0,5.0,99.0
65.0,Dare Ogunbowale (HOU),56.0,3.3,0.0,17.0,RB,00-0033854,2024,3.7,0.0,10.4,1.0,0.2%,30.0,112,70,2.3,42.0,1.4,1.0,6.0,-9.0,0.0,2.0,1.0,1.0,0.0,0.0,19.0,28.0,5.0,28.0,174.0,11.0,3.0,58.0
66.0,Emari Demercado (ARI),54.7,4.2,0.0,13.0,RB,00-0038705,2024,9.3,1.0,6.5,0.0,0.3%,24.0,223,86,3.6,137.0,5.7,3.0,1.0,-1.0,53.0,6.0,2.0,2.0,2.0,1.0,16.0,20.0,3.0,9.0,95.0,4.0,0.0,44.0
67.0,Trey Sermon (PIT),53.8,3.6,0.0,15.0,RB,00-0036984,2024,2.8,2.0,6.2,0.0,0.1%,56.0,159,75,1.3,84.0,1.5,3.0,7.0,-18.0,1.0,4.0,0.0,0.0,0.0,0.0,16.0,19.0,3.0,21.0,99.0,17.0,7.0,75.0
68.0,Audric Estime (DEN),48.7,3.7,1.0,13.0,RB,00-0039373,2024,4.1,2.0,5.4,0.0,0.6%,76.0,310,134,1.8,176.0,2.3,3.0,4.0,-6.0,3.0,5.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,8.0,37.0,11.0,2.0,81.0
69.0,Christian McCaffrey (SF),47.8,12.0,1.0,4.0,RB,00-0033280,2024,4.0,0.0,9.7,0.0,99.8%,50.0,202,116,2.3,86.0,1.7,3.0,5.0,-11.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,19.0,4.0,29.0,98.0,11.0,1.0,69.0
70.0,Trey Benson (ARI),47.0,3.6,0.0,13.0,RB,00-0039921,2024,4.6,1.0,9.8,0.0,32.5%,63.0,291,157,2.5,134.0,2.1,4.0,4.0,-6.0,1.0,10.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,16.0,78.0,3.0,1.0,69.0
