Rank,Player,Fantasy Points,Fantasy Points/Game,Fumbles Lost,Games Played (Advanced),Position,player_id,Year,Yards/Attempt (Basic),Rushing TD (Basic),Yards/Reception (Basic),Receiving TD (Basic),Rostered %,Rushing Attempts (Advanced),Rushing Yards (Advanced),Yards Before Contact,Yards Before Contact/Attempt,Yards After Contact,Yards After Contact/Attempt,Broken Tackles,Tackles for Loss,Tackles for Loss Yards,Longest TD Run,Runs 10+ Yards,Runs 20+ Yards (Advanced),Runs 30+ Yards,Runs 40+ Yards,Runs 50+ Yards,Receptions (Advanced),Targets (Advanced),Red Zone Targets,Yards After Contact (Advanced),yac,redzone_touches,goal_line_touches,relevent_snaps_played
12.0,Kareem Hunt (KC),230.2,20.9,0.0,11.0,RB,00-0033923,2018,4.6,7.0,14.5,7.0,20.6%,181.0,824,387.0,2.1,437.0,2.4,18.0,20.0,-44.0,10.0,23.0,7.0,2.0,1.0,0.0,26.0,35.0,2.0,138.0,338.0,36.0,13.0,216.0
13.0,Phillip Lindsay (FA),222.8,14.9,0.0,15.0,RB,00-0034109,2018,5.4,9.0,6.9,1.0,0.0%,192.0,"1,037",737.0,3.8,300.0,1.6,10.0,20.0,-39.0,65.0,30.0,8.0,4.0,3.0,2.0,35.0,47.0,1.0,65.0,298.0,35.0,9.0,239.0
14.0,Kenyan Drake (FA),206.2,12.9,1.0,16.0,RB,00-0033118,2018,4.5,4.0,9.0,5.0,0.0%,120.0,535,290.0,2.4,245.0,2.0,9.0,18.0,-47.0,54.0,13.0,4.0,1.0,1.0,1.0,53.0,73.0,1.0,129.0,371.0,19.0,3.0,193.0
15.0,Chris Carson (FA),201.4,14.4,2.0,14.0,RB,00-0033594,2018,4.7,9.0,8.2,0.0,0.3%,247.0,"1,151",556.0,2.3,595.0,2.4,23.0,16.0,-29.0,7.0,33.0,8.0,1.0,1.0,1.0,20.0,24.0,1.0,40.0,169.0,48.0,18.0,271.0
16.0,Derrick Henry (BAL),200.6,12.5,1.0,16.0,RB,00-0032764,2018,4.9,12.0,6.6,0.0,99.8%,215.0,"1,052",403.0,1.9,656.0,3.1,34.0,18.0,-37.0,99.0,30.0,4.0,3.0,2.0,2.0,15.0,18.0,1.0,36.0,115.0,45.0,17.0,233.0
17.0,Nick Chubb (HOU),194.5,12.2,0.0,16.0,RB,00-0034791,2018,5.2,8.0,7.5,2.0,28.7%,192.0,996,398.0,2.1,598.0,3.1,22.0,24.0,-45.0,92.0,28.0,11.0,4.0,4.0,2.0,20.0,29.0,3.0,31.0,181.0,31.0,9.0,221.0
18.0,Tevin Coleman (FA),193.6,12.1,0.0,16.0,RB,00-0032058,2018,4.8,4.0,8.6,5.0,0.0%,167.0,800,497.0,3.0,303.0,1.8,6.0,31.0,-84.0,43.0,25.0,8.0,4.0,2.0,1.0,32.0,44.0,6.0,73.0,275.0,27.0,8.0,211.0
19.0,Adrian Peterson (FA),189.0,11.8,2.0,16.0,RB,00-0025394,2018,4.2,7.0,10.4,1.0,0.7%,251.0,"1,042",572.0,2.3,470.0,1.9,20.0,42.0,-82.0,90.0,26.0,5.0,3.0,3.0,2.0,20.0,26.0,2.0,111.0,201.0,34.0,8.0,277.0
20.0,Jordan Howard (FA),180.0,11.3,1.0,16.0,RB,00-0032780,2018,3.7,9.0,7.3,0.0,0.0%,250.0,935,443.0,1.8,492.0,2.0,8.0,24.0,-51.0,18.0,18.0,5.0,1.0,1.0,0.0,20.0,27.0,1.0,41.0,127.0,39.0,13.0,277.0
21.0,Marlon Mack (FA),178.1,14.8,2.0,12.0,RB,00-0033951,2018,4.7,9.0,6.1,1.0,0.0%,195.0,908,490.0,2.5,418.0,2.1,10.0,13.0,-29.0,20.0,19.0,7.0,1.0,1.0,0.0,17.0,26.0,1.0,8.0,128.0,44.0,16.0,221.0
22.0,T.J. Yeldon (FA),173.1,12.4,1.0,14.0,RB,00-0032209,2018,4.0,1.0,8.9,4.0,0.0%,104.0,414,229.0,2.2,185.0,1.8,5.0,3.0,-7.0,1.0,9.0,1.0,0.0,0.0,0.0,55.0,78.0,6.0,80.0,440.0,18.0,4.0,182.0
23.0,Lamar Miller (FA),172.6,12.3,1.0,14.0,RB,00-0029615,2018,4.6,5.0,6.5,1.0,0.0%,210.0,973,472.0,2.2,501.0,2.4,11.0,28.0,-61.0,97.0,23.0,6.0,4.0,2.0,2.0,25.0,35.0,1.0,42.0,228.0,34.0,9.0,245.0
25.0,Austin Ekeler (WAS),168.8,12.1,1.0,14.0,RB,00-0033699,2018,5.2,3.0,10.4,3.0,79.1%,106.0,554,206.0,1.9,348.0,3.3,9.0,8.0,-22.0,5.0,19.0,4.0,2.0,1.0,0.0,39.0,53.0,5.0,128.0,461.0,23.0,6.0,159.0
26.0,Matt Breida (FA),162.5,11.6,1.0,14.0,RB,00-0033308,2018,5.3,3.0,9.7,2.0,0.0%,153.0,814,496.0,3.2,318.0,2.1,12.0,19.0,-47.0,66.0,27.0,10.0,2.0,1.0,1.0,27.0,31.0,3.0,63.0,235.0,27.0,7.0,184.0
28.0,Dion Lewis (FA),160.7,10.0,1.0,16.0,RB,00-0028087,2018,3.3,1.0,6.8,1.0,0.0%,155.0,517,259.0,1.7,258.0,1.7,16.0,28.0,-58.0,4.0,14.0,2.0,1.0,0.0,0.0,59.0,67.0,3.0,105.0,477.0,31.0,5.0,222.0
29.0,Jalen Richard (FA),156.6,9.8,2.0,16.0,RB,00-0033025,2018,4.7,1.0,8.9,0.0,0.0%,55.0,259,120.0,2.2,139.0,2.5,8.0,5.0,-6.0,3.0,6.0,3.0,1.0,0.0,0.0,68.0,81.0,1.0,149.0,499.0,13.0,3.0,136.0
30.0,Dalvin Cook (FA),152.0,13.8,2.0,11.0,RB,00-0033893,2018,4.6,2.0,7.6,2.0,0.1%,133.0,615,352.0,2.6,263.0,2.0,10.0,19.0,-29.0,21.0,17.0,4.0,2.0,1.0,1.0,40.0,49.0,3.0,107.0,373.0,19.0,3.0,182.0
31.0,Peyton Barber (FA),150.3,9.4,1.0,16.0,RB,00-0032741,2018,3.7,5.0,4.6,1.0,0.0%,234.0,871,424.0,1.8,447.0,1.9,20.0,27.0,-72.0,5.0,24.0,4.0,0.0,0.0,0.0,20.0,29.0,0.0,8.0,64.0,42.0,15.0,263.0
33.0,Isaiah Crowell (FA),140.7,10.8,0.0,13.0,RB,00-0030656,2018,4.8,6.0,7.2,0.0,0.1%,143.0,685,299.0,2.1,386.0,2.7,12.0,17.0,-43.0,77.0,15.0,6.0,4.0,3.0,3.0,21.0,28.0,1.0,76.0,173.0,17.0,3.0,171.0
34.0,Kerryon Johnson (FA),139.4,13.9,1.0,10.0,RB,00-0034349,2018,5.4,3.0,6.7,1.0,0.0%,118.0,641,376.0,3.2,265.0,2.2,14.0,7.0,-13.0,8.0,17.0,6.0,2.0,1.0,1.0,32.0,39.0,0.0,38.0,267.0,23.0,2.0,157.0
35.0,Sony Michel (FA),139.1,10.7,1.0,13.0,RB,00-0034845,2018,4.5,6.0,7.1,0.0,0.0%,209.0,931,497.0,2.4,434.0,2.1,11.0,12.0,-21.0,34.0,25.0,4.0,3.0,0.0,0.0,7.0,11.0,0.0,11.0,60.0,60.0,20.0,220.0
36.0,Mike Davis (FA),136.8,9.1,0.0,15.0,RB,00-0032063,2018,4.6,4.0,6.3,1.0,0.0%,112.0,514,328.0,2.9,186.0,1.7,7.0,7.0,-9.0,20.0,13.0,2.0,1.0,0.0,0.0,34.0,42.0,1.0,47.0,267.0,25.0,5.0,154.0
38.0,Latavius Murray (FA),131.9,8.2,0.0,16.0,RB,00-0030513,2018,4.1,6.0,6.4,0.0,0.0%,140.0,578,289.0,2.1,289.0,2.1,8.0,11.0,-24.0,38.0,13.0,6.0,2.0,0.0,0.0,22.0,26.0,1.0,39.0,115.0,25.0,5.0,166.0
39.0,LeSean McCoy (FA),127.2,9.1,0.0,14.0,RB,00-0027029,2018,3.2,3.0,7.0,0.0,0.0%,161.0,514,287.0,1.8,227.0,1.4,2.0,24.0,-60.0,28.0,11.0,3.0,0.0,0.0,0.0,34.0,46.0,1.0,87.0,288.0,24.0,4.0,207.0
40.0,Leonard Fournette (FA),120.4,15.1,0.0,8.0,RB,00-0033856,2018,3.3,5.0,8.4,1.0,0.0%,133.0,439,213.0,1.6,226.0,1.7,3.0,16.0,-41.0,5.0,9.0,2.0,0.0,0.0,0.0,22.0,26.0,3.0,49.0,213.0,25.0,12.0,159.0
41.0,Doug Martin (FA),119.9,7.5,3.0,16.0,RB,00-0029613,2018,4.2,4.0,6.4,0.0,0.0%,172.0,723,376.0,2.2,347.0,2.0,10.0,10.0,-23.0,24.0,19.0,2.0,0.0,0.0,0.0,18.0,24.0,1.0,27.0,94.0,33.0,11.0,196.0
42.0,Wendell Smallwood (FA),117.4,7.3,1.0,16.0,RB,00-0032782,2018,4.2,3.0,8.2,2.0,0.0%,87.0,364,186.0,2.1,178.0,2.0,5.0,6.0,-17.0,9.0,9.0,0.0,0.0,0.0,0.0,28.0,35.0,5.0,27.0,269.0,25.0,5.0,122.0
43.0,Theo Riddick (FA),116.5,8.3,0.0,14.0,RB,00-0030107,2018,4.3,0.0,6.3,0.0,0.0%,40.0,171,92.0,2.3,79.0,2.0,4.0,6.0,-12.0,0.0,3.0,0.0,0.0,0.0,0.0,61.0,74.0,5.0,78.0,406.0,19.0,0.0,114.0
44.0,Jamaal Williams (FA),114.3,7.1,0.0,16.0,RB,00-0032975,2018,3.8,3.0,7.8,0.0,0.1%,121.0,463,231.0,1.9,233.0,1.9,4.0,12.0,-23.0,10.0,11.0,1.0,0.0,0.0,0.0,27.0,41.0,0.0,57.0,0.0,1.0,0.0,162.0
45.0,Alex Collins (FA),108.6,10.9,3.0,10.0,RB,00-0032426,2018,3.6,7.0,7.0,1.0,0.0%,114.0,411,193.0,1.7,218.0,1.9,10.0,14.0,-44.0,14.0,9.0,0.0,0.0,0.0,0.0,15.0,21.0,1.0,57.0,97.0,26.0,7.0,135.0
46.0,Frank Gore (FA),102.6,7.3,0.0,14.0,RB,00-0023500,2018,4.6,0.0,10.3,1.0,0.1%,156.0,722,353.0,2.3,369.0,2.4,11.0,10.0,-17.0,0.0,12.0,5.0,3.0,0.0,0.0,12.0,16.0,0.0,38.0,115.0,16.0,1.0,172.0
47.0,Royce Freeman (FA),101.3,7.2,1.0,14.0,RB,00-0034838,2018,4.0,5.0,5.1,0.0,0.0%,130.0,521,194.0,1.5,327.0,2.5,16.0,11.0,-22.0,14.0,13.0,2.0,0.0,0.0,0.0,14.0,20.0,0.0,15.0,59.0,18.0,5.0,150.0
49.0,Carlos Hyde (FA),98.4,7.0,1.0,14.0,RB,00-0031045,2018,3.3,5.0,3.3,0.0,0.0%,172.0,571,210.0,1.2,361.0,2.1,20.0,18.0,-29.0,1.0,15.0,1.0,0.0,0.0,0.0,10.0,16.0,0.0,9.0,59.0,24.0,11.0,188.0
50.0,Ito Smith (FA),97.7,7.0,0.0,14.0,RB,00-0034378,2018,3.5,4.0,5.6,0.0,0.0%,90.0,315,169.0,1.9,146.0,1.6,8.0,15.0,-37.0,14.0,10.0,0.0,0.0,0.0,0.0,27.0,32.0,1.0,29.0,160.0,25.0,4.0,122.0
51.0,Alfred Blue (FA),97.3,6.1,0.0,16.0,RB,00-0031075,2018,3.3,2.0,7.7,0.0,0.0%,150.0,499,307.0,2.0,192.0,1.3,7.0,16.0,-31.0,3.0,10.0,0.0,0.0,0.0,0.0,20.0,27.0,2.0,35.0,117.0,21.0,5.0,177.0
52.0,Giovani Bernard (FA),95.9,8.0,0.0,12.0,RB,00-0030456,2018,3.8,3.0,6.2,0.0,0.0%,56.0,211,124.0,2.2,87.0,1.6,1.0,5.0,-19.0,10.0,8.0,2.0,0.0,0.0,0.0,35.0,48.0,1.0,58.0,227.0,12.0,4.0,104.0
53.0,Javorius Allen (FA),93.6,6.7,1.0,14.0,RB,00-0031577,2018,2.7,3.0,5.6,2.0,0.1%,41.0,110,37.0,0.9,73.0,1.8,0.0,2.0,-8.0,1.0,2.0,0.0,0.0,0.0,0.0,35.0,43.0,5.0,39.0,185.0,18.0,7.0,84.0
54.0,Chris Thompson (FA),91.6,9.2,0.0,10.0,RB,00-0030404,2018,4.1,0.0,6.5,1.0,0.0%,43.0,178,126.0,2.9,52.0,1.2,3.0,7.0,-21.0,0.0,9.0,0.0,0.0,0.0,0.0,41.0,55.0,1.0,55.0,215.0,8.0,3.0,98.0
55.0,Gus Edwards (FA),89.8,8.2,0.0,11.0,RB,00-0034184,2018,5.2,2.0,10.0,0.0,0.1%,137.0,718,356.0,2.6,362.0,2.6,7.0,1.0,-1.0,11.0,17.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,17.0,19.0,4.0,139.0
56.0,Jaylen Samuels (FA),89.5,6.4,0.0,14.0,RB,00-0034331,2018,4.6,0.0,7.7,3.0,0.0%,56.0,256,148.0,2.6,108.0,1.9,2.0,4.0,-5.0,0.0,7.0,1.0,0.0,0.0,0.0,26.0,29.0,4.0,64.0,215.0,13.0,3.0,85.0
57.0,Devontae Booker (FA),87.8,5.5,1.0,16.0,RB,00-0032972,2018,5.4,1.0,7.2,0.0,0.0%,34.0,183,93.0,2.7,90.0,2.6,2.0,0.0,0.0,14.0,5.0,1.0,0.0,0.0,0.0,38.0,51.0,3.0,48.0,242.0,12.0,1.0,85.0
58.0,LeGarrette Blount (FA),86.5,5.4,1.0,16.0,RB,00-0027325,2018,2.7,5.0,6.7,0.0,0.1%,154.0,418,170.0,1.1,248.0,1.6,7.0,23.0,-52.0,4.0,10.0,2.0,0.0,0.0,0.0,10.0,15.0,0.0,15.0,87.0,27.0,13.0,169.0
59.0,Elijah McGuire (FA),85.9,10.7,2.0,8.0,RB,00-0033295,2018,3.0,3.0,10.2,1.0,0.0%,92.0,276,99.0,1.1,177.0,1.9,5.0,17.0,-34.0,4.0,7.0,1.0,1.0,0.0,0.0,19.0,31.0,1.0,72.0,169.0,17.0,7.0,123.0
60.0,Jacquizz Rodgers (FA),83.0,5.2,1.0,16.0,RB,00-0028083,2018,3.2,1.0,8.0,0.0,0.0%,33.0,106,54.0,1.6,52.0,1.6,2.0,5.0,-7.0,2.0,3.0,1.0,0.0,0.0,0.0,38.0,45.0,3.0,38.0,240.0,10.0,1.0,78.0
61.0,Josh Adams (FA),81.9,5.1,1.0,16.0,RB,00-0034457,2018,4.3,3.0,8.3,0.0,0.0%,120.0,511,256.0,2.1,255.0,2.1,8.0,15.0,-32.0,28.0,14.0,4.0,0.0,0.0,0.0,7.0,13.0,0.0,11.0,65.0,19.0,6.0,133.0
62.0,Corey Clement (FA),81.1,7.4,0.0,11.0,RB,00-0033725,2018,3.8,2.0,8.7,0.0,0.0%,68.0,259,112.0,1.6,147.0,2.2,2.0,9.0,-24.0,15.0,8.0,2.0,1.0,0.0,0.0,22.0,25.0,1.0,43.0,264.0,19.0,3.0,93.0
63.0,Spencer Ware (FA),79.0,6.1,0.0,13.0,RB,00-0030414,2018,4.8,2.0,11.2,0.0,0.0%,51.0,246,150.0,2.9,96.0,1.9,3.0,2.0,-5.0,3.0,8.0,2.0,1.0,0.0,0.0,20.0,23.0,1.0,54.0,247.0,14.0,5.0,74.0
64.0,Marshawn Lynch (FA),79.0,13.2,0.0,6.0,RB,00-0025399,2018,4.2,3.0,5.6,0.0,0.3%,90.0,376,90.0,1.0,286.0,3.2,6.0,8.0,-16.0,10.0,9.0,1.0,1.0,1.0,1.0,15.0,20.0,3.0,34.0,90.0,20.0,4.0,110.0
65.0,Chris Ivory (FA),78.0,6.0,0.0,13.0,RB,00-0027531,2018,3.3,1.0,15.8,0.0,0.0%,115.0,385,116.0,1.0,269.0,2.3,8.0,13.0,-25.0,1.0,7.0,2.0,0.0,0.0,0.0,13.0,21.0,0.0,59.0,169.0,10.0,3.0,136.0
67.0,Rashaad Penny (FA),70.4,5.0,0.0,14.0,RB,00-0034750,2018,4.9,2.0,8.3,0.0,0.0%,85.0,419,271.0,3.2,148.0,1.7,7.0,10.0,-17.0,20.0,13.0,4.0,2.0,0.0,0.0,9.0,12.0,0.0,10.0,73.0,10.0,1.0,97.0
68.0,Alfred Morris (FA),68.1,5.7,1.0,12.0,RB,00-0029141,2018,3.9,2.0,9.1,0.0,0.0%,111.0,428,211.0,1.9,217.0,2.0,9.0,18.0,-41.0,3.0,11.0,3.0,1.0,1.0,1.0,8.0,13.0,0.0,20.0,67.0,26.0,10.0,124.0
69.0,Kyle Juszczyk (SF),67.4,4.2,2.0,16.0,RB,00-0029892,2018,3.8,0.0,10.8,1.0,0.5%,8.0,30,14.0,1.8,16.0,2.0,0.0,1.0,-5.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,41.0,2.0,32.0,175.0,9.0,1.0,49.0
70.0,C.J. Anderson (FA),67.4,6.1,0.0,11.0,RB,00-0029854,2018,6.0,2.0,8.2,1.0,0.0%,67.0,403,188.0,2.8,215.0,3.2,1.0,5.0,-13.0,4.0,11.0,3.0,1.0,1.0,0.0,5.0,9.0,2.0,9.0,61.0,30.0,8.0,76.0
