Rank,Player,Fantasy Points,Fantasy Points/Game,Fumbles Lost,Games Played (Advanced),Position,player_id,Year,Yards/Attempt (Basic),Rushing TD (Basic),Yards/Reception (Basic),Receiving TD (Basic),Rostered %,Rushing Attempts (Advanced),Rushing Yards (Advanced),Yards Before Contact,Yards Before Contact/Attempt,Yards After Contact,Yards After Contact/Attempt,Broken Tackles,Tackles for Loss,Tackles for Loss Yards,Longest TD Run,Runs 10+ Yards,Runs 20+ Yards (Advanced),Runs 30+ Yards,Runs 40+ Yards,Runs 50+ Yards,Receptions (Advanced),Targets (Advanced),Red Zone Targets,Yards After Contact (Advanced),yac,redzone_touches,goal_line_touches,relevent_snaps_played
24.0,David Montgomery (DET),177.7,11.1,2.0,16.0,RB,00-0035685,2022,4.0,5.0,9.3,1.0,93.9%,201.0,801,415.0,2.1,386.0,1.9,20.0,13.0,-41.0,9.0,17.0,2.0,0.0,0.0,0.0,34.0,40.0,3.0,112.0,283.0,37.0,4.0,241.0
25.0,Raheem Mostert (LV),168.3,10.5,1.0,16.0,RB,00-0031687,2022,4.9,3.0,6.5,2.0,2.9%,181.0,891,502.0,2.8,389.0,2.1,16.0,15.0,-28.0,24.0,27.0,6.0,1.0,1.0,1.0,31.0,42.0,7.0,82.0,179.0,28.0,6.0,223.0
26.0,A.J. Dillon (PHI),167.6,9.9,0.0,17.0,RB,00-0036265,2022,4.1,7.0,7.4,0.0,0.6%,186.0,770,451.0,2.4,319.0,1.7,6.0,9.0,-18.0,21.0,15.0,3.0,0.0,0.0,0.0,28.0,43.0,4.0,55.0,203.0,32.0,11.0,229.0
27.0,Dameon Pierce (HOU),166.4,12.8,2.0,13.0,RB,00-0037258,2022,4.3,4.0,5.5,1.0,0.4%,220.0,939,433.0,2.0,506.0,2.3,27.0,28.0,-61.0,75.0,22.0,7.0,3.0,2.0,1.0,30.0,39.0,2.0,51.0,197.0,35.0,10.0,259.0
28.0,Antonio Gibson (NE),165.9,11.1,0.0,15.0,RB,00-0036328,2022,3.7,3.0,7.7,2.0,0.9%,149.0,546,326.0,2.2,220.0,1.5,5.0,9.0,-26.0,1.0,11.0,1.0,0.0,0.0,0.0,46.0,58.0,6.0,51.0,297.0,32.0,10.0,207.0
29.0,Tyler Allgeier (ATL),159.4,10.0,0.0,16.0,RB,00-0037263,2022,4.9,3.0,8.7,1.0,34.8%,210.0,"1,035",609.0,2.9,426.0,2.0,5.0,15.0,-24.0,5.0,21.0,6.0,3.0,3.0,0.0,16.0,17.0,0.0,51.0,168.0,40.0,11.0,227.0
31.0,Cordarrelle Patterson (FA),154.7,11.9,1.0,13.0,RB,00-0030578,2022,4.8,8.0,5.8,0.0,0.4%,144.0,695,411.0,2.9,284.0,2.0,4.0,16.0,-33.0,17.0,18.0,4.0,1.0,1.0,0.0,21.0,31.0,3.0,6.0,116.0,35.0,9.0,175.0
32.0,Latavius Murray (FA),154.2,11.0,0.0,14.0,RB,00-0030513,2022,4.4,6.0,4.9,0.0,0.0%,171.0,760,473.0,2.8,287.0,1.7,5.0,10.0,-21.0,10.0,16.0,5.0,2.0,1.0,1.0,27.0,35.0,0.0,16.0,188.0,13.0,8.0,206.0
33.0,Jonathan Taylor (IND),146.4,12.2,3.0,12.0,RB,00-0036096,2022,4.5,4.0,5.1,0.0,99.7%,192.0,861,480.0,2.5,381.0,2.0,24.0,15.0,-30.0,66.0,21.0,5.0,1.0,1.0,1.0,28.0,40.0,3.0,46.0,5.0,1.0,1.0,232.0
34.0,Samaje Perine (CIN),142.1,8.9,0.0,16.0,RB,00-0033526,2022,4.1,2.0,7.6,4.0,0.5%,95.0,394,232.0,2.4,162.0,1.7,5.0,6.0,-19.0,7.0,5.0,1.0,0.0,0.0,0.0,38.0,51.0,7.0,80.0,372.0,27.0,4.0,146.0
35.0,Cam Akers (NO),141.3,9.4,2.0,15.0,RB,00-0036414,2022,4.2,7.0,9.0,0.0,0.2%,188.0,786,369.0,2.0,417.0,2.2,13.0,22.0,-51.0,14.0,17.0,3.0,2.0,1.0,0.0,13.0,18.0,3.0,36.0,136.0,31.0,9.0,206.0
36.0,Rachaad White (TB),139.1,8.2,3.0,17.0,RB,00-0037256,2022,3.7,1.0,5.8,2.0,74.8%,129.0,481,315.0,2.4,166.0,1.3,4.0,11.0,-25.0,1.0,8.0,2.0,1.0,0.0,0.0,50.0,58.0,8.0,65.0,346.0,20.0,5.0,187.0
37.0,Isiah Pacheco (KC),135.0,7.9,2.0,17.0,RB,00-0037197,2022,4.9,5.0,10.0,0.0,88.9%,170.0,830,526.0,3.1,304.0,1.8,4.0,5.0,-9.0,8.0,15.0,3.0,1.0,0.0,0.0,13.0,14.0,1.0,30.0,246.0,39.0,13.0,184.0
38.0,D'Onta Foreman (FA),131.0,8.2,0.0,16.0,RB,00-0033925,2022,4.5,5.0,5.2,0.0,0.0%,203.0,914,505.0,2.5,409.0,2.0,10.0,17.0,-28.0,12.0,21.0,8.0,2.0,1.0,1.0,5.0,9.0,1.0,14.0,27.0,37.0,11.0,212.0
39.0,Kareem Hunt (KC),126.8,7.5,0.0,17.0,RB,00-0033923,2022,3.8,3.0,6.0,1.0,20.6%,123.0,468,232.0,1.9,236.0,1.9,6.0,13.0,-33.0,24.0,14.0,2.0,0.0,0.0,0.0,35.0,44.0,7.0,58.0,235.0,33.0,6.0,167.0
41.0,Khalil Herbert (IND),117.8,9.1,0.0,13.0,RB,00-0036906,2022,5.7,4.0,6.3,1.0,0.3%,129.0,731,428.0,3.3,303.0,2.3,7.0,8.0,-13.0,12.0,22.0,4.0,3.0,2.0,2.0,9.0,12.0,1.0,11.0,81.0,22.0,8.0,141.0
44.0,James Cook (BUF),107.5,6.3,1.0,17.0,RB,00-0037248,2022,5.8,2.0,8.6,1.0,99.0%,91.0,525,347.0,3.8,178.0,2.0,3.0,5.0,-7.0,27.0,13.0,6.0,1.0,0.0,0.0,21.0,32.0,6.0,12.0,132.0,21.0,1.0,123.0
45.0,Kenyan Drake (FA),104.1,8.7,0.0,12.0,RB,00-0033118,2022,4.4,4.0,5.2,1.0,0.0%,109.0,482,355.0,3.3,127.0,1.2,0.0,15.0,-32.0,30.0,11.0,5.0,3.0,1.0,0.0,17.0,26.0,5.0,6.0,125.0,26.0,5.0,135.0
46.0,Clyde Edwards-Helaire (NO),98.3,9.8,0.0,10.0,RB,00-0036360,2022,4.3,3.0,8.9,3.0,0.4%,71.0,302,134.0,1.9,168.0,2.4,3.0,4.0,-12.0,16.0,5.0,2.0,1.0,1.0,1.0,17.0,23.0,6.0,52.0,144.0,17.0,8.0,94.0
47.0,Jaylen Warren (PIT),93.3,5.8,0.0,16.0,RB,00-0037228,2022,4.9,1.0,7.6,0.0,83.0%,77.0,379,242.0,3.1,137.0,1.8,5.0,4.0,-6.0,2.0,11.0,3.0,1.0,0.0,0.0,28.0,33.0,4.0,75.0,225.0,18.0,2.0,110.0
48.0,Damien Harris (FA),90.9,8.3,0.0,11.0,RB,00-0035657,2022,4.4,3.0,5.7,0.0,0.1%,106.0,462,303.0,2.9,159.0,1.5,5.0,7.0,-19.0,5.0,11.0,2.0,1.0,0.0,0.0,17.0,23.0,6.0,30.0,86.0,20.0,5.0,129.0
49.0,Eno Benjamin (FA),89.6,6.9,0.0,13.0,RB,00-0036383,2022,4.1,2.0,7.7,0.0,0.0%,77.0,313,158.0,2.1,155.0,2.0,7.0,9.0,-20.0,11.0,5.0,1.0,1.0,1.0,0.0,25.0,34.0,4.0,53.0,234.0,20.0,4.0,111.0
50.0,James Robinson (FA),88.6,8.1,0.0,11.0,RB,00-0035831,2022,3.9,3.0,4.6,2.0,0.0%,110.0,425,287.0,2.6,138.0,1.3,6.0,12.0,-17.0,50.0,9.0,4.0,2.0,1.0,1.0,11.0,14.0,3.0,5.0,63.0,22.0,6.0,124.0
51.0,Alexander Mattison (MIA),88.4,5.2,0.0,17.0,RB,00-0034972,2022,3.8,5.0,6.1,1.0,0.7%,74.0,283,168.0,2.3,115.0,1.6,6.0,11.0,-23.0,14.0,9.0,0.0,0.0,0.0,0.0,15.0,18.0,5.0,24.0,128.0,19.0,4.0,92.0
52.0,Kenneth Gainwell (PIT),87.9,5.2,0.0,17.0,RB,00-0036919,2022,4.5,4.0,7.3,0.0,0.5%,53.0,240,169.0,3.2,71.0,1.3,2.0,1.0,-1.0,10.0,7.0,0.0,0.0,0.0,0.0,23.0,29.0,3.0,30.0,199.0,32.0,9.0,82.0
53.0,Chuba Hubbard (CAR),87.7,6.3,1.0,14.0,RB,00-0036555,2022,4.9,2.0,12.2,0.0,95.4%,95.0,466,295.0,3.1,171.0,1.8,4.0,6.0,-12.0,17.0,10.0,3.0,3.0,0.0,0.0,14.0,17.0,0.0,50.0,142.0,17.0,1.0,112.0
55.0,Deon Jackson (FA),84.5,7.0,1.0,12.0,RB,00-0026189,2022,3.5,1.0,7.0,1.0,0.0%,68.0,236,132.0,1.9,104.0,1.5,1.0,6.0,-12.0,3.0,6.0,0.0,0.0,0.0,0.0,30.0,34.0,3.0,65.0,23.0,2.0,0.0,102.0
57.0,J.K. Dobbins (DEN),81.2,10.2,0.0,8.0,RB,00-0036158,2022,5.7,2.0,6.0,1.0,64.7%,92.0,520,318.0,3.5,202.0,2.2,9.0,8.0,-14.0,4.0,16.0,4.0,2.0,1.0,0.0,7.0,8.0,2.0,8.0,78.0,18.0,6.0,100.0
58.0,Dontrell Hilliard (FA),77.2,6.4,0.0,12.0,RB,00-0034253,2022,6.6,0.0,8.4,4.0,0.0%,22.0,145,109.0,5.0,36.0,1.6,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,21.0,26.0,7.0,19.0,151.0,7.0,0.0,48.0
59.0,Chase Edmonds (FA),74.2,5.7,0.0,13.0,RB,00-0034681,2022,3.6,2.0,9.8,1.0,0.0%,68.0,245,154.0,2.3,91.0,1.3,0.0,9.0,-20.0,3.0,5.0,3.0,0.0,0.0,0.0,16.0,24.0,4.0,25.0,113.0,10.0,3.0,92.0
61.0,Rex Burkhead (FA),71.4,4.8,0.0,15.0,RB,00-0030288,2022,3.1,0.0,5.5,1.0,0.0%,26.0,80,49.0,1.9,31.0,1.2,2.0,4.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,51.0,9.0,12.0,214.0,12.0,3.0,77.0
62.0,JaMycal Hasty (FA),70.5,5.0,0.0,14.0,RB,00-0035806,2022,4.2,2.0,5.8,1.0,0.0%,46.0,194,141.0,3.1,53.0,1.2,5.0,10.0,-22.0,61.0,6.0,1.0,1.0,1.0,1.0,21.0,27.0,1.0,34.0,147.0,9.0,3.0,73.0
63.0,Joshua Kelley (FA),64.8,5.4,0.0,12.0,RB,00-0036370,2022,4.2,2.0,7.2,0.0,0.0%,69.0,287,165.0,2.4,122.0,1.8,4.0,2.0,-4.0,5.0,6.0,1.0,0.0,0.0,0.0,14.0,25.0,1.0,10.0,92.0,15.0,4.0,94.0
64.0,Zack Moss (FA),64.5,5.0,1.0,13.0,RB,00-0036251,2022,4.9,1.0,3.5,0.0,1.6%,93.0,456,263.0,2.8,193.0,2.1,8.0,4.0,-13.0,15.0,11.0,2.0,2.0,1.0,0.0,11.0,13.0,0.0,15.0,42.0,17.0,3.0,106.0
65.0,Matt Breida (FA),59.8,3.5,0.0,17.0,RB,00-0033308,2022,4.1,1.0,5.9,0.0,0.0%,54.0,220,151.0,2.8,69.0,1.3,2.0,6.0,-14.0,3.0,5.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,15.0,100.0,12.0,2.0,79.0
66.0,Gus Edwards (FA),59.3,6.6,1.0,9.0,RB,00-0034184,2022,5.0,3.0,0.0,0.0,0.1%,87.0,433,245.0,2.8,188.0,2.2,6.0,6.0,-6.0,7.0,13.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,17.0,5.0,89.0
67.0,Zonovan Knight (NYJ),59.0,8.4,0.0,7.0,RB,00-0037157,2022,3.5,1.0,7.7,0.0,0.0%,85.0,300,214.0,2.5,86.0,1.0,2.0,13.0,-30.0,13.0,7.0,1.0,1.0,1.0,0.0,13.0,14.0,2.0,21.0,132.0,12.0,3.0,99.0
68.0,J.D. McKissic (FA),55.8,6.2,0.0,9.0,RB,00-0032602,2022,4.3,0.0,6.4,0.0,0.0%,22.0,95,64.0,2.9,31.0,1.4,1.0,2.0,-3.0,0.0,2.0,1.0,1.0,0.0,0.0,27.0,40.0,4.0,17.0,152.0,7.0,4.0,62.0
69.0,Ameer Abdullah (SF),54.1,3.4,0.0,16.0,RB,00-0032104,2022,5.0,0.0,8.4,1.0,0.1%,4.0,20,13.0,3.3,7.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,6.0,33.0,195.0,8.0,0.0,36.0
70.0,Kyle Juszczyk (SF),53.6,4.1,0.0,13.0,RB,00-0029892,2022,3.7,1.0,10.5,1.0,0.5%,7.0,26,12.0,1.7,14.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,2.0,58.0,152.0,8.0,3.0,30.0
