Rank,Player,Fantasy Points,Fantasy Points/Game,Fumbles Lost,Games Played (Advanced),Position,player_id,Year,Yards/Attempt (Basic),Rushing TD (Basic),Yards/Reception (Basic),Receiving TD (Basic),Rostered %,Rushing Attempts (Advanced),Rushing Yards (Advanced),Yards Before Contact,Yards Before Contact/Attempt,Yards After Contact,Yards After Contact/Attempt,Broken Tackles,Tackles for Loss,Tackles for Loss Yards,Longest TD Run,Runs 10+ Yards,Runs 20+ Yards (Advanced),Runs 30+ Yards,Runs 40+ Yards,Runs 50+ Yards,Receptions (Advanced),Targets (Advanced),Red Zone Targets,Yards After Contact (Advanced),yac,redzone_touches,goal_line_touches,relevent_snaps_played
10.0,Kareem Hunt (KC),218.5,13.7,0.0,16.0,RB,00-0033923,2020,4.2,6.0,8.0,5.0,20.6%,198.0,841,374.0,1.9,467,2.4,18.0,17.0,-46.0,14.0,29.0,3.0,1.0,0.0,0.0,38.0,51.0,9.0,96.0,304.0,58.0,15.0,249.0
11.0,Nick Chubb (HOU),207.7,17.3,1.0,12.0,RB,00-0034791,2020,5.6,12.0,9.4,0.0,28.7%,190.0,"1,067",555.0,2.9,512,2.7,21.0,19.0,-25.0,47.0,34.0,12.0,3.0,3.0,2.0,16.0,18.0,2.0,52.0,218.0,41.0,12.0,208.0
12.0,Mike Davis (FA),206.5,13.8,1.0,15.0,RB,00-0032063,2020,3.9,6.0,6.3,2.0,0.0%,165.0,642,243.0,1.5,399,2.4,21.0,16.0,-33.0,10.0,14.0,2.0,0.0,0.0,0.0,59.0,70.0,11.0,154.0,422.0,52.0,12.0,235.0
13.0,Antonio Gibson (NE),202.2,14.4,2.0,14.0,RB,00-0036328,2020,4.7,11.0,6.9,0.0,0.9%,170.0,795,444.0,2.6,351,2.1,20.0,15.0,-34.0,37.0,21.0,5.0,2.0,1.0,0.0,36.0,44.0,3.0,101.0,310.0,34.0,13.0,214.0
16.0,Kenyan Drake (FA),192.2,12.8,1.0,15.0,RB,00-0033118,2020,4.0,10.0,5.5,0.0,0.0%,239.0,955,549.0,2.3,406,1.7,16.0,23.0,-45.0,69.0,25.0,6.0,2.0,1.0,1.0,25.0,31.0,2.0,32.0,165.0,58.0,22.0,270.0
17.0,J.D. McKissic (FA),191.4,12.0,1.0,16.0,RB,00-0032602,2020,4.3,1.0,7.4,2.0,0.0%,85.0,365,178.0,2.1,187,2.2,9.0,9.0,-28.0,2.0,13.0,0.0,0.0,0.0,0.0,80.0,110.0,8.0,104.0,517.0,27.0,4.0,195.0
18.0,D'Andre Swift (CHI),189.8,14.6,2.0,13.0,RB,00-0036275,2020,4.6,8.0,7.8,2.0,90.8%,114.0,521,330.0,2.9,191,1.7,9.0,9.0,-20.0,6.0,13.0,1.0,1.0,1.0,1.0,46.0,57.0,9.0,61.0,351.0,29.0,11.0,171.0
19.0,Chris Carson (FA),187.8,15.7,0.0,12.0,RB,00-0033594,2020,4.8,5.0,7.8,4.0,0.3%,141.0,681,373.0,2.6,308,2.2,10.0,7.0,-16.0,29.0,19.0,3.0,0.0,0.0,0.0,37.0,46.0,5.0,61.0,266.0,27.0,11.0,187.0
21.0,David Johnson (FA),179.5,15.0,1.0,12.0,RB,00-0032187,2020,4.7,6.0,9.5,2.0,0.0%,147.0,691,402.0,2.7,289,2.0,7.0,9.0,-13.0,19.0,18.0,4.0,2.0,1.0,0.0,33.0,46.0,11.0,72.0,116.0,13.0,5.0,193.0
22.0,Clyde Edwards-Helaire (NO),176.0,13.5,0.0,13.0,RB,00-0036360,2020,4.4,4.0,8.3,1.0,0.4%,181.0,803,412.0,2.3,391,2.2,15.0,18.0,-39.0,27.0,21.0,3.0,1.0,0.0,0.0,36.0,54.0,6.0,77.0,319.0,37.0,12.0,235.0
23.0,Miles Sanders (DAL),170.4,14.2,2.0,12.0,RB,00-0035243,2020,5.3,6.0,7.0,0.0,1.6%,164.0,867,497.0,3.0,370,2.3,9.0,17.0,-37.0,82.0,16.0,4.0,3.0,3.0,3.0,28.0,52.0,1.0,42.0,211.0,30.0,14.0,216.0
24.0,J.K. Dobbins (DEN),168.5,11.2,0.0,15.0,RB,00-0036158,2020,6.0,9.0,6.7,0.0,64.7%,134.0,805,410.0,3.1,395,2.9,7.0,10.0,-18.0,72.0,20.0,8.0,4.0,2.0,1.0,18.0,24.0,1.0,35.0,150.0,35.0,13.0,158.0
25.0,Chase Edmonds (FA),168.0,10.5,0.0,16.0,RB,00-0034681,2020,4.6,1.0,7.6,4.0,0.0%,97.0,448,261.0,2.7,187,1.9,10.0,11.0,-28.0,29.0,11.0,4.0,1.0,0.0,0.0,53.0,67.0,11.0,83.0,326.0,26.0,3.0,164.0
26.0,Austin Ekeler (WAS),165.3,16.5,0.0,10.0,RB,00-0033699,2020,4.6,1.0,7.5,2.0,79.1%,116.0,530,273.0,2.4,257,2.2,13.0,10.0,-15.0,12.0,15.0,2.0,0.0,0.0,0.0,54.0,65.0,8.0,116.0,473.0,28.0,3.0,181.0
27.0,James Conner (ARI),164.6,12.7,0.0,13.0,RB,00-0033553,2020,4.3,6.0,6.1,0.0,95.0%,169.0,721,385.0,2.3,336,2.0,17.0,17.0,-47.0,12.0,19.0,5.0,1.0,1.0,1.0,35.0,43.0,7.0,47.0,272.0,38.0,15.0,212.0
28.0,Myles Gaskin (FA),164.2,16.4,2.0,10.0,RB,00-0035311,2020,4.1,3.0,9.5,2.0,0.0%,142.0,584,296.0,2.1,288,2.0,6.0,10.0,-18.0,1.0,12.0,3.0,0.0,0.0,0.0,41.0,47.0,6.0,134.0,388.0,43.0,12.0,189.0
30.0,Giovani Bernard (FA),158.1,9.9,1.0,16.0,RB,00-0030456,2020,3.4,3.0,7.6,3.0,0.0%,124.0,416,189.0,1.5,227,1.8,8.0,10.0,-27.0,12.0,9.0,0.0,0.0,0.0,0.0,47.0,59.0,9.0,81.0,350.0,30.0,7.0,183.0
31.0,Devin Singletary (NYG),143.6,9.0,1.0,16.0,RB,00-0035250,2020,4.4,2.0,7.1,0.0,1.0%,156.0,687,234.0,1.5,453,2.9,9.0,18.0,-40.0,51.0,21.0,3.0,1.0,1.0,1.0,38.0,50.0,7.0,76.0,305.0,33.0,6.0,206.0
34.0,Latavius Murray (FA),136.2,9.1,0.0,15.0,RB,00-0030513,2020,4.5,4.0,7.7,1.0,0.0%,146.0,656,363.0,2.5,293,2.0,4.0,7.0,-15.0,36.0,12.0,3.0,1.0,0.0,0.0,23.0,26.0,4.0,49.0,220.0,33.0,3.0,172.0
35.0,Leonard Fournette (FA),132.0,10.2,0.0,13.0,RB,00-0033856,2020,3.8,6.0,6.5,0.0,0.0%,97.0,367,166.0,1.7,201,2.1,0.0,9.0,-19.0,46.0,6.0,3.0,1.0,1.0,0.0,36.0,47.0,8.0,65.0,378.0,39.0,12.0,144.0
37.0,Gus Edwards (FA),128.2,8.0,1.0,16.0,RB,00-0034184,2020,5.0,6.0,14.3,0.0,0.1%,144.0,723,334.0,2.3,389,2.7,11.0,11.0,-22.0,19.0,16.0,8.0,2.0,0.0,0.0,9.0,13.0,1.0,29.0,93.0,28.0,10.0,157.0
38.0,Jamaal Williams (FA),127.1,9.1,0.0,14.0,RB,00-0033948,2020,4.2,2.0,7.6,1.0,0.1%,119.0,505,276.0,2.3,229,1.9,5.0,5.0,-13.0,13.0,11.0,1.0,0.0,0.0,0.0,31.0,35.0,3.0,74.0,23.0,37.0,11.0,154.0
39.0,Jerick McKinnon (FA),126.2,7.9,0.0,16.0,RB,00-0031376,2020,3.9,5.0,7.7,1.0,0.0%,81.0,319,191.0,2.4,128,1.6,3.0,13.0,-29.0,16.0,9.0,1.0,1.0,1.0,1.0,33.0,46.0,6.0,43.0,178.0,24.0,6.0,127.0
40.0,Adrian Peterson (FA),124.5,7.8,0.0,16.0,RB,00-0025394,2020,3.9,7.0,8.4,0.0,0.7%,156.0,604,346.0,2.2,258,1.7,11.0,11.0,-23.0,5.0,13.0,4.0,1.0,0.0,0.0,12.0,18.0,1.0,14.0,103.0,36.0,15.0,174.0
41.0,Tony Pollard (TEN),120.8,7.6,0.0,16.0,RB,00-0035261,2020,4.3,4.0,6.9,1.0,87.2%,101.0,435,186.0,1.8,249,2.5,8.0,14.0,-19.0,42.0,10.0,4.0,2.0,2.0,0.0,28.0,40.0,8.0,71.0,232.0,22.0,3.0,141.0
42.0,James White (FA),116.6,8.3,0.0,14.0,RB,00-0031062,2020,3.5,2.0,7.7,1.0,0.1%,35.0,121,78.0,2.2,43,1.2,1.0,3.0,-7.0,7.0,1.0,0.0,0.0,0.0,0.0,49.0,62.0,6.0,71.0,411.0,10.0,1.0,97.0
43.0,Malcolm Brown (FA),109.1,6.8,1.0,16.0,RB,00-0031806,2020,4.1,5.0,7.0,0.0,0.0%,101.0,419,271.0,2.7,148,1.5,7.0,11.0,-19.0,7.0,12.0,0.0,0.0,0.0,0.0,23.0,33.0,4.0,45.0,186.0,24.0,9.0,134.0
44.0,Rex Burkhead (FA),107.6,10.8,0.0,10.0,RB,00-0030288,2020,4.1,3.0,7.7,3.0,0.0%,67.0,274,175.0,2.6,99,1.5,5.0,8.0,-12.0,5.0,6.0,0.0,0.0,0.0,0.0,25.0,33.0,6.0,21.0,201.0,19.0,4.0,100.0
45.0,Cam Akers (NO),101.8,8.5,1.0,12.0,RB,00-0036414,2020,4.3,2.0,11.2,1.0,0.2%,145.0,625,321.0,2.2,304,2.1,6.0,14.0,-30.0,9.0,12.0,4.0,3.0,2.0,1.0,11.0,14.0,2.0,24.0,134.0,42.0,13.0,159.0
46.0,Zack Moss (FA),101.6,7.8,0.0,13.0,RB,00-0036251,2020,4.3,4.0,6.8,1.0,1.6%,112.0,481,204.0,1.8,277,2.5,13.0,10.0,-28.0,8.0,12.0,4.0,1.0,0.0,0.0,14.0,18.0,2.0,33.0,105.0,32.0,13.0,130.0
47.0,Frank Gore (FA),100.2,6.7,1.0,15.0,RB,00-0023500,2020,3.5,2.0,5.6,0.0,0.1%,187.0,653,277.0,1.5,376,2.0,8.0,17.0,-28.0,1.0,13.0,0.0,0.0,0.0,0.0,16.0,19.0,2.0,17.0,73.0,28.0,5.0,206.0
48.0,Raheem Mostert (LV),99.7,12.5,1.0,8.0,RB,00-0031687,2020,5.0,2.0,9.8,1.0,2.9%,104.0,521,346.0,3.3,175,1.7,5.0,9.0,-28.0,80.0,11.0,2.0,2.0,1.0,1.0,16.0,19.0,0.0,18.0,136.0,11.0,6.0,123.0
49.0,Joe Mixon (HOU),99.6,16.6,1.0,6.0,RB,00-0033897,2020,3.6,3.0,6.6,1.0,97.1%,119.0,428,229.0,1.9,199,1.7,3.0,15.0,-29.0,34.0,6.0,3.0,1.0,0.0,0.0,21.0,26.0,3.0,59.0,171.0,21.0,6.0,145.0
50.0,Boston Scott (FA),95.6,6.0,0.0,16.0,RB,00-0034414,2020,4.7,1.0,8.5,1.0,0.0%,80.0,374,217.0,2.7,157,2.0,10.0,6.0,-18.0,56.0,9.0,2.0,1.0,1.0,1.0,25.0,36.0,5.0,37.0,181.0,18.0,2.0,116.0
51.0,Brian Hill (FA),95.4,6.0,1.0,16.0,RB,00-0033567,2020,4.7,1.0,8.0,0.0,0.0%,100.0,465,206.0,2.1,259,2.6,6.0,8.0,-21.0,35.0,9.0,3.0,2.0,1.0,1.0,25.0,30.0,1.0,37.0,162.0,9.0,2.0,130.0
52.0,Kalen Ballage (FA),93.9,8.5,0.0,11.0,RB,00-0034799,2020,3.3,3.0,5.7,0.0,0.0%,91.0,303,157.0,1.7,146,1.6,4.0,8.0,-23.0,5.0,4.0,0.0,0.0,0.0,0.0,29.0,37.0,4.0,47.0,213.0,28.0,8.0,128.0
53.0,Damien Harris (FA),91.3,9.1,0.0,10.0,RB,00-0030155,2020,5.0,2.0,10.4,0.0,0.1%,137.0,691,429.0,3.1,262,1.9,12.0,7.0,-18.0,22.0,20.0,4.0,1.0,1.0,0.0,5.0,7.0,1.0,12.0,25.0,3.0,0.0,144.0
54.0,Christian McCaffrey (SF),90.4,30.1,0.0,3.0,RB,00-0033280,2020,3.8,5.0,8.8,1.0,99.8%,59.0,225,96.0,1.6,129,2.2,9.0,6.0,-12.0,7.0,4.0,0.0,0.0,0.0,0.0,17.0,19.0,1.0,42.0,120.0,15.0,4.0,78.0
55.0,Alexander Mattison (MIA),86.9,6.7,0.0,13.0,RB,00-0034972,2020,4.5,2.0,9.6,1.0,0.7%,96.0,434,201.0,2.1,233,2.4,10.0,8.0,-16.0,4.0,12.0,4.0,0.0,0.0,0.0,13.0,15.0,0.0,41.0,108.0,24.0,6.0,111.0
56.0,Devontae Booker (FA),85.7,5.4,0.0,16.0,RB,00-0032972,2020,4.5,3.0,4.9,0.0,0.0%,93.0,423,236.0,2.5,187,2.0,5.0,4.0,-10.0,23.0,8.0,4.0,1.0,1.0,0.0,17.0,21.0,3.0,22.0,81.0,20.0,1.0,114.0
57.0,Carlos Hyde (FA),84.9,8.5,0.0,10.0,RB,00-0031045,2020,4.4,4.0,5.8,0.0,0.0%,81.0,356,172.0,2.1,184,2.3,4.0,8.0,-21.0,50.0,9.0,2.0,1.0,1.0,1.0,16.0,20.0,0.0,22.0,108.0,12.0,5.0,101.0
59.0,Kyle Juszczyk (SF),81.6,5.1,0.0,16.0,RB,00-0029892,2020,3.8,2.0,10.6,4.0,0.5%,17.0,64,35.0,2.1,29,1.7,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,19.0,29.0,7.0,28.0,101.0,14.0,4.0,46.0
60.0,Joshua Kelley (FA),81.2,5.8,2.0,14.0,RB,00-0036370,2020,3.2,2.0,6.4,0.0,0.0%,111.0,354,183.0,1.6,171,1.5,7.0,15.0,-29.0,5.0,4.0,3.0,1.0,0.0,0.0,23.0,23.0,2.0,28.0,173.0,24.0,7.0,134.0
61.0,Sony Michel (FA),75.3,8.4,0.0,9.0,RB,00-0034845,2020,5.7,1.0,16.3,1.0,0.0%,79.0,449,164.0,2.1,285,3.6,9.0,6.0,-9.0,1.0,12.0,4.0,2.0,1.0,0.0,7.0,9.0,0.0,35.0,110.0,12.0,2.0,88.0
63.0,Le'Veon Bell (FA),74.6,6.8,0.0,11.0,RB,00-0030496,2020,4.0,2.0,8.6,0.0,0.2%,82.0,328,163.0,2.0,165,2.0,9.0,6.0,-17.0,12.0,10.0,0.0,0.0,0.0,0.0,16.0,20.0,5.0,46.0,136.0,20.0,3.0,102.0
64.0,Kerryon Johnson (FA),71.8,4.5,1.0,16.0,RB,00-0034349,2020,3.5,2.0,9.8,1.0,0.0%,52.0,181,116.0,2.2,65,1.3,3.0,5.0,-7.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0,26.0,2.0,28.0,183.0,11.0,3.0,78.0
65.0,Salvon Ahmed (IND),69.0,11.5,0.0,6.0,RB,00-0036020,2020,4.3,3.0,5.5,0.0,0.0%,75.0,319,245.0,3.3,74,1.0,4.0,8.0,-16.0,16.0,9.0,1.0,1.0,0.0,0.0,11.0,14.0,1.0,13.0,71.0,23.0,6.0,89.0
66.0,Phillip Lindsay (FA),66.0,6.0,0.0,11.0,RB,00-0034109,2020,4.3,1.0,4.0,0.0,0.0%,118.0,502,316.0,2.7,186,1.6,5.0,14.0,-30.0,55.0,13.0,6.0,1.0,1.0,1.0,7.0,14.0,1.0,13.0,39.0,8.0,3.0,132.0
67.0,Samaje Perine (CIN),65.7,4.1,0.0,16.0,RB,00-0033526,2020,4.8,3.0,6.0,0.0,0.5%,63.0,301,149.0,2.4,152,2.4,5.0,5.0,-7.0,46.0,9.0,1.0,1.0,1.0,0.0,11.0,12.0,4.0,22.0,89.0,20.0,4.0,75.0
68.0,Justin Jackson (FA),65.3,7.3,0.0,9.0,RB,00-0034440,2020,4.6,0.0,9.1,0.0,0.0%,59.0,270,174.0,2.9,96,1.6,2.0,6.0,-10.0,0.0,7.0,3.0,2.0,0.0,0.0,19.0,24.0,0.0,83.0,221.0,7.0,1.0,83.0
69.0,Ty Johnson (BUF),63.3,4.9,0.0,13.0,RB,00-0035537,2020,4.7,1.0,6.2,1.0,0.6%,54.0,254,155.0,2.9,99,1.8,1.0,1.0,-5.0,1.0,4.0,1.0,1.0,0.0,0.0,16.0,21.0,1.0,50.0,5.0,11.0,4.0,75.0
70.0,Jordan Wilkins (FA),61.3,4.1,0.0,15.0,RB,00-0034400,2020,3.7,1.0,8.8,0.0,0.0%,84.0,308,148.0,1.8,160,1.9,10.0,5.0,-13.0,1.0,7.0,1.0,0.0,0.0,0.0,12.0,16.0,2.0,19.0,143.0,12.0,4.0,100.0
