Player,Year,Position,Team,Games Played,Fantasy Points,PPG,Targets,Receptions,Carries,Touchdowns,Air Yards,YAC,Routes Run,Red Zone Touches,Goal Line Touches
Stefon Diggs (NE),2019,WR,MIN,15.0,212.1,14.1,94.0,63.0,,6.0,,330.0,103.0,8.0,1.0
Curtis Samuel (BUF),2020,WR,CAR,15.0,212.1,14.1,97.0,77.0,,3.0,,320.0,97.0,24.0,2.0
Curtis Samuel (BUF),2021,WR,,5.0,212.1,14.1,9.0,6.0,,3.0,,40.0,,1.0,0.0
DJ Moore (CHI),2020,WR,SEA,15.0,211.5,14.1,118.0,66.0,,4.0,,174.0,48.0,15.0,3.0
Rishard Matthews (FA),2016,WR,TEN,16.0,211.5,13.2,108.0,65.0,,9.0,,203.0,109.0,16.0,6.0
DJ Moore (CHI),2021,WR,,17.0,211.5,14.1,163.0,93.0,,4.0,,0.0,,,
T.Y. Hilton (FA),2015,WR,IND,16.0,211.4,13.2,134.0,69.0,,5.0,,381.0,134.0,16.0,3.0
Nico Collins (HOU),2024,WR,HOU,12.0,210.6,17.6,99.0,68.0,,7.0,,432.0,115.0,15.0,7.0
Mike Evans (TB),2015,WR,TB,15.0,210.6,14.0,148.0,74.0,,3.0,,237.0,148.0,17.0,4.0
Jauan Jennings (SF),2024,WR,SF,15.0,210.5,14.0,113.0,77.0,,6.0,,238.0,113.0,15.0,4.0
Zay Flowers (BAL),2024,WR,BAL,17.0,209.5,12.3,116.0,74.0,,4.0,,463.0,117.0,10.0,1.0
Golden Tate (FA),2015,WR,DET,16.0,209.4,13.1,128.0,90.0,,6.0,,533.0,129.0,18.0,7.0
Chris Godwin (TB),2023,WR,TB,17.0,209.2,12.3,130.0,83.0,,2.0,,406.0,144.0,19.0,5.0
Terry McLaurin (WAS),2023,WR,WAS,17.0,209.2,12.3,132.0,79.0,,4.0,,350.0,132.0,10.0,1.0
George Pickens (DAL),2023,WR,PIT,17.0,208.8,12.3,106.0,63.0,,5.0,,390.0,117.0,10.0,0.0
Cooper Kupp (SEA),2021,WR,LA,17.0,208.7,13.9,191.0,145.0,,3.0,,1052.0,234.0,50.0,13.0
Cooper Kupp (SEA),2020,WR,LA,15.0,208.7,13.9,124.0,92.0,,3.0,,532.0,133.0,13.0,4.0
John Brown (FA),2015,WR,,15.0,207.5,13.8,101.0,65.0,,7.0,,,,1.0,0.0
Cole Beasley (FA),2020,WR,BUF,15.0,207.5,13.8,107.0,82.0,,4.0,,417.0,126.0,11.0,4.0
Cole Beasley (FA),2021,WR,BUF,16.0,207.5,13.8,112.0,82.0,,4.0,,343.0,122.0,15.0,2.0
Julian Edelman (FA),2018,WR,NE,12.0,207.4,17.3,108.0,74.0,,6.0,,490.0,143.0,24.0,6.0
Kenny Golladay (FA),2018,WR,DET,15.0,207.1,13.8,119.0,70.0,,5.0,,350.0,122.0,18.0,6.0
Calvin Ridley (TEN),2018,WR,ATL,16.0,206.8,12.9,92.0,64.0,,10.0,,364.0,92.0,9.0,2.0
Puka Nacua (LAR),2024,WR,LA,11.0,206.6,18.8,106.0,79.0,,3.0,,577.0,130.0,21.0,3.0
Zay Flowers (BAL),2023,WR,BAL,16.0,206.4,12.9,108.0,77.0,,5.0,,435.0,122.0,19.0,4.0
Demaryius Thomas (FA),2017,WR,DEN,16.0,205.9,12.9,140.0,83.0,,5.0,,84.0,34.0,6.0,0.0
Jerry Jeudy (CLE),2022,WR,DEN,15.0,204.2,13.6,100.0,67.0,,6.0,,396.0,100.0,11.0,1.0
Mike Evans (TB),2017,WR,TB,15.0,203.1,13.5,136.0,71.0,,5.0,,137.0,138.0,21.0,6.0
Randall Cobb (FA),2015,WR,GB,16.0,202.9,12.7,129.0,79.0,,6.0,,449.0,138.0,25.0,6.0
Mike Wallace (FA),2016,WR,BAL,16.0,202.8,12.7,116.0,72.0,,4.0,,427.0,117.0,11.0,2.0
Tyler Lockett (TEN),2023,WR,SEA,17.0,202.4,11.9,122.0,79.0,,5.0,,210.0,124.0,15.0,6.0
Justin Jefferson (MIN),2023,WR,MIN,10.0,202.2,20.2,100.0,68.0,,5.0,,260.0,100.0,12.0,3.0
Cooper Kupp (SEA),2022,WR,LA,9.0,201.4,22.4,98.0,75.0,,6.0,,413.0,98.0,12.0,4.0
Odell Beckham Jr. (FA),2019,WR,,16.0,201.3,12.6,133.0,74.0,,4.0,,,,,
Pierre Garcon (FA),2016,WR,WAS,16.0,201.1,12.6,114.0,79.0,,3.0,,342.0,114.0,14.0,3.0
Robbie Chosen (FA),2017,WR,,16.0,200.0,12.5,114.0,63.0,,7.0,,,,,
DeVonta Smith (PHI),2024,WR,PHI,13.0,199.4,15.3,89.0,68.0,,8.0,,364.0,107.0,15.0,3.0
Allen Robinson II (FA),2016,WR,,16.0,199.3,12.5,151.0,73.0,,6.0,,,,,
Calvin Ridley (TEN),2024,WR,TEN,17.0,199.2,11.7,120.0,64.0,,4.0,,231.0,120.0,10.0,3.0
DJ Moore (CHI),2022,WR,CAR,17.0,199.1,11.7,118.0,63.0,,7.0,,190.0,118.0,12.0,5.0
Tyreek Hill (MIA),2016,WR,KC,16.0,199.0,12.4,83.0,61.0,,6.0,,293.0,89.0,20.0,3.0
Jaylen Waddle (MIA),2023,WR,MIA,14.0,198.6,14.2,104.0,72.0,,4.0,,421.0,109.0,9.0,5.0
Stefon Diggs (NE),2017,WR,MIN,14.0,198.2,14.2,95.0,64.0,,8.0,,380.0,117.0,15.0,3.0
Emmanuel Sanders (FA),2018,WR,DEN,12.0,198.2,16.5,98.0,71.0,,4.0,,295.0,98.0,11.0,3.0
Chris Olave (NO),2022,WR,NO,15.0,198.2,13.2,119.0,72.0,,4.0,,210.0,120.0,12.0,2.0
Zay Jones (ARI),2022,WR,JAX,16.0,198.1,12.4,121.0,82.0,,5.0,,313.0,143.0,25.0,6.0
Jamison Crowder (FA),2019,WR,NYJ,16.0,197.7,12.4,122.0,78.0,,6.0,,353.0,122.0,16.0,4.0
DeAndre Hopkins (BAL),2016,WR,HOU,16.0,197.4,12.3,151.0,78.0,,4.0,,311.0,169.0,12.0,6.0
Kamar Aiken (FA),2015,WR,BAL,16.0,197.4,12.3,127.0,75.0,,5.0,,211.0,128.0,11.0,4.0
Kelvin Benjamin (FA),2016,WR,CAR,16.0,197.1,12.3,118.0,63.0,,7.0,,238.0,118.0,15.0,3.0
Calvin Ridley (TEN),2019,WR,ATL,13.0,197.0,15.2,93.0,63.0,,7.0,,138.0,95.0,10.0,2.0
Jayden Reed (GB),2024,WR,GB,17.0,197.0,11.6,75.0,55.0,,6.0,,400.0,80.0,15.0,4.0
Marvin Harrison Jr. (ARI),2024,WR,,17.0,196.5,11.6,116.0,62.0,,8.0,,,,,
Kenny Britt (FA),2016,WR,LA,15.0,196.2,13.1,111.0,68.0,,5.0,,295.0,111.0,12.0,3.0
Alshon Jeffery (FA),2017,WR,PHI,16.0,195.9,12.2,120.0,57.0,,9.0,,249.0,142.0,25.0,10.0
Adam Thielen (CAR),2016,WR,MIN,16.0,195.2,12.2,92.0,69.0,,5.0,,299.0,92.0,11.0,2.0
Devin Funchess (FA),2017,WR,CAR,16.0,195.0,12.2,111.0,63.0,,8.0,,306.0,120.0,16.0,2.0
Tee Higgins (CIN),2020,WR,CIN,16.0,194.6,12.2,108.0,67.0,,6.0,,310.0,108.0,11.0,5.0
Tee Higgins (CIN),2021,WR,CIN,14.0,194.6,12.2,110.0,74.0,,6.0,,419.0,141.0,19.0,5.0
Marvin Jones Jr. (FA),2019,WR,,13.0,193.9,14.9,91.0,62.0,,9.0,,,,,
Stefon Diggs (NE),2016,WR,MIN,13.0,193.3,14.9,112.0,84.0,,3.0,,319.0,112.0,13.0,2.0
Darnell Mooney (ATL),2024,WR,ATL,16.0,193.2,12.1,106.0,64.0,,5.0,,275.0,106.0,6.0,2.0
Tavon Austin (FA),2015,WR,LA,16.0,192.7,12.0,87.0,52.0,,5.0,,348.0,87.0,13.0,3.0
Tyler Boyd (FA),2021,WR,CIN,16.0,192.6,12.8,94.0,67.0,,4.0,,432.0,115.0,12.0,3.0
Tyler Boyd (FA),2020,WR,CIN,15.0,192.6,12.8,110.0,79.0,,4.0,,350.0,110.0,17.0,3.0
Terry McLaurin (WAS),2019,WR,WAS,14.0,191.9,13.7,93.0,58.0,,7.0,,217.0,94.0,14.0,4.0
Travis Benjamin (FA),2015,WR,CLE,16.0,191.8,12.0,125.0,68.0,,5.0,,321.0,127.0,17.0,7.0
JuJu Smith-Schuster (KC),2017,WR,PIT,14.0,191.7,13.7,79.0,58.0,,7.0,,436.0,84.0,16.0,3.0
Willie Snead IV (FA),2016,WR,,15.0,191.5,12.8,104.0,72.0,,4.0,,,,,
Jamison Crowder (FA),2016,WR,WAS,16.0,191.5,12.0,99.0,67.0,,7.0,,377.0,99.0,17.0,5.0
Corey Davis (FA),2020,WR,TEN,14.0,191.4,13.7,92.0,65.0,,5.0,,291.0,94.0,8.0,2.0
Corey Davis (FA),2021,WR,NYJ,9.0,191.4,13.7,59.0,34.0,,5.0,,129.0,59.0,5.0,1.0
DK Metcalf (PIT),2024,WR,SEA,15.0,191.2,12.7,108.0,66.0,,5.0,,263.0,109.0,10.0,5.0
Chris Godwin (TB),2020,WR,TB,12.0,191.0,15.9,84.0,65.0,,7.0,,384.0,116.0,11.0,5.0
Chris Godwin (TB),2021,WR,TB,14.0,191.0,15.9,127.0,98.0,,7.0,,586.0,127.0,28.0,6.0
Emmanuel Sanders (FA),2019,WR,DEN,17.0,190.3,11.2,97.0,66.0,,5.0,,243.0,106.0,15.0,6.0
Courtland Sutton (DEN),2023,WR,DEN,16.0,190.2,11.9,90.0,59.0,,10.0,,156.0,91.0,19.0,3.0
Deebo Samuel Sr. (WAS),2019,WR,,15.0,189.1,12.6,81.0,57.0,,3.0,,,,,
Cole Beasley (FA),2016,WR,DAL,16.0,189.0,11.8,98.0,75.0,,5.0,,455.0,104.0,9.0,3.0
William Fuller V (FA),2020,WR,,11.0,188.9,17.2,75.0,53.0,,8.0,,,,,
William Fuller V (FA),2021,WR,,2.0,188.9,17.2,8.0,4.0,,8.0,,,,,
Adam Humphries (FA),2018,WR,TB,16.0,188.7,11.8,105.0,76.0,,5.0,,415.0,106.0,16.0,5.0
Tyreek Hill (MIA),2019,WR,KC,12.0,188.3,15.7,89.0,58.0,,7.0,,350.0,116.0,15.0,2.0
Jarvis Landry (FA),2021,WR,CLE,12.0,188.0,12.5,87.0,52.0,,3.0,,273.0,87.0,14.0,2.0
Jarvis Landry (FA),2020,WR,CLE,15.0,188.0,12.5,101.0,72.0,,3.0,,417.0,119.0,23.0,5.0
Nelson Agholor (FA),2017,WR,PHI,16.0,187.5,11.7,95.0,62.0,,8.0,,380.0,113.0,21.0,4.0
Xavier Worthy (KC),2024,WR,KC,17.0,187.2,11.0,98.0,59.0,,6.0,,519.0,120.0,33.0,4.0
DK Metcalf (PIT),2019,WR,,16.0,187.1,11.7,100.0,58.0,,7.0,,,,,
A.J. Green (FA),2016,WR,CIN,10.0,186.4,18.6,100.0,66.0,,4.0,,258.0,100.0,10.0,1.0
Dez Bryant (FA),2017,WR,DAL,16.0,186.4,11.7,132.0,69.0,,6.0,,266.0,132.0,20.0,5.0
Brandon LaFell (FA),2016,WR,CIN,16.0,186.0,11.6,107.0,64.0,,6.0,,344.0,107.0,17.0,3.0
Pierre Garcon (FA),2015,WR,WAS,16.0,185.7,11.6,111.0,72.0,,6.0,,183.0,120.0,19.0,9.0
Larry Fitzgerald (FA),2018,WR,ARI,16.0,185.7,11.6,112.0,69.0,,6.0,,205.0,113.0,15.0,6.0
Nelson Agholor (FA),2021,WR,NE,15.0,185.6,11.6,64.0,37.0,,8.0,,122.0,66.0,7.0,0.0
Nelson Agholor (FA),2020,WR,LV,16.0,185.6,11.6,82.0,48.0,,8.0,,230.0,82.0,13.0,2.0
Keenan Allen (FA),2024,WR,CHI,15.0,185.4,12.4,121.0,70.0,,7.0,,240.0,123.0,17.0,5.0
Alshon Jeffery (FA),2018,WR,PHI,13.0,185.3,14.3,92.0,65.0,,6.0,,298.0,109.0,16.0,5.0
JuJu Smith-Schuster (KC),2022,WR,KC,16.0,185.3,11.6,101.0,78.0,,3.0,,477.0,114.0,19.0,4.0
Chris Godwin (TB),2018,WR,TB,16.0,185.2,11.6,95.0,59.0,,7.0,,245.0,97.0,18.0,6.0
Cole Beasley (FA),2019,WR,BUF,15.0,184.8,12.3,106.0,67.0,,6.0,,361.0,113.0,11.0,4.0
Rueben Randle (FA),2015,WR,NYG,16.0,184.7,11.5,90.0,57.0,,8.0,,205.0,90.0,12.0,2.0
Brandon Aiyuk (SF),2021,WR,SF,17.0,184.5,15.4,84.0,56.0,,5.0,,387.0,101.0,12.0,5.0
Brandon Aiyuk (SF),2020,WR,SF,12.0,184.5,15.4,96.0,60.0,,5.0,,289.0,96.0,15.0,8.0
Sterling Shepard (TB),2016,WR,NYG,16.0,184.4,11.5,105.0,65.0,,8.0,,259.0,114.0,16.0,2.0
Ted Ginn Jr. (FA),2015,WR,,15.0,183.9,12.3,96.0,44.0,,10.0,,,,,
Steve Smith (FA),2016,WR,BAL,14.0,183.9,13.1,101.0,70.0,,5.0,,261.0,99.0,15.0,5.0
Corey Davis (FA),2018,WR,TEN,16.0,183.6,11.5,112.0,65.0,,4.0,,267.0,112.0,15.0,5.0
Josh Downs (IND),2024,WR,IND,14.0,183.5,13.1,107.0,72.0,,5.0,,396.0,107.0,14.0,2.0
Willie Snead IV (FA),2015,WR,,15.0,183.4,12.2,101.0,69.0,,3.0,,,,,
Marquise Brown (KC),2021,WR,BAL,16.0,183.0,11.4,146.0,91.0,,8.0,,8.0,147.0,8.0,4.0
Marquise Brown (KC),2020,WR,LA,16.0,183.0,11.4,100.0,58.0,,8.0,,186.0,35.0,24.0,9.0
Golden Tate (FA),2018,WR,DET,15.0,182.9,12.2,113.0,74.0,,4.0,,434.0,127.0,14.0,4.0
Wan'Dale Robinson (NYG),2024,WR,NYG,17.0,182.7,10.7,140.0,93.0,,3.0,,361.0,140.0,18.0,2.0
Khalil Shakir (BUF),2024,WR,BUF,15.0,182.5,12.2,100.0,76.0,,4.0,,696.0,120.0,10.0,1.0
Sterling Shepard (TB),2018,WR,NYG,16.0,182.5,11.4,107.0,66.0,,4.0,,309.0,108.0,20.0,7.0
Mohamed Sanu Sr. (FA),2018,WR,,16.0,182.4,11.4,94.0,66.0,,4.0,,,,,
Russell Gage Jr. (SF),2020,WR,,16.0,181.1,11.3,109.0,72.0,,4.0,,,,,
Russell Gage Jr. (SF),2021,WR,,13.0,181.1,11.3,94.0,66.0,,4.0,,,,,
Diontae Johnson (CLE),2022,WR,PIT,17.0,180.7,10.6,147.0,86.0,,0.0,,46.0,149.0,2.0,0.0
DeSean Jackson (FA),2016,WR,WAS,15.0,180.5,12.0,100.0,56.0,,4.0,,281.0,100.0,11.0,3.0
Jakobi Meyers (LV),2022,WR,NE,14.0,180.3,12.9,96.0,67.0,,6.0,,238.0,98.0,10.0,6.0
Mike Williams (FA),2018,WR,LAC,16.0,180.2,11.3,66.0,43.0,,10.0,,108.0,86.0,5.0,1.0
Dez Bryant (FA),2016,WR,DAL,13.0,180.0,13.8,96.0,50.0,,8.0,,188.0,110.0,17.0,6.0
Adam Thielen (CAR),2022,WR,MIN,17.0,180.0,10.6,107.0,70.0,,6.0,,157.0,113.0,24.0,8.0
Cameron Meredith (FA),2016,WR,CHI,14.0,179.5,12.8,97.0,66.0,,4.0,,309.0,97.0,14.0,3.0
Drake London (ATL),2022,WR,ATL,17.0,178.6,10.5,117.0,72.0,,4.0,,224.0,118.0,17.0,5.0
Larry Fitzgerald (FA),2019,WR,ARI,16.0,177.4,11.1,109.0,75.0,,4.0,,343.0,109.0,14.0,10.0
Cooper Kupp (SEA),2017,WR,LA,15.0,176.9,11.8,94.0,62.0,,5.0,,373.0,107.0,26.0,1.0
Mike Williams (FA),2022,WR,LAC,13.0,176.5,13.6,93.0,63.0,,4.0,,6.0,93.0,14.0,0.0
Curtis Samuel (BUF),2022,WR,WAS,17.0,176.3,10.4,92.0,64.0,,4.0,,289.0,93.0,19.0,4.0
Jermaine Kearse (FA),2017,WR,NYJ,16.0,176.0,11.0,102.0,65.0,,5.0,,295.0,103.0,9.0,3.0
T.Y. Hilton (FA),2017,WR,IND,16.0,175.6,11.0,109.0,57.0,,4.0,,304.0,109.0,10.0,2.0
Tyler Boyd (FA),2022,WR,CIN,17.0,175.5,10.3,83.0,59.0,,6.0,,263.0,92.0,14.0,6.0
Cooper Kupp (SEA),2024,WR,LA,12.0,175.0,14.6,100.0,67.0,,6.0,,280.0,108.0,13.0,2.0
Allen Lazard (NYJ),2022,WR,GB,15.0,174.8,11.7,100.0,60.0,,6.0,,248.0,101.0,19.0,7.0
Kenny Stills (FA),2017,WR,MIA,16.0,174.7,10.9,105.0,58.0,,6.0,,159.0,105.0,10.0,1.0
Quentin Johnston (LAC),2024,WR,LAC,15.0,174.7,11.6,91.0,55.0,,8.0,,306.0,96.0,12.0,2.0
Rashod Bateman (BAL),2024,WR,BAL,17.0,174.6,10.3,72.0,45.0,,9.0,,197.0,79.0,11.0,2.0
Romeo Doubs (GB),2023,WR,GB,17.0,174.4,10.3,96.0,59.0,,8.0,,210.0,108.0,22.0,5.0
Drake London (ATL),2023,WR,ATL,16.0,174.4,10.9,110.0,69.0,,2.0,,188.0,112.0,18.0,5.0
Mohamed Sanu Sr. (FA),2017,WR,,15.0,174.3,11.6,96.0,67.0,,5.0,,,,,
Marvin Jones Jr. (FA),2015,WR,,16.0,173.9,10.9,103.0,65.0,,4.0,,,,,
Dede Westbrook (FA),2018,WR,JAX,16.0,173.5,10.8,101.0,66.0,,5.0,,360.0,103.0,15.0,2.0
Anquan Boldin (FA),2016,WR,DET,16.0,173.4,10.8,95.0,67.0,,8.0,,253.0,101.0,23.0,9.0
Michael Gallup (WAS),2020,WR,DAL,16.0,173.3,10.8,105.0,59.0,,5.0,,252.0,105.0,14.0,4.0
Michael Gallup (WAS),2021,WR,DAL,9.0,173.3,10.8,62.0,35.0,,5.0,,123.0,62.0,8.0,2.0
Donte Moncrief (FA),2015,WR,IND,16.0,173.3,10.8,105.0,64.0,,6.0,,267.0,105.0,12.0,3.0
Brandin Cooks (NO),2023,WR,DAL,16.0,173.2,10.8,81.0,54.0,,8.0,,126.0,90.0,16.0,4.0
Michael Floyd (FA),2015,WR,LAC,15.0,172.9,11.5,89.0,52.0,,6.0,,86.0,69.0,4.0,0.0
Julian Edelman (FA),2015,WR,NE,9.0,172.5,19.2,88.0,61.0,,7.0,,351.0,118.0,23.0,4.0
Marqise Lee (FA),2016,WR,JAX,16.0,172.4,10.8,105.0,63.0,,3.0,,338.0,105.0,9.0,1.0
Marvin Jones Jr. (FA),2016,WR,,15.0,172.3,11.5,103.0,55.0,,4.0,,,,,
Jamison Crowder (FA),2021,WR,NYJ,12.0,172.0,14.3,71.0,51.0,,6.0,,174.0,73.0,14.0,4.0
Jamison Crowder (FA),2020,WR,NYJ,12.0,172.0,14.3,89.0,59.0,,6.0,,327.0,89.0,10.0,1.0
Michael Crabtree (FA),2017,WR,LV,14.0,171.8,12.3,101.0,58.0,,8.0,,190.0,103.0,16.0,9.0
Curtis Samuel (BUF),2019,WR,CAR,16.0,171.7,10.7,105.0,54.0,,6.0,,153.0,105.0,18.0,8.0
Gabe Davis (FA),2022,WR,BUF,15.0,171.6,11.4,93.0,48.0,,7.0,,149.0,106.0,17.0,2.0
Jordan Matthews (FA),2016,WR,PHI,14.0,171.4,12.2,117.0,73.0,,3.0,,243.0,119.0,14.0,5.0
Martavis Bryant (FA),2015,WR,PIT,11.0,170.2,15.5,92.0,50.0,,6.0,,439.0,113.0,17.0,3.0
Darius Slayton (NYG),2019,WR,NYG,14.0,170.0,12.1,84.0,48.0,,8.0,,192.0,85.0,8.0,3.0
Anquan Boldin (FA),2015,WR,SF,14.0,169.9,12.1,111.0,69.0,,4.0,,282.0,112.0,20.0,6.0
Joshua Palmer (BUF),2022,WR,LAC,16.0,169.3,10.6,107.0,72.0,,3.0,,261.0,114.0,10.0,1.0
Quincy Enunwa (FA),2016,WR,NYJ,16.0,168.9,10.6,105.0,58.0,,4.0,,352.0,105.0,15.0,5.0
Marquise Goodwin (FA),2017,WR,SF,16.0,168.6,10.5,105.0,56.0,,2.0,,198.0,105.0,15.0,3.0
Kenny Stills (FA),2016,WR,MIA,16.0,168.6,10.5,81.0,42.0,,9.0,,199.0,86.0,6.0,0.0
Deebo Samuel Sr. (WAS),2022,WR,,13.0,168.4,13.0,94.0,56.0,,2.0,,,,,
Christian Kirk (HOU),2019,WR,ARI,13.0,168.2,12.9,108.0,68.0,,3.0,,286.0,109.0,14.0,2.0
Donovan Peoples-Jones (NO),2022,WR,CLE,17.0,167.1,9.8,96.0,61.0,,3.0,,191.0,96.0,13.0,3.0
George Pickens (DAL),2022,WR,PIT,17.0,166.5,9.8,84.0,52.0,,4.0,,104.0,85.0,9.0,3.0
DeVante Parker (FA),2021,WR,MIA,10.0,166.3,11.9,73.0,40.0,,4.0,,104.0,73.0,6.0,2.0
DeVante Parker (FA),2020,WR,MIA,14.0,166.3,11.9,103.0,63.0,,4.0,,173.0,104.0,15.0,9.0
Nelson Agholor (FA),2018,WR,PHI,16.0,165.4,10.3,97.0,64.0,,4.0,,364.0,106.0,15.0,2.0
Zay Jones (ARI),2018,WR,BUF,16.0,165.2,10.3,102.0,56.0,,7.0,,142.0,103.0,18.0,3.0
Tank Dell (HOU),2023,WR,,11.0,165.0,15.0,75.0,47.0,,7.0,,6.0,,1.0,0.0
Emmanuel Sanders (FA),2020,WR,NO,14.0,164.8,11.8,82.0,61.0,,5.0,,191.0,94.0,14.0,2.0
Emmanuel Sanders (FA),2021,WR,BUF,14.0,164.8,11.8,72.0,42.0,,5.0,,85.0,77.0,11.0,3.0
Cooper Kupp (SEA),2023,WR,LA,12.0,164.4,13.7,95.0,59.0,,5.0,,327.0,106.0,26.0,7.0
George Pickens (DAL),2024,WR,PIT,14.0,164.4,11.7,103.0,59.0,,3.0,,236.0,108.0,16.0,5.0
T.Y. Hilton (FA),2020,WR,IND,15.0,164.2,10.9,93.0,56.0,,5.0,,203.0,99.0,11.0,2.0
T.Y. Hilton (FA),2021,WR,IND,10.0,164.2,10.9,37.0,23.0,,5.0,,71.0,37.0,4.0,2.0
Christian Watson (GB),2022,WR,GB,14.0,164.1,11.7,65.0,41.0,,7.0,,264.0,66.0,17.0,4.0
Keenan Allen (FA),2022,WR,LAC,10.0,164.0,16.4,89.0,66.0,,4.0,,291.0,102.0,20.0,5.0
Robert Woods (PIT),2017,WR,LA,12.0,163.3,13.6,85.0,56.0,,5.0,,338.0,99.0,12.0,3.0
Diontae Johnson (CLE),2019,WR,ARI,16.0,163.1,10.2,92.0,59.0,,5.0,,226.0,47.0,23.0,7.0
Dontrelle Inman (FA),2016,WR,LAC,16.0,163.0,10.2,97.0,58.0,,4.0,,214.0,97.0,7.0,1.0
Sterling Shepard (TB),2020,WR,NYG,12.0,162.5,13.5,90.0,66.0,,3.0,,204.0,92.0,13.0,4.0
Sterling Shepard (TB),2021,WR,NYG,7.0,162.5,13.5,53.0,36.0,,3.0,,111.0,53.0,9.0,2.0
Robbie Chosen (FA),2019,WR,,16.0,162.3,10.1,96.0,52.0,,5.0,,,,,
Keenan Allen (FA),2015,WR,LAC,8.0,161.5,20.2,89.0,67.0,,4.0,,236.0,90.0,8.0,1.0
Gabe Davis (FA),2023,WR,BUF,17.0,161.4,9.5,81.0,45.0,,7.0,,180.0,82.0,13.0,4.0
Alec Pierce (IND),2024,WR,IND,16.0,161.4,10.1,69.0,37.0,,7.0,,118.0,69.0,6.0,2.0
Mike Williams (FA),2019,WR,LAC,15.0,161.3,10.8,90.0,49.0,,2.0,,104.0,90.0,4.0,0.0
Tim Patrick (DET),2021,WR,DEN,16.0,161.2,10.7,85.0,53.0,,6.0,,202.0,85.0,11.0,3.0
Tim Patrick (DET),2020,WR,DEN,15.0,161.2,10.7,79.0,51.0,,6.0,,238.0,80.0,11.0,4.0
Jamison Crowder (FA),2017,WR,WAS,15.0,160.3,10.7,103.0,66.0,,3.0,,370.0,103.0,14.0,5.0
Ted Ginn Jr. (FA),2017,WR,,15.0,159.6,10.6,70.0,53.0,,4.0,,,,,
Randall Cobb (FA),2017,WR,GB,15.0,159.4,10.6,92.0,66.0,,4.0,,412.0,93.0,9.0,3.0
Courtland Sutton (DEN),2022,WR,DEN,15.0,159.4,10.6,109.0,64.0,,2.0,,147.0,109.0,14.0,5.0
Ted Ginn Jr. (FA),2016,WR,,16.0,159.0,9.9,95.0,54.0,,4.0,,,,,
Alshon Jeffery (FA),2015,WR,CHI,9.0,158.7,17.6,94.0,54.0,,4.0,,177.0,94.0,16.0,2.0
Amari Cooper (FA),2017,WR,LV,14.0,158.4,11.3,96.0,48.0,,7.0,,293.0,96.0,10.0,5.0
Jerry Jeudy (CLE),2021,WR,DEN,10.0,157.6,9.9,56.0,38.0,,3.0,,178.0,56.0,3.0,1.0
Jerry Jeudy (CLE),2020,WR,DEN,16.0,157.6,9.9,113.0,52.0,,3.0,,284.0,115.0,10.0,2.0
Curtis Samuel (BUF),2023,WR,WAS,16.0,157.2,9.8,91.0,62.0,,4.0,,260.0,91.0,20.0,6.0
Laviska Shenault Jr. (BUF),2021,WR,,16.0,157.1,11.2,100.0,63.0,,5.0,,,,,
Laviska Shenault Jr. (BUF),2020,WR,,14.0,157.1,11.2,79.0,58.0,,5.0,,,,,
Josh Downs (IND),2023,WR,IND,17.0,157.1,9.2,98.0,68.0,,2.0,,371.0,98.0,10.0,3.0
DJ Moore (CHI),2018,WR,SEA,16.0,157.0,9.8,82.0,55.0,,2.0,,93.0,53.0,9.0,1.0
Dede Westbrook (FA),2019,WR,JAX,15.0,156.7,10.4,101.0,66.0,,3.0,,311.0,103.0,13.0,7.0
Jordy Nelson (FA),2018,WR,LV,15.0,156.7,10.4,88.0,63.0,,3.0,,241.0,89.0,8.0,2.0
Demaryius Thomas (FA),2018,WR,,15.0,156.7,10.4,89.0,59.0,,5.0,,30.0,,1.0,1.0
Chris Conley (FA),2019,WR,JAX,16.0,156.5,9.8,90.0,47.0,,5.0,,240.0,93.0,11.0,6.0
Robbie Chosen (FA),2018,WR,,14.0,156.4,11.2,94.0,50.0,,6.0,,,,,
Rishard Matthews (FA),2017,WR,TEN,14.0,156.2,11.2,87.0,53.0,,4.0,,286.0,98.0,10.0,1.0
Marquise Brown (KC),2022,WR,ARI,12.0,156.0,13.0,107.0,67.0,,3.0,,37.0,107.0,6.0,4.0
Brandon Marshall (FA),2016,WR,NYJ,15.0,155.8,10.4,128.0,59.0,,3.0,,176.0,128.0,21.0,6.0
Rashid Shaheed (NO),2023,WR,NO,16.0,155.6,9.7,75.0,46.0,,5.0,,151.0,75.0,7.0,1.0
K.J. Osborn (WAS),2022,WR,MIN,17.0,155.6,9.2,90.0,60.0,,5.0,,304.0,93.0,12.0,3.0
Keelan Cole Sr. (FA),2020,WR,,16.0,155.4,9.7,88.0,55.0,,5.0,,,,,
Keelan Cole Sr. (FA),2021,WR,,14.0,155.4,9.7,51.0,28.0,,5.0,,,,,
Randall Cobb (FA),2019,WR,DAL,15.0,154.9,10.3,83.0,55.0,,3.0,,329.0,83.0,8.0,0.0
DeVante Parker (FA),2016,WR,MIA,15.0,154.4,10.3,87.0,56.0,,4.0,,248.0,94.0,11.0,1.0
Mack Hollins (NE),2022,WR,LV,17.0,154.2,9.1,94.0,57.0,,4.0,,192.0,94.0,12.0,3.0
Terrance Williams (FA),2015,WR,DAL,16.0,154.0,9.6,93.0,52.0,,3.0,,275.0,93.0,11.0,1.0
