Player,Year,Position,Team,Games Played,Fantasy Points,PPG,Targets,Receptions,Carries,Touchdowns,Air Yards,YAC,Routes Run,Red Zone Touches,Goal Line Touches
Jonnu Smith (PIT),2019,TE,TEN,16.0,104.7,6.5,44.0,35.0,,3.0,,300.0,53.0,9.0,1.0
Jake Ferguson (DAL),2024,TE,DAL,14.0,104.4,7.5,86.0,59.0,,0.0,,309.0,86.0,6.0,1.0
Will Tye (FA),2015,TE,NYG,13.0,104.4,8.0,62.0,42.0,,3.0,,194.0,62.0,11.0,3.0
Ryan Griffin (FA),2016,TE,HOU,16.0,104.2,6.5,74.0,50.0,,2.0,,178.0,81.0,2.0,1.0
Hunter Henry (NE),2022,TE,NE,16.0,103.9,6.5,59.0,41.0,,2.0,,203.0,59.0,7.0,1.0
Evan Engram (DEN),2021,TE,NYG,15.0,102.5,6.8,73.0,46.0,,3.0,,185.0,73.0,6.0,3.0
Austin Seferian-Jenkins (FA),2017,TE,NYJ,13.0,101.7,7.8,74.0,50.0,,3.0,,124.0,74.0,11.0,6.0
O.J. Howard (FA),2017,TE,TB,14.0,101.2,7.2,39.0,26.0,,6.0,,152.0,39.0,6.0,2.0
Isaiah Likely (BAL),2023,TE,BAL,17.0,101.1,5.9,40.0,30.0,,5.0,,239.0,46.0,9.0,0.0
Jimmy Graham (FA),2019,TE,GB,16.0,100.7,6.3,60.0,38.0,,3.0,,294.0,69.0,10.0,3.0
Irv Smith Jr. (HOU),2020,TE,,13.0,98.5,7.6,43.0,30.0,,5.0,,,,,
Tyler Eifert (FA),2016,TE,CIN,8.0,98.4,12.3,47.0,29.0,,5.0,,132.0,47.0,11.0,5.0
Mike Gesicki (CIN),2022,TE,MIA,17.0,98.2,5.8,52.0,32.0,,5.0,,100.0,59.0,15.0,6.0
Jesse James (FA),2017,TE,PIT,16.0,98.2,6.1,63.0,43.0,,3.0,,202.0,64.0,12.0,3.0
Ryan Griffin (FA),2019,TE,NYJ,13.0,98.0,7.5,41.0,34.0,,5.0,,182.0,43.0,3.0,2.0
Julius Thomas (FA),2017,TE,MIA,14.0,97.8,7.0,62.0,41.0,,3.0,,145.0,62.0,11.0,4.0
Austin Hooper (NE),2022,TE,TEN,17.0,97.4,5.7,60.0,41.0,,2.0,,130.0,60.0,7.0,1.0
Chig Okonkwo (TEN),2022,TE,TEN,17.0,97.2,5.7,46.0,32.0,,3.0,,252.0,47.0,7.0,1.0
Dan Arnold (FA),2020,TE,ARI,16.0,96.8,6.1,45.0,31.0,,4.0,,173.0,45.0,6.0,2.0
David Njoku (CLE),2017,TE,CLE,16.0,94.7,5.9,60.0,32.0,,4.0,,151.0,60.0,9.0,5.0
Jacob Hollister (FA),2019,TE,SEA,11.0,93.9,8.5,59.0,41.0,,3.0,,192.0,69.0,13.0,4.0
Gerald Everett (FA),2020,TE,LA,16.0,92.9,5.8,62.0,41.0,,1.0,,243.0,64.0,6.0,2.0
Cameron Brate (FA),2018,TE,TB,16.0,92.9,5.8,49.0,30.0,,6.0,,51.0,49.0,12.0,3.0
Austin Hooper (NE),2021,TE,CLE,15.0,92.5,6.2,61.0,38.0,,3.0,,185.0,62.0,13.0,4.0
Cameron Brate (FA),2019,TE,TB,16.0,91.1,5.7,55.0,36.0,,4.0,,90.0,55.0,7.0,2.0
Dallas Goedert (PHI),2018,TE,PHI,16.0,90.4,5.7,44.0,33.0,,4.0,,180.0,48.0,8.0,2.0
Jordan Akins (FA),2019,TE,HOU,16.0,89.8,5.6,55.0,36.0,,2.0,,246.0,55.0,6.0,1.0
Marcedes Lewis (FA),2017,TE,JAX,16.0,87.8,5.5,48.0,24.0,,5.0,,172.0,56.0,12.0,6.0
Benjamin Watson (FA),2018,TE,NO,16.0,87.0,5.4,46.0,35.0,,2.0,,94.0,47.0,9.0,4.0
Gerald Everett (FA),2018,TE,LA,16.0,86.6,5.4,50.0,33.0,,3.0,,169.0,58.0,13.0,2.0
Foster Moreau (NO),2021,TE,LV,15.0,85.3,5.7,44.0,30.0,,3.0,,189.0,47.0,8.0,0.0
Jesse James (FA),2018,TE,PIT,16.0,84.3,5.3,39.0,30.0,,2.0,,185.0,40.0,6.0,2.0
Jordan Akins (FA),2020,TE,HOU,13.0,83.7,6.4,49.0,37.0,,1.0,,172.0,49.0,8.0,1.0
Ian Thomas (LV),2018,TE,CAR,16.0,81.3,5.1,49.0,36.0,,2.0,,158.0,49.0,7.0,1.0
Greg Olsen (FA),2018,TE,CAR,9.0,80.1,8.9,38.0,27.0,,4.0,,84.0,38.0,6.0,3.0
